 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39,Mean40,Mean41,Mean42
67,655.378,1493.851,1460.086,1109.031,2611.535,2237.337,1736.225,1281.674,1554.255,1285.176,1143.084,1311.895,1031.520,1239.198,1336.802,2366.770,1847.491,1996.387,1695.567,1461.138,1320.107,1104.726,1338.829,2048.742,1735.901,1483.277,1604.235,1865.308,1314.168,1011.757,1037.026,1175.565,1024.771,969.417,1167.606,928.163,899.791,985.701,863.024,1106.903,2351.956,1416.785
68,654.880,1492.239,1455.445,1106.310,2605.883,2232.680,1742.055,1280.641,1556.722,1281.710,1136.333,1310.926,1027.881,1244.905,1338.646,2363.066,1854.534,2001.001,1682.364,1461.257,1319.537,1104.813,1345.510,2054.083,1741.182,1482.495,1598.740,1865.579,1318.840,1010.037,1032.382,1176.466,1019.047,960.646,1168.975,930.989,902.312,983.990,866.795,1102.845,2347.164,1411.143
69,651.515,1498.189,1464.486,1107.818,2617.135,2240.493,1747.505,1286.529,1569.474,1288.601,1136.368,1310.559,1034.127,1241.951,1341.557,2366.180,1854.247,2004.254,1692.258,1463.603,1326.253,1106.571,1345.948,2046.432,1745.598,1486.663,1603.197,1861.481,1310.162,1016.753,1041.926,1179.370,1023.920,961.831,1163.789,926.573,897.683,978.805,861.670,1109.946,2336.727,1416.264
70,649.963,1495.491,1453.679,1111.645,2609.380,2230.489,1738.417,1280.175,1557.781,1286.600,1135.228,1306.359,1030.926,1247.942,1336.866,2358.473,1846.045,1990.156,1689.902,1455.677,1317.196,1105.352,1341.678,2059.420,1738.264,1494.230,1591.714,1859.156,1306.663,1012.904,1037.610,1184.215,1020.110,956.654,1157.713,920.098,903.084,982.163,860.643,1102.665,2333.378,1412.517
71,653.466,1487.050,1455.441,1099.189,2601.140,2232.552,1737.289,1278.635,1561.580,1287.119,1136.203,1302.143,1027.426,1241.168,1338.927,2352.103,1844.462,1989.715,1678.935,1454.278,1321.226,1103.020,1337.810,2052.128,1727.820,1474.207,1597.830,1863.483,1302.217,1013.558,1033.026,1172.069,1021.187,955.664,1168.296,930.662,901.257,978.409,856.638,1094.521,2307.206,1418.965
72,651.276,1487.508,1455.698,1108.941,2613.581,2241.600,1735.028,1279.643,1552.892,1280.872,1140.375,1307.563,1028.911,1240.966,1334.958,2372.109,1842.601,2000.565,1684.325,1455.760,1317.513,1101.416,1342.170,2061.975,1734.379,1475.740,1597.488,1864.454,1307.541,1011.290,1034.973,1180.344,1019.062,961.953,1173.834,931.894,897.431,986.512,865.166,1103.090,2320.896,1416.253
73,658.040,1508.041,1466.349,1119.814,2614.619,2248.705,1748.231,1293.143,1572.997,1293.286,1144.212,1317.119,1036.588,1248.701,1342.707,2342.624,1849.896,1992.209,1692.345,1456.584,1327.714,1112.439,1349.875,2066.904,1731.687,1499.034,1610.584,1877.171,1312.297,1018.406,1046.955,1183.511,1031.705,965.831,1181.840,940.883,908.199,988.442,864.613,1108.489,2327.940,1429.478
74,669.755,1505.059,1472.438,1130.724,2620.262,2251.879,1759.873,1297.847,1586.284,1304.043,1154.597,1322.790,1049.555,1256.420,1349.297,2367.453,1854.247,2012.336,1693.927,1462.432,1330.289,1106.860,1353.400,2057.480,1747.769,1499.219,1610.593,1884.285,1323.401,1014.064,1045.374,1197.384,1029.402,974.219,1194.172,939.051,902.524,1001.191,878.857,1111.700,2322.408,1436.942
75,673.852,1513.942,1478.122,1127.841,2623.759,2254.697,1755.584,1299.289,1580.515,1304.841,1159.503,1324.359,1047.550,1257.893,1349.924,2368.281,1857.195,2006.485,1704.281,1453.397,1329.655,1111.209,1348.838,2067.920,1742.133,1502.659,1617.029,1883.349,1330.411,1014.787,1052.594,1191.889,1030.620,980.627,1196.997,936.891,907.526,991.856,878.244,1105.926,2304.037,1438.059
76,676.508,1514.792,1470.845,1130.860,2639.908,2254.427,1764.502,1306.830,1584.518,1307.596,1162.319,1329.551,1053.166,1260.868,1351.707,2379.539,1858.732,2010.865,1698.432,1457.667,1328.714,1111.190,1349.363,2070.250,1742.390,1506.476,1614.151,1887.654,1328.360,1010.989,1048.690,1194.166,1029.547,979.196,1201.605,945.529,910.086,992.908,883.272,1114.979,2306.578,1446.432
77,685.200,1531.520,1491.842,1135.295,2646.342,2267.451,1778.046,1313.847,1592.731,1324.520,1171.213,1337.449,1059.080,1269.943,1359.232,2382.790,1865.894,2011.361,1710.289,1460.232,1337.324,1119.946,1351.754,2091.634,1753.030,1508.685,1623.541,1902.708,1330.880,1011.072,1057.869,1193.287,1038.853,984.810,1213.075,945.279,912.365,1008.754,885.981,1119.854,2328.354,1453.478
78,680.732,1530.499,1496.034,1145.735,2641.743,2269.693,1782.787,1315.581,1605.690,1326.990,1176.967,1342.165,1060.535,1265.117,1364.833,2412.498,1867.503,2025.531,1716.708,1468.557,1339.719,1120.938,1352.196,2097.668,1743.979,1512.304,1628.389,1908.949,1340.545,1014.257,1059.570,1202.893,1036.956,988.984,1208.562,947.344,922.137,1005.914,887.547,1123.832,2334.990,1456.396
79,687.678,1539.223,1491.012,1145.006,2652.065,2279.516,1792.471,1322.780,1602.634,1333.066,1179.453,1343.601,1065.569,1278.088,1370.500,2394.889,1872.697,2026.817,1709.184,1470.008,1335.148,1121.558,1361.629,2096.966,1756.469,1515.738,1637.370,1913.162,1339.169,1018.460,1065.889,1207.188,1042.912,994.139,1208.717,955.946,919.835,1011.383,894.017,1131.201,2338.726,1462.445
80,689.942,1530.407,1493.013,1142.038,2650.962,2273.670,1778.854,1319.163,1604.497,1332.587,1178.862,1343.976,1060.375,1272.581,1363.684,2376.558,1868.637,2015.081,1702.389,1468.212,1339.229,1115.466,1362.105,2098.314,1746.657,1519.454,1637.028,1905.046,1334.723,1017.563,1060.535,1200.089,1040.938,986.922,1217.714,951.183,918.453,1013.371,883.426,1122.774,2328.586,1458.087
81,685.643,1532.794,1491.504,1145.885,2648.648,2279.679,1778.462,1319.757,1600.900,1329.249,1179.396,1341.460,1061.311,1274.291,1370.907,2359.068,1873.759,2019.910,1716.380,1469.323,1339.684,1121.482,1361.724,2095.851,1753.681,1516.547,1638.277,1915.093,1344.923,1016.745,1058.468,1204.320,1039.593,981.415,1215.559,949.423,924.215,1010.124,892.552,1129.393,2342.495,1463.489
82,680.784,1540.221,1494.656,1140.858,2648.379,2270.981,1776.132,1313.853,1593.373,1330.215,1179.173,1346.436,1062.128,1271.994,1371.317,2398.409,1867.874,2019.734,1702.912,1467.628,1338.169,1122.585,1358.765,2095.036,1752.664,1519.219,1647.824,1909.748,1340.934,1022.535,1062.480,1197.377,1045.236,983.381,1212.928,950.976,921.965,1007.363,896.469,1130.683,2316.305,1463.643
83,687.512,1534.483,1489.918,1150.319,2647.801,2280.095,1786.986,1324.709,1602.304,1330.609,1182.703,1341.990,1064.223,1274.242,1371.547,2366.808,1875.466,2018.939,1705.676,1471.068,1334.516,1118.143,1357.919,2100.724,1756.118,1531.894,1642.581,1904.447,1344.006,1018.621,1062.723,1199.826,1044.562,988.802,1226.047,957.675,923.256,1023.428,895.517,1131.337,2334.909,1458.165
84,681.486,1536.562,1493.315,1148.073,2650.610,2284.089,1776.334,1320.498,1606.900,1328.047,1179.841,1344.687,1061.830,1268.349,1376.924,2371.943,1880.952,2021.420,1704.409,1473.948,1338.881,1115.387,1367.505,2096.802,1748.345,1517.893,1642.425,1910.471,1342.678,1024.657,1064.546,1199.573,1047.000,990.802,1217.314,953.815,920.049,1013.001,897.343,1124.720,2341.006,1460.657
85,673.927,1518.647,1478.096,1131.740,2642.162,2277.278,1777.351,1312.608,1583.048,1322.740,1172.403,1337.841,1053.660,1269.439,1366.026,2335.359,1872.699,2008.312,1702.408,1465.210,1340.910,1115.024,1357.680,2085.396,1732.889,1511.555,1634.429,1892.794,1326.542,1019.039,1053.131,1192.163,1039.196,981.094,1221.109,941.237,908.329,1009.123,885.679,1115.941,2311.821,1456.861
86,664.866,1519.765,1469.499,1116.415,2637.211,2263.963,1764.921,1303.314,1585.030,1309.579,1161.216,1321.902,1047.718,1260.744,1360.047,2344.217,1856.557,2018.346,1685.523,1466.267,1329.482,1106.234,1358.879,2087.581,1718.574,1497.125,1620.361,1889.359,1328.361,1023.585,1044.105,1184.969,1033.023,968.225,1216.433,936.211,907.490,1001.022,880.351,1111.245,2324.873,1446.229
87,668.390,1514.881,1476.380,1121.771,2631.321,2262.210,1767.063,1298.133,1575.713,1309.790,1161.162,1317.645,1042.445,1251.520,1361.465,2335.694,1856.820,2008.824,1690.622,1462.014,1331.001,1109.246,1360.462,2077.193,1714.416,1505.039,1622.526,1887.808,1320.601,1019.480,1044.731,1182.938,1032.000,968.940,1215.041,930.495,906.607,999.182,880.196,1112.035,2311.196,1444.215
88,673.901,1508.083,1482.127,1117.817,2636.249,2274.861,1765.709,1304.744,1584.500,1307.471,1166.996,1325.376,1053.687,1259.541,1362.896,2359.507,1863.194,2022.359,1688.472,1468.845,1338.228,1110.995,1371.129,2088.568,1722.913,1503.993,1622.685,1897.134,1339.915,1025.741,1055.437,1192.348,1030.453,971.100,1212.898,938.471,906.303,1011.071,883.501,1114.840,2345.664,1456.143
89,665.855,1517.082,1469.553,1118.805,2621.659,2269.655,1764.417,1300.529,1579.017,1308.436,1160.515,1319.486,1045.707,1249.055,1355.030,2342.300,1864.285,2014.296,1683.661,1465.013,1330.348,1111.953,1360.127,2077.154,1718.307,1492.976,1612.709,1892.594,1325.574,1020.836,1044.545,1186.618,1037.108,971.207,1211.459,934.439,910.815,1010.716,875.355,1108.760,2362.464,1450.049
90,668.488,1516.898,1463.828,1114.248,2630.150,2259.258,1751.188,1297.709,1584.572,1313.347,1158.502,1319.267,1043.131,1253.843,1358.243,2336.736,1848.434,1998.722,1686.561,1462.673,1324.102,1108.272,1357.855,2073.937,1716.741,1505.484,1621.720,1884.930,1328.381,1019.213,1039.011,1183.957,1034.055,970.214,1221.974,941.429,905.362,995.877,880.379,1113.109,2395.679,1447.795
91,669.710,1520.301,1478.694,1119.691,2639.430,2274.996,1765.610,1307.385,1577.858,1314.840,1161.282,1320.509,1049.670,1265.110,1362.067,2340.149,1857.063,2016.127,1686.627,1468.420,1331.080,1111.298,1364.778,2092.223,1724.375,1506.559,1630.504,1898.580,1320.780,1024.334,1044.558,1183.848,1026.541,972.690,1207.780,938.409,908.980,1007.389,882.713,1112.865,2457.549,1452.383
92,674.494,1526.738,1487.060,1128.939,2644.131,2288.986,1774.099,1309.172,1600.379,1322.168,1166.021,1325.214,1055.804,1265.111,1371.678,2352.249,1868.326,2021.762,1691.265,1469.420,1343.826,1114.605,1364.944,2087.507,1736.772,1513.806,1631.481,1913.289,1333.493,1027.595,1054.804,1191.647,1040.761,980.082,1231.994,947.346,919.206,1017.986,886.175,1118.244,2486.991,1456.621
93,677.108,1520.471,1478.540,1130.453,2636.215,2289.992,1775.025,1306.371,1587.618,1320.748,1170.623,1328.536,1052.392,1263.100,1367.667,2344.048,1868.297,2030.137,1692.988,1469.662,1337.937,1112.624,1369.371,2093.623,1723.646,1507.452,1630.882,1900.396,1336.151,1022.132,1056.343,1189.572,1039.038,981.746,1226.546,936.475,913.274,1009.083,886.728,1112.044,2498.261,1464.574
94,670.761,1519.425,1475.743,1126.636,2648.549,2283.741,1755.377,1312.692,1597.552,1317.655,1165.679,1322.688,1051.230,1262.889,1364.599,2320.080,1872.072,2016.130,1688.162,1464.026,1339.828,1116.806,1371.039,2080.429,1724.376,1509.426,1632.398,1900.086,1331.624,1026.391,1053.740,1190.630,1037.333,977.967,1224.306,941.909,911.861,1010.988,884.795,1112.458,2496.302,1458.208
95,668.131,1519.899,1478.016,1127.584,2639.175,2283.722,1758.855,1314.321,1585.133,1312.401,1164.224,1328.960,1051.129,1260.755,1364.253,2322.504,1870.259,2022.661,1682.372,1464.623,1335.037,1112.017,1369.756,2083.028,1719.691,1510.408,1629.317,1899.137,1338.943,1031.551,1061.159,1196.742,1041.804,982.016,1227.390,936.601,913.950,1019.393,882.507,1111.572,2502.954,1456.125
96,668.343,1525.302,1468.582,1127.942,2638.232,2284.210,1770.404,1306.916,1596.663,1319.406,1160.558,1320.003,1048.971,1258.591,1362.891,2327.306,1862.101,2018.292,1684.946,1462.368,1328.942,1111.334,1358.315,2080.216,1708.751,1514.656,1622.493,1902.265,1330.023,1025.375,1050.037,1189.079,1032.603,981.176,1219.276,932.702,917.939,1011.334,883.617,1112.121,2504.705,1459.586
97,681.390,1522.340,1483.567,1130.376,2633.853,2285.909,1772.301,1312.803,1599.856,1313.646,1166.614,1321.351,1052.772,1262.272,1364.827,2300.548,1858.460,2034.143,1697.836,1464.192,1330.620,1111.024,1358.260,2075.752,1714.213,1514.262,1631.864,1906.898,1333.644,1026.595,1054.815,1193.549,1032.020,979.246,1221.523,938.315,908.921,1021.736,885.790,1106.091,2501.268,1460.951
98,668.101,1524.053,1470.455,1132.600,2647.143,2287.202,1774.520,1318.372,1602.836,1324.872,1171.598,1326.084,1055.820,1266.722,1363.319,2335.184,1856.345,2021.814,1692.856,1465.217,1336.075,1115.319,1365.691,2084.810,1724.151,1510.942,1637.678,1910.976,1333.184,1024.102,1056.092,1197.240,1039.161,979.714,1233.554,943.841,917.956,1011.464,890.374,1117.608,2582.372,1464.177
99,675.306,1535.059,1484.357,1134.864,2652.044,2292.590,1771.988,1323.777,1612.264,1322.409,1169.739,1333.641,1055.513,1268.397,1364.954,2321.997,1857.838,2032.710,1697.499,1465.298,1334.155,1122.019,1369.508,2091.048,1726.046,1513.808,1644.334,1900.871,1336.459,1023.933,1057.771,1199.558,1041.825,980.451,1232.875,939.729,906.913,1017.678,889.301,1114.834,2588.314,1467.077
100,680.860,1544.822,1484.725,1137.603,2655.423,2290.951,1778.041,1321.852,1596.327,1327.858,1173.077,1328.558,1059.723,1265.969,1369.405,2313.290,1864.293,2035.580,1695.087,1471.953,1334.183,1130.862,1375.433,2096.521,1718.376,1520.704,1639.857,1911.896,1339.796,1031.911,1060.207,1193.615,1041.732,986.137,1234.607,937.356,915.969,1020.858,889.654,1114.318,2589.173,1467.407
101,676.323,1531.777,1474.679,1135.417,2655.255,2294.923,1777.366,1316.286,1609.453,1323.397,1169.938,1329.106,1059.289,1270.318,1371.813,2309.255,1864.364,2033.458,1693.258,1472.840,1335.250,1128.246,1369.790,2086.678,1717.896,1529.204,1638.239,1912.216,1339.973,1025.079,1059.814,1198.865,1038.156,985.003,1227.590,940.496,921.401,1017.390,891.739,1115.251,2569.174,1465.906
102,680.430,1532.578,1485.258,1139.566,2653.114,2301.630,1783.646,1318.369,1627.506,1331.596,1170.402,1329.629,1057.022,1272.990,1365.350,2292.633,1865.865,2040.230,1690.910,1472.649,1338.371,1134.692,1367.352,2091.633,1715.752,1525.942,1650.406,1914.956,1341.998,1024.979,1061.576,1198.373,1035.734,979.266,1228.105,943.814,918.571,1020.100,891.283,1116.305,2599.365,1468.983
103,680.091,1532.811,1473.764,1132.543,2648.164,2300.572,1777.111,1318.890,1617.910,1321.518,1170.906,1331.129,1054.354,1262.259,1367.529,2299.650,1871.141,2022.362,1687.594,1468.090,1336.290,1134.149,1369.887,2080.303,1712.696,1524.111,1640.215,1905.052,1337.502,1022.102,1058.131,1190.667,1035.881,982.642,1226.297,947.300,911.118,1013.713,891.460,1109.073,2572.690,1467.181
104,683.945,1520.039,1482.469,1137.436,2647.168,2300.268,1776.291,1313.709,1613.468,1328.322,1168.729,1331.351,1057.764,1268.220,1367.180,2282.770,1865.540,2036.651,1693.439,1466.904,1334.410,1135.639,1365.273,2090.243,1714.078,1539.458,1635.147,1921.627,1340.378,1025.425,1058.717,1192.796,1039.891,977.599,1233.258,951.732,914.092,1011.515,888.044,1118.595,2563.540,1467.082
105,683.594,1530.001,1475.321,1136.408,2637.520,2301.341,1780.861,1311.923,1612.148,1320.796,1166.306,1328.556,1057.470,1267.835,1366.080,2280.094,1863.122,2034.296,1694.790,1470.695,1334.480,1134.531,1369.095,2074.331,1723.965,1527.428,1643.327,1909.336,1339.206,1023.293,1061.827,1188.085,1035.827,980.071,1223.720,941.994,913.171,1012.133,889.489,1113.519,2578.299,1464.586
106,678.863,1539.600,1478.147,1140.748,2645.500,2306.551,1780.699,1318.075,1605.070,1334.548,1172.491,1330.189,1059.663,1270.893,1369.163,2282.333,1866.841,2040.366,1691.074,1474.669,1342.697,1143.662,1378.685,2090.554,1719.175,1533.428,1650.902,1914.903,1349.036,1035.919,1060.142,1192.341,1040.810,983.183,1233.635,945.539,917.176,1024.660,895.701,1118.333,2587.985,1470.990
107,685.608,1522.155,1479.605,1141.717,2645.374,2310.185,1777.153,1317.895,1615.524,1328.399,1170.780,1335.571,1058.248,1266.518,1366.957,2294.869,1858.373,2039.352,1694.858,1472.512,1341.050,1142.982,1375.764,2086.358,1719.085,1521.018,1650.033,1903.366,1351.329,1031.733,1058.901,1192.562,1038.703,980.730,1235.556,941.519,915.975,1021.462,894.419,1115.513,2556.300,1468.254
108,683.570,1531.326,1482.885,1140.044,2641.157,2312.471,1778.761,1316.726,1618.326,1328.982,1167.771,1331.089,1063.643,1265.081,1368.675,2291.642,1864.367,2044.380,1696.268,1473.639,1338.232,1148.716,1376.648,2079.185,1708.849,1524.574,1643.829,1906.455,1354.388,1031.064,1058.638,1192.613,1036.842,979.575,1240.577,944.183,913.448,1023.985,888.692,1111.494,2563.604,1471.921
109,674.277,1533.171,1477.284,1132.573,2646.604,2319.691,1779.966,1318.422,1609.338,1327.464,1168.542,1330.707,1055.038,1260.640,1366.817,2287.553,1864.503,2039.613,1696.039,1469.977,1333.784,1146.897,1378.081,2081.364,1703.214,1527.049,1647.638,1911.100,1343.635,1028.221,1062.813,1187.991,1049.936,978.567,1228.146,940.932,914.691,1024.896,888.437,1112.803,2564.021,1474.735
110,675.166,1526.273,1478.358,1138.696,2643.268,2319.877,1776.070,1320.174,1605.965,1327.085,1167.124,1327.915,1057.422,1266.138,1375.945,2288.469,1863.426,2034.962,1693.857,1470.467,1338.836,1145.747,1377.793,2087.404,1711.005,1530.553,1646.805,1913.707,1351.006,1028.489,1066.338,1192.068,1038.774,974.942,1236.283,944.558,919.897,1018.568,889.422,1118.959,2575.051,1473.747
111,686.163,1529.481,1476.135,1138.981,2633.647,2312.731,1764.450,1322.397,1616.434,1331.063,1167.734,1331.642,1061.360,1265.327,1368.138,2281.550,1859.001,2028.958,1691.853,1470.823,1340.354,1147.315,1376.871,2086.536,1706.468,1529.482,1650.053,1909.502,1357.396,1029.492,1065.300,1190.151,1039.615,975.912,1240.648,946.661,915.372,1018.324,892.559,1118.255,2545.647,1471.910
112,678.848,1524.234,1475.342,1138.136,2638.530,2325.018,1775.165,1316.103,1613.039,1330.141,1167.843,1329.967,1058.473,1258.567,1370.020,2272.923,1860.549,2036.318,1694.760,1475.322,1334.044,1155.956,1383.330,2075.433,1706.962,1531.891,1652.092,1899.175,1354.888,1026.292,1064.142,1188.365,1043.459,977.683,1248.036,942.087,914.352,1015.845,890.216,1118.934,2553.176,1473.074
113,678.000,1536.162,1474.368,1136.369,2629.998,2329.137,1783.265,1321.813,1615.550,1331.654,1168.710,1333.763,1057.650,1257.375,1375.706,2312.353,1856.755,2020.365,1687.103,1476.762,1340.968,1147.395,1377.474,2075.057,1705.665,1528.334,1648.196,1895.240,1353.158,1029.338,1065.597,1191.486,1041.694,977.505,1246.086,940.918,914.953,1018.604,888.245,1115.119,2541.786,1470.188
114,677.651,1531.492,1476.933,1133.140,2620.167,2324.062,1776.015,1312.729,1617.848,1328.395,1165.951,1326.705,1052.996,1258.594,1369.389,2291.064,1854.641,2028.286,1683.675,1469.597,1333.397,1149.329,1377.326,2080.696,1699.612,1536.675,1641.669,1884.544,1344.559,1026.131,1060.771,1178.209,1031.629,971.010,1244.725,940.057,910.516,1022.298,887.653,1123.615,2541.374,1463.423
115,681.515,1532.897,1477.866,1135.765,2635.799,2329.442,1772.057,1315.427,1624.732,1326.038,1176.147,1331.671,1059.686,1266.963,1375.348,2288.214,1869.605,2034.421,1694.613,1478.225,1340.157,1160.892,1384.002,2079.059,1704.033,1535.132,1653.594,1899.321,1355.666,1028.140,1068.971,1188.871,1046.634,981.586,1240.684,944.915,913.806,1021.515,896.238,1118.982,2538.342,1477.516
116,680.102,1527.035,1477.276,1134.942,2631.640,2327.421,1774.112,1321.744,1612.367,1324.213,1170.433,1332.735,1053.578,1261.651,1376.559,2305.685,1864.609,2023.893,1697.081,1471.181,1333.260,1157.091,1386.994,2060.852,1702.894,1532.879,1649.111,1904.201,1355.955,1028.390,1061.266,1189.439,1040.586,981.457,1244.868,941.722,916.243,1018.926,895.428,1122.420,2544.031,1472.573
117,674.886,1525.899,1475.629,1139.682,2632.833,2326.304,1773.807,1316.596,1609.190,1328.200,1168.436,1333.665,1055.439,1257.858,1372.023,2303.032,1861.102,2034.279,1690.055,1476.407,1339.340,1153.511,1375.974,2070.990,1699.437,1525.001,1652.577,1897.674,1357.585,1026.052,1065.441,1197.564,1039.365,972.819,1254.018,945.087,915.405,1022.112,896.061,1121.482,2504.253,1470.866
118,682.037,1526.606,1472.005,1136.155,2631.786,2322.373,1776.697,1316.094,1620.200,1325.679,1166.976,1328.534,1057.827,1257.349,1371.992,2290.814,1863.445,2023.749,1691.917,1476.556,1333.544,1152.416,1384.233,2067.992,1700.942,1536.493,1654.180,1897.108,1360.014,1025.972,1062.592,1189.309,1037.271,976.814,1253.693,937.140,914.041,1016.428,890.045,1116.707,2536.138,1469.409
119,685.668,1525.992,1473.161,1129.812,2633.465,2325.239,1777.780,1317.548,1617.180,1327.904,1168.278,1329.250,1056.748,1264.058,1369.984,2313.221,1856.353,2019.900,1699.561,1476.854,1331.102,1150.213,1381.923,2079.549,1708.893,1533.253,1649.853,1880.698,1346.888,1029.295,1065.172,1186.625,1041.158,978.673,1249.744,942.857,917.464,1017.660,896.997,1116.558,2512.732,1473.833
