 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39,Mean40,Mean41,Mean42
295,640.302,1563.436,1522.948,1094.037,2631.008,2116.521,1711.243,1281.539,1643.670,1332.005,1160.008,1273.637,1046.620,1315.917,1332.064,2143.089,1860.434,1911.874,1613.427,1529.729,1352.256,1142.378,1432.012,2028.272,1637.990,1501.446,1650.672,1835.905,1320.389,1025.113,1040.390,1136.917,1159.159,981.102,1331.123,948.649,914.638,1027.287,869.034,1134.854,2886.710,1445.129
296,638.620,1566.089,1529.239,1099.644,2617.678,2115.958,1706.909,1283.702,1647.578,1340.861,1157.212,1277.354,1048.617,1313.709,1334.688,2153.777,1854.399,1905.139,1621.531,1535.461,1352.460,1149.068,1441.301,2027.639,1638.928,1494.324,1651.931,1831.823,1330.433,1023.805,1035.490,1136.155,1160.424,989.633,1335.521,953.649,919.747,1019.778,869.114,1135.967,2902.728,1445.219
297,635.392,1570.017,1525.110,1090.826,2619.050,2114.786,1704.821,1285.685,1641.241,1337.837,1161.770,1276.639,1049.627,1313.762,1339.281,2165.186,1857.397,1913.128,1614.570,1529.316,1358.258,1150.046,1441.945,2032.441,1639.226,1511.231,1654.008,1823.041,1314.271,1021.550,1040.292,1133.359,1168.840,985.821,1345.198,947.297,916.197,1025.500,876.563,1140.916,2883.815,1448.816
298,640.104,1577.484,1525.437,1095.504,2616.277,2116.703,1704.539,1283.223,1652.095,1344.285,1158.683,1275.288,1047.688,1313.788,1331.037,2145.260,1850.229,1916.874,1609.135,1527.673,1352.326,1153.822,1441.740,2037.491,1633.281,1502.707,1659.455,1833.846,1314.102,1022.030,1034.180,1130.255,1172.547,984.358,1337.558,945.668,923.911,1024.613,869.610,1140.214,2871.420,1447.653
299,638.031,1584.086,1529.850,1105.020,2623.274,2115.485,1705.238,1287.672,1660.341,1342.385,1158.037,1284.415,1052.865,1315.575,1337.329,2156.052,1854.916,1910.796,1608.365,1532.663,1353.439,1154.424,1440.949,2033.365,1630.314,1505.925,1653.418,1835.641,1317.919,1028.932,1041.138,1136.230,1174.430,998.305,1329.365,950.767,926.013,1024.321,872.601,1135.055,2933.214,1457.573
300,633.819,1584.948,1525.549,1101.165,2626.168,2116.062,1712.329,1282.355,1658.980,1343.470,1158.878,1279.412,1048.055,1319.300,1341.094,2183.273,1854.191,1922.618,1617.130,1521.684,1351.239,1145.766,1440.148,2036.314,1641.442,1508.327,1654.638,1841.999,1324.874,1028.396,1038.435,1142.451,1184.234,991.929,1333.134,958.336,928.877,1034.229,875.646,1137.416,2909.236,1453.910
301,640.886,1583.786,1525.575,1094.090,2610.281,2107.476,1706.875,1285.859,1653.932,1340.654,1156.820,1279.194,1048.523,1311.146,1340.399,2180.667,1851.716,1920.770,1615.693,1526.173,1355.555,1148.501,1442.572,2027.447,1630.210,1511.394,1660.814,1836.987,1325.571,1028.415,1035.792,1131.297,1176.301,995.784,1330.315,956.980,924.645,1030.551,869.930,1139.236,2929.319,1449.159
302,637.752,1582.653,1529.452,1100.793,2614.212,2101.996,1707.953,1288.102,1662.003,1341.062,1155.956,1281.574,1049.313,1314.054,1332.324,2222.344,1854.302,1903.258,1606.958,1525.100,1353.718,1151.706,1443.308,2023.366,1624.914,1504.406,1653.842,1829.086,1315.796,1024.621,1042.491,1134.302,1178.557,987.450,1334.699,956.541,920.583,1026.912,869.628,1137.345,2893.464,1447.557
303,639.791,1584.054,1535.357,1094.411,2616.323,2107.383,1709.089,1284.557,1665.248,1336.471,1158.768,1280.087,1056.341,1321.359,1334.493,2233.728,1853.222,1910.232,1621.751,1526.450,1354.416,1157.036,1439.372,2030.309,1635.256,1502.725,1661.046,1836.110,1325.740,1027.700,1039.480,1133.453,1183.249,998.362,1343.678,952.362,922.712,1031.489,873.501,1145.590,2896.037,1454.693
304,642.393,1579.798,1525.901,1098.658,2614.088,2101.688,1699.815,1287.140,1679.041,1336.450,1151.172,1282.094,1048.249,1319.838,1333.681,2243.184,1850.010,1907.494,1610.773,1526.457,1347.479,1162.483,1440.255,2037.621,1626.673,1505.688,1652.978,1826.571,1323.828,1023.284,1040.080,1130.867,1169.112,992.260,1329.921,950.774,919.470,1027.721,870.087,1138.141,2903.736,1450.808
305,638.160,1578.404,1523.831,1097.828,2606.809,2090.318,1699.341,1285.068,1660.348,1329.204,1150.536,1278.386,1047.828,1314.286,1330.875,2231.275,1840.066,1920.008,1604.880,1518.790,1346.823,1153.386,1430.693,2020.208,1622.931,1504.157,1639.309,1831.738,1322.990,1024.476,1033.525,1129.881,1179.044,984.533,1326.194,947.576,912.418,1026.175,864.212,1138.665,2881.096,1450.026
306,638.646,1571.834,1521.243,1092.747,2606.820,2094.074,1700.717,1286.626,1659.419,1332.895,1151.260,1280.104,1047.791,1313.226,1331.857,2241.284,1844.025,1908.006,1605.118,1518.331,1350.492,1155.098,1435.677,2027.502,1628.269,1504.380,1655.463,1823.335,1321.469,1024.349,1034.376,1135.720,1168.842,982.357,1332.793,945.512,915.918,1024.243,868.078,1133.025,2876.500,1445.729
307,637.081,1582.802,1522.005,1095.447,2606.290,2091.421,1700.145,1286.807,1665.015,1337.978,1150.007,1281.766,1051.689,1322.929,1329.939,2245.430,1851.021,1905.464,1607.688,1523.890,1349.421,1158.708,1442.674,2033.221,1630.877,1497.935,1654.478,1814.547,1322.563,1024.484,1041.279,1130.640,1165.214,988.398,1328.749,945.516,918.618,1020.789,869.353,1137.769,2946.977,1449.264
308,635.950,1577.518,1516.184,1099.670,2611.029,2082.315,1703.876,1282.121,1671.002,1331.291,1150.579,1281.000,1049.406,1319.182,1333.973,2224.098,1842.672,1906.424,1613.678,1523.230,1354.352,1157.374,1438.264,2014.379,1617.967,1495.773,1646.911,1817.999,1322.872,1024.936,1035.027,1136.657,1164.151,987.554,1327.959,945.947,918.801,1026.212,866.305,1129.901,2917.708,1451.953
309,644.245,1576.407,1521.493,1101.741,2603.412,2086.763,1703.745,1284.367,1675.854,1339.007,1153.783,1284.634,1057.319,1320.341,1331.918,2253.688,1840.362,1909.469,1611.356,1521.151,1358.881,1159.118,1441.893,2018.974,1632.087,1497.134,1659.417,1831.175,1327.543,1024.851,1041.905,1143.039,1167.940,997.622,1348.441,951.591,920.348,1025.286,871.841,1140.552,2919.403,1456.378
310,641.669,1577.146,1520.568,1100.237,2601.251,2082.049,1707.679,1287.895,1672.109,1336.612,1152.246,1287.554,1050.195,1317.935,1334.306,2223.897,1846.596,1901.292,1609.771,1517.703,1355.941,1161.578,1440.323,2021.476,1627.508,1494.426,1654.398,1815.704,1330.510,1029.030,1045.535,1139.076,1169.382,993.892,1327.252,951.261,915.687,1022.561,873.160,1139.609,2910.651,1450.298
311,633.715,1570.787,1519.895,1098.681,2601.196,2079.870,1701.325,1283.972,1656.403,1339.717,1151.307,1286.734,1048.786,1319.263,1330.334,2238.035,1838.490,1921.093,1604.324,1513.539,1354.831,1163.957,1433.827,2028.400,1629.107,1490.319,1653.052,1808.512,1333.777,1025.795,1039.499,1130.346,1163.448,982.639,1335.917,942.913,913.312,1028.028,863.208,1141.473,2874.872,1459.921
312,638.442,1578.976,1526.817,1101.997,2605.413,2084.734,1707.695,1288.661,1668.090,1338.847,1151.590,1288.131,1051.742,1326.486,1335.449,2245.416,1840.716,1906.950,1605.867,1517.509,1354.173,1166.704,1439.004,2030.353,1629.711,1510.148,1657.723,1821.596,1329.646,1027.507,1040.989,1135.064,1169.326,989.078,1329.142,952.983,922.598,1025.987,865.938,1142.890,2868.256,1460.200
313,638.323,1571.357,1518.674,1094.563,2597.130,2070.621,1697.821,1282.042,1664.741,1329.108,1148.634,1286.227,1052.997,1316.143,1329.358,2225.416,1832.718,1913.584,1602.795,1509.039,1347.677,1165.642,1430.499,2014.056,1615.622,1491.326,1650.495,1812.598,1321.107,1021.539,1037.230,1133.202,1163.180,992.266,1333.241,944.324,918.734,1023.321,862.545,1137.338,2865.737,1454.350
314,630.034,1573.550,1518.210,1096.287,2603.363,2069.557,1703.914,1282.946,1654.081,1331.956,1144.167,1281.502,1043.763,1318.092,1328.726,2227.819,1827.065,1915.602,1602.090,1504.033,1342.054,1161.848,1433.966,2005.773,1616.037,1492.298,1646.950,1804.096,1316.395,1018.184,1037.646,1132.191,1168.794,986.512,1331.031,942.746,908.109,1016.072,862.192,1133.295,2853.499,1446.565
315,646.591,1575.409,1530.652,1102.331,2643.561,2081.206,1707.715,1290.730,1668.571,1340.215,1154.835,1294.572,1054.395,1322.810,1333.466,2237.218,1851.049,1917.740,1606.969,1518.514,1353.160,1174.006,1440.302,2029.510,1619.954,1507.929,1658.578,1816.782,1325.224,1024.799,1047.300,1132.297,1173.830,997.557,1330.121,956.453,924.514,1020.220,864.825,1139.732,2860.477,1459.985
316,650.293,1580.243,1533.845,1108.194,2722.310,2077.413,1710.265,1290.234,1668.580,1336.711,1152.165,1290.438,1057.332,1322.046,1330.492,2220.587,1847.067,1924.462,1610.091,1512.336,1350.110,1163.603,1425.579,2020.193,1623.522,1502.513,1659.988,1814.793,1324.121,1031.129,1044.629,1141.587,1178.025,995.848,1332.095,951.558,925.800,1023.560,866.604,1143.780,2842.353,1458.012
317,653.268,1587.159,1528.797,1098.343,2820.318,2071.664,1707.271,1287.014,1660.847,1345.167,1151.123,1293.765,1058.350,1330.690,1328.388,2233.458,1847.117,1925.260,1606.152,1513.991,1349.988,1167.312,1433.489,2014.197,1625.413,1510.311,1665.066,1814.149,1314.070,1027.362,1051.017,1136.694,1177.144,994.256,1326.374,954.541,929.098,1037.857,868.318,1141.280,2817.229,1454.983
318,652.002,1575.078,1532.052,1105.595,2930.973,2075.491,1702.879,1291.971,1671.135,1343.261,1155.991,1294.815,1058.620,1318.009,1334.023,2236.127,1852.766,1927.844,1607.012,1516.410,1354.534,1175.428,1434.513,2020.089,1620.126,1509.344,1662.050,1815.626,1319.390,1021.963,1049.010,1144.231,1166.033,1000.854,1328.886,952.362,921.516,1031.070,870.200,1145.501,2817.087,1454.456
319,644.841,1572.229,1529.468,1105.454,3044.498,2069.384,1703.791,1289.697,1665.363,1337.467,1153.015,1291.656,1056.521,1319.547,1323.793,2220.662,1851.318,1927.806,1606.331,1513.625,1350.703,1177.919,1425.252,2018.624,1619.104,1510.582,1659.358,1815.201,1328.060,1020.270,1049.133,1142.118,1171.290,990.233,1334.665,946.935,917.919,1023.418,867.120,1145.523,2785.495,1453.708
320,644.037,1571.535,1524.372,1106.553,3156.300,2073.027,1708.814,1288.966,1664.216,1338.517,1149.831,1295.901,1055.787,1323.857,1326.234,2237.720,1842.840,1918.658,1604.385,1515.161,1348.212,1174.208,1431.044,2015.084,1617.600,1516.038,1658.328,1814.451,1319.381,1022.783,1050.512,1136.137,1165.810,994.960,1327.161,947.219,928.122,1031.927,867.519,1136.870,2794.665,1454.751
321,644.466,1574.741,1531.725,1110.569,3273.341,2060.410,1712.109,1287.177,1669.218,1332.430,1151.347,1298.042,1059.607,1315.593,1323.199,2211.902,1849.260,1914.232,1609.129,1515.862,1348.807,1170.114,1426.880,2019.495,1613.472,1520.220,1663.015,1813.854,1325.703,1023.212,1051.100,1136.129,1170.930,993.723,1330.159,954.432,932.104,1031.584,869.056,1134.973,2778.831,1447.743
322,639.477,1572.399,1526.014,1107.010,3356.004,2064.266,1709.386,1282.735,1668.389,1340.652,1144.787,1295.532,1055.017,1318.895,1327.037,2225.948,1842.751,1915.052,1602.972,1518.672,1341.203,1169.671,1422.411,2013.729,1618.580,1517.748,1659.846,1799.606,1319.792,1021.298,1046.986,1134.274,1167.070,995.295,1316.678,956.911,930.169,1023.947,863.521,1136.290,2753.135,1449.933
323,644.123,1571.386,1529.768,1102.199,3470.488,2061.155,1716.821,1282.888,1667.636,1333.697,1147.648,1294.094,1052.583,1317.278,1332.036,2200.645,1847.640,1918.288,1600.702,1512.073,1344.074,1162.425,1433.675,2006.919,1619.582,1516.703,1668.507,1808.797,1319.234,1024.169,1049.247,1132.711,1158.395,989.784,1313.613,945.578,922.600,1030.565,865.978,1134.771,2725.973,1452.259
324,646.776,1569.821,1531.027,1113.393,3556.345,2070.409,1721.424,1288.927,1667.517,1343.931,1156.198,1300.862,1061.757,1325.123,1332.308,2234.021,1852.153,1926.828,1607.375,1520.555,1349.381,1176.592,1439.744,2014.862,1622.290,1519.022,1666.848,1807.134,1325.563,1030.057,1052.004,1146.695,1174.909,1005.558,1329.308,956.334,932.070,1038.060,876.287,1147.680,2720.196,1452.697
325,642.518,1572.216,1531.576,1109.142,3639.898,2066.834,1713.173,1284.664,1668.287,1339.958,1144.983,1285.869,1055.058,1310.595,1332.394,2218.848,1852.884,1909.566,1599.875,1511.709,1343.851,1166.413,1432.428,2014.704,1620.587,1510.840,1668.529,1802.901,1307.570,1021.768,1053.791,1138.386,1168.224,994.691,1318.440,942.346,929.645,1023.101,869.447,1137.529,2732.414,1455.626
326,645.034,1578.585,1527.573,1111.887,3723.158,2072.385,1713.519,1287.356,1666.532,1345.294,1155.537,1300.412,1061.186,1318.848,1328.868,2217.739,1850.467,1929.745,1602.293,1520.088,1344.185,1166.150,1431.998,2012.506,1617.815,1507.656,1671.974,1801.701,1323.619,1027.924,1052.314,1148.447,1175.811,1000.204,1325.617,949.208,928.027,1023.742,875.637,1147.556,2697.468,1455.229
327,647.139,1579.124,1536.165,1112.713,3789.593,2075.243,1726.004,1291.403,1666.706,1342.645,1155.941,1297.574,1058.841,1320.850,1329.677,2215.754,1857.965,1917.848,1607.046,1512.693,1342.604,1167.037,1436.986,2007.414,1612.698,1521.130,1683.396,1803.885,1319.385,1026.725,1045.691,1146.553,1169.709,990.793,1324.668,952.914,928.405,1030.173,869.258,1140.619,2712.338,1452.869
328,648.633,1581.278,1537.583,1114.197,3858.432,2069.449,1716.951,1284.684,1659.771,1345.444,1151.862,1295.579,1059.543,1318.084,1327.778,2213.335,1855.104,1908.722,1604.184,1516.108,1339.637,1162.977,1432.495,2013.172,1623.212,1515.760,1673.249,1802.881,1312.926,1027.701,1053.138,1139.689,1168.784,998.336,1327.877,949.249,930.260,1032.899,867.328,1135.661,2681.124,1453.787
329,640.084,1577.195,1536.224,1111.730,3899.679,2058.613,1726.870,1283.106,1660.902,1345.376,1152.958,1295.245,1055.589,1316.551,1328.978,2197.647,1849.144,1920.166,1595.268,1510.185,1335.838,1160.950,1422.830,2014.763,1619.058,1518.341,1671.089,1805.316,1311.177,1023.334,1049.083,1138.683,1164.669,987.982,1314.048,949.861,928.455,1024.369,869.219,1130.459,2662.517,1451.177
330,647.465,1584.683,1537.675,1114.941,3967.209,2067.484,1726.472,1284.641,1664.358,1353.785,1156.620,1299.839,1059.786,1322.500,1328.581,2218.613,1846.905,1916.610,1601.896,1516.976,1342.069,1167.004,1428.805,2009.733,1631.793,1520.270,1674.189,1804.916,1306.563,1025.497,1052.498,1142.636,1170.429,992.643,1323.794,947.499,932.873,1033.401,871.051,1135.859,2657.624,1458.644
331,646.889,1591.270,1545.067,1124.852,4021.903,2072.121,1718.688,1291.198,1674.999,1350.102,1158.979,1304.085,1060.338,1317.808,1330.943,2233.948,1855.398,1923.519,1612.373,1513.181,1347.061,1163.678,1432.770,2016.333,1638.573,1523.013,1683.911,1795.757,1317.463,1030.403,1052.662,1142.121,1174.009,996.018,1322.493,954.700,935.562,1031.735,874.171,1138.059,2678.554,1458.519
332,644.569,1580.386,1539.368,1125.726,4061.825,2060.604,1720.400,1281.005,1671.858,1354.333,1151.623,1300.885,1059.298,1315.527,1326.946,2200.983,1850.523,1923.718,1606.615,1511.463,1337.383,1163.072,1419.671,2008.733,1626.947,1520.585,1678.108,1800.184,1304.820,1023.218,1051.898,1137.354,1164.463,998.403,1315.175,941.547,932.063,1023.829,867.896,1137.721,2679.433,1449.084
333,640.989,1583.522,1545.174,1124.401,4095.740,2066.770,1722.812,1286.496,1668.063,1352.667,1156.793,1302.352,1061.761,1317.561,1323.537,2216.696,1858.780,1921.554,1607.550,1515.666,1342.386,1164.938,1430.100,2009.946,1627.771,1517.217,1684.639,1800.902,1310.407,1031.040,1055.485,1144.122,1175.893,997.522,1316.643,950.770,923.914,1025.328,866.053,1137.666,2665.287,1456.999
334,643.448,1584.583,1543.514,1127.518,4108.096,2062.245,1722.597,1287.279,1674.358,1355.627,1148.167,1302.273,1055.703,1318.624,1327.871,2206.493,1849.201,1928.659,1609.565,1510.491,1337.256,1164.371,1428.977,2001.425,1641.474,1517.089,1673.100,1798.983,1313.520,1033.182,1052.702,1144.670,1176.893,1001.911,1314.178,954.246,930.731,1027.319,866.697,1131.071,2743.453,1454.353
335,647.373,1578.796,1537.494,1128.270,4135.437,2062.725,1727.003,1281.166,1664.698,1357.660,1149.185,1298.524,1060.414,1316.988,1325.232,2197.780,1854.033,1934.702,1600.566,1503.081,1337.928,1159.827,1422.155,2010.155,1638.334,1516.701,1675.766,1798.873,1317.767,1028.685,1051.786,1136.669,1174.038,994.263,1313.175,942.672,929.830,1025.919,864.657,1142.072,2735.950,1452.177
336,645.774,1585.304,1539.196,1127.270,4173.358,2059.842,1729.382,1282.293,1666.348,1357.353,1154.285,1300.541,1063.046,1317.728,1326.996,2182.166,1857.215,1932.524,1608.078,1508.326,1341.592,1160.653,1424.417,2013.565,1635.097,1512.964,1676.346,1807.819,1311.511,1034.128,1050.128,1145.272,1178.636,1001.852,1309.335,942.049,931.642,1034.219,869.826,1131.484,2734.359,1456.432
337,640.491,1576.524,1538.990,1131.421,4189.103,2059.112,1724.364,1278.818,1666.617,1355.258,1151.221,1301.531,1056.154,1311.530,1328.163,2164.393,1848.691,1925.481,1600.569,1498.456,1337.846,1169.097,1415.605,2006.650,1634.033,1510.014,1673.971,1793.480,1306.323,1031.307,1046.875,1144.060,1180.440,1001.827,1317.783,946.208,925.657,1032.526,867.652,1131.372,2686.664,1449.955
338,645.660,1578.082,1540.500,1129.414,4229.035,2056.034,1730.826,1288.287,1663.659,1364.015,1154.555,1305.123,1061.192,1323.236,1328.283,2191.097,1864.285,1933.793,1604.891,1504.423,1342.591,1165.816,1421.688,2010.887,1633.472,1518.692,1671.960,1793.568,1314.754,1036.701,1049.803,1145.529,1179.062,998.004,1310.644,940.604,925.384,1037.836,865.083,1139.452,2726.014,1453.373
339,645.043,1582.106,1545.518,1133.825,4277.304,2055.349,1724.846,1284.009,1662.571,1352.812,1148.234,1304.941,1054.948,1322.551,1329.697,2192.576,1856.958,1938.424,1595.652,1499.116,1336.917,1162.286,1419.131,2011.924,1633.629,1514.303,1680.686,1798.973,1308.961,1032.511,1044.172,1146.344,1174.711,997.108,1317.573,939.917,925.641,1038.339,867.033,1134.834,2729.868,1457.694
340,642.316,1571.374,1547.115,1129.062,4303.782,2056.175,1721.029,1283.410,1654.633,1360.732,1152.334,1301.390,1052.405,1317.714,1325.142,2185.723,1858.972,1930.907,1599.106,1502.443,1340.700,1161.986,1417.040,1999.446,1641.020,1508.171,1668.464,1795.425,1313.034,1037.584,1043.368,1144.852,1175.306,1000.343,1313.597,942.258,923.234,1030.008,864.941,1130.307,2707.885,1453.389
341,637.303,1575.210,1536.321,1132.825,4326.980,2046.863,1726.210,1278.876,1646.396,1360.316,1143.241,1294.693,1049.244,1310.169,1331.471,2177.889,1847.840,1930.559,1601.751,1500.726,1338.877,1164.725,1417.296,2002.549,1629.174,1507.783,1667.744,1795.620,1311.358,1035.990,1047.375,1148.529,1168.118,992.465,1305.792,938.100,921.309,1021.911,865.560,1127.906,2705.503,1452.014
342,640.889,1585.163,1545.894,1136.805,4371.066,2043.733,1731.102,1285.202,1657.401,1370.446,1148.904,1305.110,1057.238,1316.841,1331.405,2194.594,1853.254,1937.583,1604.130,1502.042,1341.130,1166.077,1421.091,1999.494,1640.571,1513.700,1668.713,1799.784,1312.216,1044.656,1059.700,1148.418,1180.808,1006.939,1310.757,943.741,923.126,1027.233,864.559,1133.972,2719.903,1465.406
343,633.087,1572.594,1540.964,1133.083,4382.065,2041.586,1726.993,1277.386,1641.249,1356.164,1141.777,1304.353,1050.742,1312.535,1322.528,2186.197,1856.926,1931.131,1604.197,1500.944,1334.863,1158.155,1411.332,2011.480,1639.906,1511.645,1667.761,1790.894,1305.173,1041.638,1047.533,1136.732,1174.472,995.917,1300.475,940.326,918.180,1028.879,862.141,1136.815,2710.351,1457.540
344,646.849,1576.411,1543.508,1133.171,4392.523,2036.682,1722.381,1279.180,1646.411,1362.051,1144.765,1303.883,1054.633,1307.369,1335.613,2177.206,1849.800,1932.108,1597.684,1501.331,1343.103,1162.974,1410.848,2004.703,1637.888,1513.373,1674.053,1791.944,1303.523,1032.349,1053.283,1141.986,1167.051,995.303,1303.475,935.658,922.072,1030.537,862.975,1132.696,2700.976,1457.411
345,642.358,1582.469,1546.581,1138.250,4437.188,2044.296,1732.714,1277.727,1646.755,1367.118,1141.875,1305.528,1053.350,1310.448,1338.623,2192.908,1851.409,1938.121,1605.231,1502.002,1336.565,1158.034,1410.172,2008.186,1628.659,1511.330,1672.513,1795.684,1309.832,1039.197,1049.806,1147.854,1176.801,997.251,1298.598,937.660,916.367,1032.224,857.109,1135.900,2700.485,1459.265
346,647.944,1574.584,1549.497,1133.446,4445.236,2036.850,1733.469,1281.542,1648.086,1373.173,1146.477,1304.764,1057.045,1314.087,1344.884,2190.003,1854.989,1938.021,1605.304,1506.003,1339.042,1169.729,1413.384,2000.836,1631.718,1506.396,1673.909,1799.533,1316.102,1044.767,1050.764,1153.640,1174.521,1001.030,1296.766,938.850,923.191,1027.833,864.493,1132.263,2698.709,1459.054
347,643.585,1582.071,1536.220,1135.127,4448.408,2032.219,1720.394,1280.987,1635.210,1370.928,1145.030,1300.760,1052.120,1302.320,1339.103,2175.448,1850.463,1929.352,1603.678,1505.410,1338.137,1164.375,1408.551,2001.237,1622.455,1500.141,1661.258,1784.547,1320.567,1043.368,1048.843,1148.477,1163.628,1000.036,1301.502,933.841,916.759,1032.366,864.684,1130.154,2687.051,1459.086
348,639.735,1585.358,1530.082,1129.439,4458.034,2027.128,1724.113,1278.742,1650.655,1362.962,1142.598,1298.253,1051.838,1303.091,1343.697,2167.393,1847.402,1922.326,1593.361,1500.735,1334.836,1159.913,1404.229,2002.561,1628.046,1502.402,1661.368,1792.789,1312.351,1042.381,1051.629,1145.821,1166.214,993.805,1286.181,936.141,919.517,1035.780,861.151,1127.908,2668.812,1457.338
349,640.224,1572.282,1532.438,1130.069,4462.672,2026.844,1718.827,1274.200,1639.871,1367.999,1143.839,1298.484,1053.734,1297.416,1336.497,2172.622,1848.585,1923.040,1593.571,1495.832,1337.655,1159.420,1402.908,1996.058,1622.575,1509.770,1662.484,1795.510,1312.827,1040.757,1047.138,1144.675,1169.883,989.385,1295.039,934.414,916.591,1031.133,864.715,1125.793,2674.722,1457.854
350,638.248,1572.438,1542.292,1138.540,4469.347,2018.583,1730.183,1273.370,1636.081,1379.310,1145.005,1306.874,1052.898,1300.076,1345.684,2199.788,1847.805,1935.606,1610.103,1506.083,1336.065,1161.601,1405.612,2005.458,1619.705,1508.028,1671.591,1793.784,1313.580,1043.686,1050.894,1152.703,1165.722,995.059,1298.802,933.571,920.374,1024.617,867.478,1133.266,2675.074,1462.361
351,635.401,1578.773,1539.239,1129.481,4463.513,2022.137,1730.457,1277.417,1632.261,1371.494,1140.552,1300.815,1051.020,1297.874,1337.934,2182.094,1839.457,1926.681,1590.941,1508.448,1333.866,1158.321,1399.771,2002.785,1623.675,1505.975,1664.471,1784.343,1310.292,1038.382,1044.457,1155.539,1164.244,995.449,1292.374,933.576,913.354,1032.332,860.992,1132.713,2662.914,1464.913
352,638.453,1574.573,1535.357,1133.330,4451.741,2018.604,1719.411,1276.606,1625.876,1368.396,1144.086,1304.656,1055.431,1301.290,1341.989,2206.005,1841.034,1934.893,1598.017,1508.106,1339.683,1160.801,1399.811,1991.128,1618.505,1502.783,1673.777,1794.065,1309.641,1041.960,1043.455,1149.513,1165.897,995.729,1296.331,938.089,922.220,1038.316,864.471,1137.555,2675.280,1463.816
353,639.169,1571.299,1533.994,1138.786,4441.602,2018.249,1728.832,1282.323,1631.404,1376.536,1145.411,1307.652,1055.989,1300.956,1341.587,2216.341,1850.233,1930.664,1598.260,1509.196,1338.427,1159.956,1401.884,2002.991,1628.035,1509.129,1673.731,1789.757,1311.452,1046.282,1048.629,1151.075,1168.565,994.991,1291.352,938.851,911.462,1037.663,870.616,1130.300,2653.582,1463.278
354,635.213,1577.763,1539.494,1131.013,4448.959,2019.404,1728.518,1274.591,1634.002,1375.894,1138.725,1302.696,1053.514,1298.544,1335.720,2207.684,1847.614,1936.837,1595.849,1499.519,1338.000,1160.171,1398.084,1998.022,1614.426,1512.935,1672.993,1793.589,1312.771,1037.940,1048.676,1146.719,1161.989,993.148,1280.946,935.712,913.563,1036.776,861.686,1128.251,2724.319,1457.732
355,645.677,1575.736,1536.026,1131.803,4422.389,2013.903,1726.317,1279.422,1624.939,1373.667,1146.243,1304.231,1055.225,1298.022,1345.499,2215.404,1838.957,1941.367,1598.914,1500.696,1337.798,1173.894,1394.259,2006.874,1622.502,1518.874,1668.399,1784.074,1318.918,1041.534,1049.852,1146.382,1161.732,993.163,1274.428,937.536,921.541,1035.319,866.006,1138.435,2705.267,1463.296
356,645.906,1577.419,1531.182,1137.755,4407.158,2014.138,1731.802,1282.391,1628.558,1372.375,1145.786,1301.394,1055.173,1291.190,1340.702,2202.727,1845.988,1936.754,1597.930,1505.823,1334.824,1162.449,1393.733,1995.348,1618.743,1517.215,1660.215,1790.748,1307.641,1042.093,1048.486,1152.023,1164.175,992.226,1280.108,941.823,914.818,1039.429,866.277,1127.275,2710.404,1458.899
357,648.809,1577.683,1543.849,1136.812,4397.095,2013.310,1730.445,1283.555,1627.888,1381.843,1149.322,1302.196,1056.522,1302.221,1347.477,2214.593,1847.135,1956.199,1602.194,1511.155,1341.173,1172.862,1401.004,2000.950,1621.909,1507.240,1669.377,1788.899,1310.649,1044.694,1049.405,1151.166,1163.130,992.293,1281.497,938.643,915.004,1026.654,868.431,1135.647,2709.290,1456.733
358,639.892,1567.824,1545.378,1133.368,4372.613,2005.451,1731.838,1275.418,1615.211,1371.067,1136.677,1301.776,1056.093,1289.345,1343.760,2204.264,1840.807,1953.029,1597.061,1500.470,1335.964,1170.105,1395.264,1994.360,1617.816,1510.510,1660.779,1769.924,1304.057,1040.286,1048.414,1145.074,1160.489,990.074,1279.321,944.651,916.982,1018.868,865.109,1131.816,2676.746,1457.384
359,642.325,1576.743,1548.786,1133.639,4354.396,2006.611,1731.655,1274.827,1619.166,1372.255,1144.829,1299.324,1056.619,1293.786,1344.372,2206.616,1840.506,1945.552,1594.845,1500.871,1332.994,1167.805,1391.316,1987.546,1615.611,1507.792,1664.870,1779.172,1304.071,1042.597,1049.299,1150.313,1161.125,992.653,1276.030,937.787,911.006,1029.521,861.042,1124.740,2676.677,1457.015
360,647.602,1577.961,1544.843,1141.805,4345.904,2010.614,1741.110,1282.431,1632.122,1369.385,1142.564,1306.984,1059.243,1297.857,1352.457,2204.147,1848.385,1955.362,1599.151,1507.087,1340.484,1177.757,1395.290,1997.115,1624.643,1521.166,1677.134,1793.280,1310.278,1041.799,1053.543,1147.121,1165.205,997.766,1277.452,937.881,918.322,1036.859,870.975,1134.715,2683.977,1458.654
