 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39,Mean40,Mean41,Mean42,Mean43,Mean44,Mean45,Mean46,Mean47,Mean48,Mean49,Mean50,Mean51,Mean52,Mean53,Mean54,Mean55,Mean56,Mean57,Mean58,Mean59,Mean60,Mean61,Mean62,Mean63,Mean64
3401,950.648,3392.319,3735.012,4039.295,2425.731,3644.337,9052.964,3017.021,3864.363,4183.574,3901.208,10039.111,4664.376,4877.447,2982.488,3587.884,2988.510,2852.318,2512.923,3584.053,3654.003,9461.966,7217.959,3013.714,5504.965,8792.461,6504.290,6903.488,6018.487,2820.835,2608.871,2447.118,3473.909,3849.479,3678.326,5468.464,6529.064,3737.872,3059.432,4622.404,3843.973,2995.761,3354.414,2934.451,3537.020,4343.083,3312.614,3423.502,4157.213,3336.159,2876.207,5308.280,4785.952,6345.284,2534.250,2710.550,3263.229,3994.082,2948.447,3294.174,3052.890,2652.061,6013.165,5338.057
3402,895.889,3407.897,3716.410,4044.467,2409.857,3647.353,8988.779,3036.436,3872.989,4160.582,3888.439,9938.436,4646.742,4851.896,2972.927,3566.161,2991.367,2832.997,2488.214,3610.020,3636.412,9404.465,7211.347,2999.093,5471.854,8777.307,6488.647,6918.777,6005.841,2821.504,2600.753,2446.705,3460.285,3813.300,3653.329,5434.716,6586.875,3719.016,3058.163,4624.681,3804.770,2986.998,3361.872,2919.744,3549.912,4354.662,3325.891,3393.165,4127.658,3330.490,2866.053,5303.097,4761.958,6325.351,2520.541,2700.887,3290.183,3966.944,2943.854,3272.794,3049.152,2614.590,5969.348,5311.354
3403,927.852,3399.160,3735.880,4049.573,2403.666,3658.289,8872.492,3027.234,3868.833,4130.343,3903.695,9831.521,4623.983,4899.267,3018.501,3540.478,2974.561,2841.947,2510.617,3582.274,3638.482,9441.286,7267.784,2999.906,5495.262,8714.537,6496.345,6920.395,6025.696,2817.309,2579.015,2435.415,3439.365,3813.501,3662.767,5446.341,6642.130,3733.205,3053.950,4622.117,3809.351,2996.008,3335.738,2940.473,3536.133,4377.904,3318.201,3406.042,4146.595,3312.623,2854.344,5278.878,4765.895,6309.383,2522.822,2710.703,3245.958,3946.017,2935.569,3274.704,3043.324,2629.799,6002.317,5336.604
3404,949.370,3385.929,3720.736,4034.456,2406.612,3664.171,8829.004,3058.939,3896.015,4127.049,3954.892,9734.902,4616.158,4873.329,3008.955,3529.964,2981.212,2849.573,2510.053,3588.378,3632.570,9447.367,7273.663,3021.373,5507.478,8791.749,6550.849,6933.027,6040.876,2816.604,2599.269,2437.624,3444.693,3835.908,3652.755,5452.282,6808.640,3722.517,3061.699,4606.402,3827.926,3006.300,3334.862,2937.338,3552.085,4374.752,3318.021,3402.142,4137.536,3316.868,2863.419,5298.278,4759.113,6333.041,2523.208,2719.332,3256.072,3967.772,2931.358,3240.434,3062.351,2615.752,6013.129,5296.690
3405,942.630,3365.905,3706.165,4036.701,2406.924,3679.545,8831.999,3009.415,3906.409,4133.859,3941.993,9660.501,4634.717,4903.858,2993.038,3527.268,2978.432,2829.316,2520.552,3569.299,3675.230,9447.735,7301.445,3016.372,5479.326,8811.763,6586.914,6950.222,6031.710,2824.075,2591.947,2439.092,3450.119,3831.788,3650.963,5432.489,6811.734,3756.822,3044.809,4596.614,3810.017,2996.978,3349.350,2933.210,3539.380,4379.479,3305.122,3415.177,4149.237,3325.463,2862.606,5286.487,4759.150,6328.151,2533.735,2700.860,3252.970,3947.906,2929.874,3267.561,3052.542,2626.874,6014.960,5327.506
3406,953.667,3370.145,3703.376,4034.080,2390.741,3623.535,8787.797,3010.503,3881.371,4100.560,3899.846,9571.581,4620.652,4918.566,2965.288,3515.974,2958.793,2799.340,2500.720,3555.183,3646.525,9438.287,7321.224,2986.490,5429.006,8787.408,6591.899,6954.030,6005.774,2796.798,2582.306,2426.009,3421.712,3816.653,3655.307,5419.336,6806.265,3707.131,3036.624,4592.259,3803.012,2956.302,3312.422,2924.818,3530.229,4366.374,3287.243,3396.589,4112.360,3310.047,2849.884,5270.222,4728.144,6335.721,2507.376,2717.939,3237.671,3949.103,2950.626,3257.577,3027.519,2590.134,6041.125,5306.447
3407,916.130,3372.711,3673.283,4045.139,2397.532,3617.840,8695.708,2960.075,3821.725,4094.991,3889.495,9455.122,4569.492,4890.206,2940.800,3450.096,2924.794,2767.748,2479.367,3531.077,3625.591,9335.678,7390.689,2958.655,5409.020,8755.067,6580.901,6954.781,5975.849,2772.134,2555.882,2416.896,3399.029,3806.190,3656.197,5415.870,6852.265,3713.505,3037.430,4583.242,3813.594,2934.226,3297.966,2877.982,3503.143,4323.974,3245.071,3371.077,4085.773,3300.419,2853.578,5228.163,4691.962,6267.512,2501.561,2682.354,3238.028,3995.652,2936.509,3235.079,2997.601,2579.529,5996.627,5296.235
3408,929.352,3379.466,3686.796,4045.807,2405.292,3665.645,8657.135,3030.073,3907.037,4094.084,3943.199,9370.479,4603.464,4921.530,3000.460,3512.553,2957.900,2835.834,2493.714,3560.457,3650.167,9393.561,7347.595,3021.406,5444.913,8796.266,6624.840,7002.396,6024.606,2810.633,2587.997,2422.541,3444.515,3835.817,3650.601,5432.690,6921.346,3753.288,3074.178,4601.172,3856.344,2976.036,3334.695,2920.700,3564.180,4380.383,3290.277,3385.695,4125.291,3323.979,2878.523,5277.090,4733.677,6327.923,2478.270,2712.313,3295.938,4008.631,2922.411,3291.975,3034.600,2620.432,6048.086,5351.804
3409,927.000,3392.895,3679.987,4060.555,2408.032,3693.032,8523.967,3036.497,3895.656,4102.724,3931.062,9289.740,4584.648,4889.340,3022.296,3472.319,2946.052,2835.282,2503.710,3525.522,3653.489,9432.124,7437.478,3011.233,5443.931,8810.051,6675.401,7029.601,6033.504,2829.281,2588.215,2432.356,3429.401,3826.784,3648.265,5418.455,7120.289,3747.369,3068.410,4582.793,3819.112,2982.938,3328.615,2904.809,3548.171,4398.453,3293.152,3407.941,4131.165,3298.562,2893.638,5288.707,4689.194,6326.095,2524.594,2730.051,3286.018,4030.472,2935.801,3246.862,3046.336,2633.718,6090.836,5313.613
3410,934.296,3388.599,3681.616,4051.643,2396.911,3654.436,8525.229,3021.634,3896.880,4073.271,3932.184,9192.161,4592.988,4951.328,3001.825,3493.841,2955.665,2815.789,2492.451,3546.718,3646.958,9410.086,7350.843,3021.818,5412.649,8845.346,6652.090,7036.672,5988.954,2825.506,2589.196,2439.358,3427.397,3820.167,3666.479,5391.570,7073.432,3755.159,3042.997,4604.609,3824.341,2939.139,3297.422,2903.792,3553.843,4389.689,3292.629,3407.108,4129.878,3293.529,2864.598,5251.620,4705.292,6296.684,2534.757,2713.871,3263.887,4073.760,2939.602,3267.258,3012.768,2614.446,6129.555,5316.255
3411,911.000,3401.580,3680.159,4064.108,2398.784,3673.278,8486.644,3035.996,3891.687,4058.848,3932.015,9191.849,4621.969,4985.940,3006.216,3472.909,2957.636,2826.344,2494.333,3565.658,3647.748,9365.328,7378.552,3032.192,5414.687,8893.749,6692.205,7050.335,6000.073,2818.313,2587.820,2452.174,3433.375,3828.444,3690.551,5402.714,7064.783,3799.925,3044.518,4602.965,3785.471,2976.621,3363.195,2890.393,3527.543,4396.571,3292.590,3410.368,4113.190,3319.153,2865.476,5277.691,4748.791,6285.067,2513.172,2714.739,3286.195,4086.910,2949.167,3241.197,3047.791,2612.864,6120.549,5337.311
3412,941.574,3408.806,3698.177,4056.429,2395.855,3685.690,8420.199,3032.706,3889.812,4054.640,3932.648,9103.438,4601.674,4981.227,3021.352,3495.892,2960.955,2840.864,2500.749,3552.531,3620.635,9414.248,7376.068,3036.462,5397.973,8838.827,6710.377,7058.939,5976.440,2803.178,2598.572,2446.972,3420.700,3818.496,3692.582,5415.156,7093.477,3788.712,3064.302,4622.870,3792.184,2972.267,3353.846,2920.741,3561.171,4403.313,3287.811,3388.424,4130.224,3296.203,2868.213,5281.755,4755.422,6326.275,2534.165,2704.607,3242.865,4077.146,2941.833,3269.283,3041.992,2595.101,6153.523,5333.315
3413,914.241,3382.806,3664.336,4049.602,2397.931,3694.809,8277.268,3026.774,3902.112,4054.905,3942.766,8966.245,4577.502,4974.679,3033.067,3443.019,2956.614,2794.494,2497.850,3539.181,3656.841,9400.062,7376.397,3022.343,5416.902,8867.924,6740.094,7110.288,5997.711,2823.534,2583.626,2454.063,3429.422,3792.563,3689.096,5399.250,7284.527,3796.759,3065.697,4594.664,3822.277,2957.865,3302.106,2915.472,3554.584,4405.201,3294.263,3416.419,4114.554,3320.392,2854.398,5276.367,4738.708,6302.783,2515.698,2701.636,3247.257,4044.906,2932.130,3277.346,3026.878,2608.408,6165.058,5370.582
3414,915.722,3407.718,3673.380,4051.740,2393.236,3673.399,8291.121,3034.306,3881.242,4072.340,3969.635,8898.249,4578.040,4983.004,3018.499,3453.155,2950.123,2836.387,2496.770,3540.445,3621.950,9380.623,7411.508,3026.898,5455.570,8844.991,6773.547,7106.241,6000.007,2845.479,2587.991,2465.533,3437.403,3788.562,3698.894,5382.742,7293.296,3806.323,3060.797,4597.354,3810.091,2965.729,3347.745,2933.801,3561.431,4412.812,3286.176,3396.558,4122.320,3333.403,2849.532,5252.321,4724.748,6310.952,2545.711,2708.147,3236.264,4028.785,2943.335,3261.122,3025.547,2601.728,6217.408,5364.685
3415,913.889,3400.418,3630.067,4027.798,2386.305,3698.829,8170.295,3012.631,3880.370,4033.957,3958.593,8816.693,4588.619,4962.743,3023.087,3425.956,2947.417,2824.120,2486.428,3516.807,3621.535,9410.098,7415.634,3017.516,5377.644,8844.647,6822.390,7159.610,6008.102,2826.802,2575.839,2459.841,3418.636,3798.412,3696.880,5395.395,7442.800,3837.542,3102.833,4600.086,3807.605,2970.911,3310.458,2924.116,3571.618,4434.324,3277.806,3394.769,4111.595,3297.445,2867.182,5278.130,4702.368,6295.931,2526.907,2707.536,3268.234,4087.785,2943.902,3206.823,3023.417,2612.856,6291.408,5381.855
3416,954.667,3427.367,3682.632,4024.351,2387.257,3682.869,8184.826,3033.568,3920.200,4037.792,3923.485,8749.263,4608.132,5076.444,3009.607,3455.903,2941.676,2827.204,2474.092,3511.364,3659.928,9383.435,7449.740,3032.585,5391.809,8872.037,6802.799,7169.628,5980.104,2819.781,2579.342,2477.239,3451.953,3848.912,3723.515,5404.770,7316.306,3803.931,3075.697,4634.989,3823.679,2941.705,3342.297,2902.614,3580.316,4396.979,3286.062,3388.629,4106.633,3312.296,2881.574,5285.208,4770.515,6319.874,2546.272,2701.569,3236.394,4136.854,2949.665,3245.084,3007.278,2601.789,6361.551,5436.268
3417,924.889,3407.323,3654.263,4006.642,2381.158,3712.424,8056.921,3026.222,3894.121,4038.401,3922.400,8660.514,4592.024,5033.853,3043.177,3409.000,2938.484,2803.339,2475.528,3530.766,3626.601,9383.026,7436.234,3036.627,5365.653,8818.488,6806.462,7175.250,5996.124,2816.099,2582.095,2491.204,3414.810,3785.073,3697.978,5412.054,7467.572,3770.805,3113.682,4621.036,3804.973,2969.503,3332.759,2906.870,3578.575,4418.828,3267.876,3390.875,4106.794,3308.491,2879.687,5251.476,4747.569,6276.799,2545.572,2697.825,3265.072,4110.515,2929.005,3259.421,3006.488,2574.676,6474.741,5398.337
3418,937.722,3410.494,3652.381,4006.753,2375.056,3702.971,7968.865,3028.017,3906.005,4053.634,3929.773,8581.410,4590.480,5043.087,3025.763,3415.418,2930.834,2802.415,2463.240,3495.394,3644.967,9335.585,7409.149,3012.761,5375.991,8795.823,6806.163,7192.755,5986.018,2819.751,2573.687,2474.878,3413.051,3826.687,3733.564,5360.990,7465.243,3791.386,3089.771,4611.379,3799.177,2960.041,3332.211,2898.348,3587.120,4405.419,3282.156,3404.203,4118.600,3300.124,2883.665,5239.235,4727.946,6260.275,2569.109,2684.493,3253.460,4100.979,2923.776,3264.525,2996.082,2581.361,6550.548,5376.121
3419,921.870,3403.625,3672.735,4003.426,2367.796,3696.421,7883.892,3027.712,3870.193,4052.736,3930.815,8497.752,4554.388,4979.491,3042.033,3380.381,2928.976,2819.774,2473.879,3506.291,3633.217,9360.083,7444.226,3015.004,5348.617,8759.988,6885.821,7190.977,6010.562,2819.811,2568.697,2470.806,3427.775,3784.395,3690.047,5381.709,7713.707,3746.795,3099.441,4578.076,3791.698,2951.468,3308.389,2915.828,3582.098,4451.417,3259.647,3380.485,4091.258,3282.992,2867.710,5208.212,4698.050,6265.097,2567.252,2702.898,3261.698,4068.339,2903.812,3232.052,2963.506,2611.456,6524.502,5355.592
3420,921.648,3394.983,3657.919,4012.742,2377.149,3701.591,7837.389,3026.601,3883.905,4011.963,3906.500,8400.331,4513.300,5022.619,3016.692,3376.957,2922.714,2797.560,2479.216,3503.185,3643.405,9344.111,7387.134,3013.097,5360.699,8784.461,6898.113,7206.844,5957.228,2796.299,2576.185,2489.398,3420.582,3824.277,3727.276,5406.088,7580.675,3758.431,3101.288,4578.866,3763.191,2957.355,3317.458,2891.144,3584.389,4413.806,3258.511,3394.058,4112.225,3283.730,2875.087,5225.593,4709.579,6270.208,2554.133,2679.625,3250.576,4096.657,2897.937,3237.799,2976.473,2583.489,6643.987,5391.423
3421,906.093,3423.914,3689.009,4034.361,2370.696,3701.959,7779.057,3039.355,3857.062,4052.670,3899.811,8384.304,4543.659,5085.173,3038.841,3396.751,2945.475,2793.906,2479.680,3519.169,3655.681,9381.878,7431.101,3019.030,5337.159,8763.990,6900.778,7245.466,5985.261,2807.803,2577.532,2502.636,3398.986,3828.637,3733.596,5368.270,7604.067,3740.044,3080.915,4610.267,3789.267,2919.595,3354.797,2873.735,3582.595,4435.999,3257.527,3415.392,4122.149,3293.615,2878.740,5268.077,4757.944,6318.529,2538.361,2691.510,3237.362,4083.125,2934.618,3238.240,2986.206,2572.483,6718.437,5434.902
3422,916.167,3407.659,3692.085,4016.758,2372.512,3706.995,7695.896,3044.118,3898.670,4047.300,3918.412,8252.680,4565.712,5073.745,3050.295,3385.615,2926.231,2796.860,2476.312,3489.770,3669.503,9376.054,7450.873,3017.418,5346.252,8765.634,6941.396,7260.165,5994.113,2809.429,2556.134,2517.203,3427.366,3816.708,3737.766,5378.266,7745.132,3774.198,3120.939,4580.355,3776.823,2962.025,3356.669,2878.622,3618.887,4438.021,3269.382,3425.958,4082.486,3287.401,2905.609,5273.791,4721.566,6338.062,2542.915,2701.594,3246.775,4112.382,2922.029,3250.140,2996.280,2600.943,6735.950,5380.117
3423,949.611,3413.274,3689.213,4011.557,2375.850,3687.843,7687.816,3059.909,3882.388,4032.826,3919.728,8172.519,4565.837,5085.803,3018.272,3377.086,2909.843,2786.865,2464.346,3514.510,3678.929,9390.121,7443.567,3015.119,5327.351,8743.000,6941.293,7261.408,5984.667,2819.449,2563.073,2524.570,3419.464,3840.847,3744.740,5343.374,7805.283,3762.141,3093.952,4579.083,3793.715,2948.456,3334.192,2874.156,3597.731,4453.879,3266.286,3417.697,4093.217,3291.131,2900.399,5290.649,4738.029,6299.559,2545.224,2689.616,3256.158,4128.601,2930.201,3239.885,2970.771,2585.491,6754.540,5382.023
3424,920.074,3432.106,3672.761,4026.506,2383.263,3688.864,7564.738,3069.919,3891.605,4040.181,3938.189,8095.428,4521.581,5074.774,3079.946,3363.769,2923.484,2795.427,2474.659,3485.563,3672.932,9361.669,7426.604,3018.303,5340.914,8710.924,6947.865,7286.465,6006.543,2816.051,2576.449,2528.725,3412.629,3836.508,3755.876,5376.258,7964.450,3721.084,3095.132,4571.917,3780.703,2948.420,3327.641,2902.735,3635.357,4487.902,3250.222,3439.815,4096.409,3300.314,2919.884,5240.753,4729.614,6325.560,2551.428,2692.081,3270.510,4143.648,2932.009,3235.079,2997.476,2602.775,6843.007,5377.680
3425,899.389,3423.838,3675.703,4021.538,2371.477,3694.215,7551.513,3080.475,3883.515,4066.309,3933.856,8043.479,4523.475,5101.968,3068.267,3383.365,2922.087,2790.751,2466.703,3494.728,3710.055,9402.887,7419.041,3019.274,5364.665,8737.677,7021.865,7335.479,6011.409,2825.438,2602.595,2526.095,3428.838,3865.821,3771.966,5392.839,7972.295,3716.225,3102.691,4596.918,3810.954,2938.042,3360.311,2890.729,3630.896,4531.674,3260.089,3453.441,4115.394,3295.913,2900.126,5261.508,4768.961,6337.436,2542.589,2697.208,3269.501,4198.961,2922.141,3253.405,3002.888,2578.026,6846.365,5383.585
3426,925.407,3430.296,3671.568,4042.877,2369.794,3693.917,7452.229,3063.556,3880.500,4055.312,3928.696,7946.438,4523.988,5153.967,3041.857,3364.626,2908.309,2791.326,2469.218,3495.774,3698.529,9371.275,7377.649,3009.069,5339.131,8771.242,7039.217,7329.675,6010.917,2823.016,2557.713,2515.201,3422.571,3874.989,3759.292,5389.034,7910.215,3737.962,3096.086,4581.231,3791.078,2936.383,3350.272,2862.268,3636.094,4517.043,3254.138,3446.523,4088.969,3297.905,2924.183,5242.686,4761.167,6327.459,2526.230,2693.829,3266.492,4176.313,2918.009,3234.514,2988.315,2555.598,6940.774,5402.092
3427,930.741,3428.003,3691.321,4046.692,2359.361,3691.815,7430.437,3078.315,3906.269,4066.432,3936.375,7886.099,4548.082,5153.721,3047.784,3374.589,2924.313,2795.679,2466.399,3497.768,3720.511,9377.438,7346.220,3024.177,5351.902,8807.534,7102.707,7334.177,6008.891,2819.153,2579.500,2547.950,3417.919,3901.295,3803.865,5396.482,7933.189,3710.749,3099.319,4593.977,3814.895,2934.465,3364.730,2889.918,3641.432,4546.174,3241.613,3465.425,4104.054,3307.926,2920.158,5277.077,4811.316,6340.358,2541.600,2686.259,3276.012,4144.013,2899.371,3254.649,3011.956,2575.201,6962.436,5409.549
3428,946.148,3433.412,3685.338,4031.242,2371.659,3701.656,7358.209,3074.265,3879.697,4066.018,3948.881,7778.691,4558.874,5136.085,3036.740,3355.779,2919.531,2811.539,2459.092,3460.441,3735.563,9381.819,7389.090,3023.976,5351.159,8804.771,7141.168,7388.405,5996.035,2794.263,2578.332,2541.148,3414.244,3862.098,3794.486,5408.105,8059.788,3733.523,3085.107,4598.876,3801.480,2966.474,3339.862,2877.881,3658.139,4568.945,3242.077,3448.063,4102.232,3297.697,2938.879,5281.597,4795.358,6338.546,2552.335,2691.610,3267.538,4196.210,2895.412,3222.690,2998.086,2581.708,6988.351,5426.120
3429,942.685,3434.090,3668.470,4040.181,2371.686,3711.058,7269.605,3089.392,3888.372,4076.179,3961.323,7647.827,4528.931,5109.856,3053.431,3334.348,2920.326,2792.375,2474.010,3491.797,3694.740,9402.663,7424.002,3010.275,5324.633,8823.668,7167.841,7397.837,6032.042,2812.514,2579.651,2541.919,3393.250,3881.463,3811.384,5394.626,8158.553,3737.955,3113.093,4597.192,3832.581,2949.421,3328.780,2900.994,3692.858,4601.924,3245.851,3459.321,4087.919,3326.158,2933.914,5261.733,4797.008,6339.072,2541.230,2696.499,3257.411,4183.112,2922.037,3206.778,2993.062,2588.986,7075.469,5396.250
3430,1002.333,3452.944,3693.163,4029.229,2354.771,3704.343,7181.655,3087.811,3879.801,4064.139,3956.534,7621.072,4568.875,5135.081,3045.992,3330.880,2906.938,2784.463,2457.400,3497.537,3700.618,9398.902,7384.479,3003.527,5357.701,8814.537,7211.450,7389.168,6037.935,2819.624,2576.791,2555.292,3415.096,3827.235,3805.863,5385.920,8243.149,3740.842,3098.901,4583.249,3840.076,2946.423,3339.082,2890.375,3678.284,4628.868,3222.616,3438.847,4071.260,3311.023,2915.664,5250.431,4804.220,6348.496,2559.237,2697.884,3247.267,4155.017,2911.049,3212.238,2990.374,2579.473,7078.569,5391.904
3431,934.296,3427.705,3643.235,4018.821,2326.646,3675.504,7158.076,3071.889,3866.129,4037.885,3905.075,7528.270,4544.158,5182.018,3026.495,3339.166,2909.962,2798.880,2448.002,3473.356,3710.706,9344.350,7350.081,3008.485,5286.756,8796.998,7138.162,7403.646,5984.188,2821.846,2561.981,2538.046,3406.597,3875.555,3807.526,5363.399,7985.832,3736.603,3080.237,4582.461,3826.105,2948.240,3362.827,2848.862,3646.910,4588.463,3219.576,3428.542,4093.724,3300.899,2922.169,5296.646,4775.542,6312.034,2548.711,2697.365,3273.972,4171.300,2899.272,3224.839,2995.778,2565.288,7037.375,5377.525
3432,932.259,3470.905,3689.602,3998.760,2342.354,3672.391,7084.506,3083.576,3879.562,4068.935,3914.084,7477.582,4573.742,5141.636,3056.451,3307.438,2929.527,2787.886,2460.755,3457.811,3695.682,9396.007,7360.385,3010.066,5261.871,8856.768,7212.243,7396.902,6011.598,2826.252,2553.694,2563.783,3407.924,3878.841,3828.080,5360.937,8130.637,3733.544,3127.314,4591.082,3869.289,2956.046,3337.968,2882.587,3694.616,4655.422,3218.441,3431.025,4094.898,3316.489,2920.715,5280.796,4819.128,6357.029,2565.404,2708.374,3261.538,4168.704,2892.165,3221.457,2978.420,2581.450,7096.528,5388.335
3433,941.741,3458.279,3662.938,3990.169,2335.334,3703.218,7003.152,3087.435,3854.765,4068.094,3935.460,7366.844,4540.315,5142.907,3030.562,3322.561,2927.777,2780.004,2457.098,3469.281,3724.737,9390.346,7336.459,2991.855,5261.827,8899.631,7214.249,7397.780,6008.439,2802.999,2564.711,2566.066,3390.102,3859.753,3834.642,5384.914,8155.700,3764.725,3101.561,4566.832,3858.657,2951.270,3323.782,2850.374,3677.875,4656.078,3219.961,3444.873,4107.062,3330.844,2901.888,5262.614,4829.034,6345.324,2560.348,2675.667,3241.720,4191.030,2906.685,3194.511,2989.532,2558.781,7081.053,5350.471
3434,914.056,3454.565,3640.390,4014.099,2343.291,3708.705,6920.657,3089.900,3877.393,4078.673,3905.878,7283.996,4540.759,5116.440,3054.353,3281.844,2910.375,2777.218,2465.401,3470.047,3693.920,9364.535,7321.868,3007.531,5284.973,8874.929,7227.980,7409.837,6009.929,2809.885,2577.841,2547.450,3430.233,3878.635,3827.788,5371.646,8281.498,3714.828,3123.754,4554.948,3898.660,2932.190,3318.271,2834.233,3692.344,4668.346,3195.471,3442.917,4085.821,3327.261,2920.352,5261.277,4806.493,6343.579,2535.319,2695.748,3254.051,4205.597,2898.931,3214.120,3007.236,2567.828,7145.534,5361.057
3435,936.130,3435.931,3661.607,4040.498,2331.534,3695.354,6878.934,3114.924,3868.424,4073.069,3948.613,7281.900,4538.190,5118.277,3054.978,3277.128,2942.173,2800.836,2481.477,3482.071,3723.068,9372.789,7371.107,2994.219,5324.195,8929.973,7270.674,7424.872,6035.743,2823.484,2556.795,2553.999,3393.765,3856.959,3822.990,5401.045,8333.099,3701.988,3146.223,4558.409,3913.307,2940.515,3350.160,2877.936,3695.769,4724.330,3228.905,3454.001,4089.985,3323.673,2929.856,5277.868,4822.160,6355.724,2583.582,2708.603,3240.005,4223.583,2918.210,3260.961,3012.161,2581.584,7208.018,5378.504
3436,969.389,3466.965,3688.826,4010.114,2310.619,3690.064,6837.355,3098.573,3860.135,4060.841,3910.030,7211.042,4583.180,5174.888,3008.583,3301.359,2921.097,2789.885,2440.221,3468.382,3718.733,9382.580,7360.025,3005.460,5306.194,8856.017,7238.502,7447.750,6008.045,2808.385,2578.652,2557.086,3409.462,3877.304,3825.769,5369.249,8142.497,3745.225,3126.935,4563.918,3895.331,2955.093,3351.156,2872.817,3716.675,4690.036,3199.010,3429.292,4066.091,3308.687,2912.538,5292.639,4830.647,6370.960,2527.750,2667.807,3258.053,4218.228,2905.008,3223.855,2972.425,2563.089,7194.506,5377.599
3437,954.167,3453.121,3683.729,4043.969,2307.909,3723.721,6802.053,3115.703,3879.669,4058.612,3916.475,7103.942,4603.387,5164.563,3020.824,3289.166,2925.186,2807.760,2457.567,3480.669,3734.643,9372.866,7327.561,2992.044,5270.973,8900.854,7299.880,7469.446,6023.618,2820.994,2565.726,2550.387,3398.394,3921.803,3813.102,5382.760,8276.936,3724.688,3106.510,4551.765,3954.189,2923.131,3363.885,2855.632,3700.724,4712.128,3212.153,3450.566,4078.156,3333.349,2931.992,5301.621,4864.755,6361.833,2530.217,2684.498,3243.434,4238.189,2930.073,3245.161,2994.559,2556.067,7225.449,5374.582
3438,948.648,3462.652,3661.781,4037.274,2306.348,3699.675,6737.309,3107.966,3875.337,4060.063,3944.596,7063.335,4580.294,5181.789,3051.351,3280.709,2939.823,2800.826,2464.267,3473.614,3770.809,9379.749,7367.990,3003.364,5272.749,8898.683,7344.273,7498.883,6046.902,2835.443,2559.392,2542.949,3411.568,3909.764,3828.580,5463.432,8297.939,3733.261,3146.289,4538.685,3966.453,2949.465,3359.166,2863.619,3721.186,4741.797,3204.240,3472.389,4076.286,3313.758,2927.806,5293.232,4877.327,6362.114,2526.181,2697.478,3250.865,4239.618,2929.087,3216.172,2981.120,2569.556,7298.368,5397.910
3439,941.722,3438.541,3652.503,4025.148,2305.225,3705.486,6632.094,3110.532,3846.758,4041.909,3954.556,6992.662,4597.398,5101.950,3061.634,3250.652,2940.463,2779.858,2477.215,3470.268,3724.183,9377.994,7360.398,3003.743,5296.788,8863.449,7395.851,7500.155,6051.679,2842.438,2562.138,2560.563,3393.319,3901.027,3812.718,5398.294,8458.226,3744.270,3155.176,4493.199,3956.145,2978.943,3342.741,2898.645,3754.020,4772.649,3200.847,3439.400,4097.674,3308.557,2930.789,5302.339,4830.361,6359.163,2535.128,2699.723,3253.063,4241.133,2932.924,3212.860,3010.334,2595.976,7296.097,5379.771
3440,959.278,3463.697,3666.067,4019.308,2292.154,3700.825,6599.241,3106.764,3850.268,4057.823,3943.748,6925.910,4617.709,5145.795,3025.463,3275.288,2935.832,2803.779,2442.668,3485.100,3707.668,9381.922,7304.764,3013.639,5243.830,8824.302,7401.764,7502.058,6061.688,2827.437,2557.184,2575.783,3397.018,3892.473,3786.978,5363.941,8439.203,3713.525,3165.215,4462.128,3965.172,2936.557,3357.081,2884.275,3737.220,4755.859,3188.106,3430.535,4101.214,3333.826,2936.526,5264.404,4859.958,6368.690,2557.422,2683.002,3247.260,4217.069,2916.492,3215.041,2991.188,2555.659,7347.094,5369.471
3441,940.611,3464.179,3664.059,4025.055,2286.492,3708.643,6557.428,3120.548,3854.328,4036.657,3931.210,6867.988,4610.109,5173.734,3034.165,3248.603,2936.399,2794.970,2461.110,3469.772,3697.264,9362.342,7370.231,3018.641,5254.970,8834.395,7395.481,7475.321,6024.126,2840.644,2578.247,2560.974,3394.649,3907.819,3804.543,5394.403,8330.132,3717.500,3144.005,4463.053,3977.715,2931.292,3367.031,2837.891,3719.517,4748.136,3181.765,3451.990,4103.308,3304.445,2931.343,5285.552,4884.986,6356.493,2565.433,2683.452,3252.081,4271.210,2931.095,3242.097,3018.254,2578.359,7379.721,5375.290
3442,933.722,3459.955,3668.423,4042.006,2269.294,3716.130,6512.829,3095.474,3892.072,4015.336,3939.284,6779.877,4622.076,5206.294,3025.521,3247.369,2919.643,2788.979,2467.450,3471.372,3730.017,9367.571,7328.902,3005.928,5293.610,8874.150,7446.312,7501.414,6041.602,2837.803,2568.998,2571.881,3399.375,3888.023,3807.749,5403.935,8325.860,3747.519,3156.238,4474.814,3998.012,2940.971,3364.506,2847.572,3729.078,4772.119,3209.826,3458.545,4087.454,3307.819,2957.407,5302.475,4896.851,6357.796,2536.870,2682.335,3264.047,4243.455,2934.725,3253.950,3016.610,2549.615,7359.997,5400.456
