 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30
702,1111.005,3388.596,3007.243,2761.656,2531.005,1958.592,3709.526,2477.568,2126.336,3706.748,1862.966,2161.304,2106.739,2290.241,1636.708,2216.111,1692.844,2051.076,2702.305,2780.641,2056.593,2487.575,2843.554,2028.000,2238.006,3135.651,2169.353,1828.975,1634.205,2642.040
703,1112.685,3393.590,2997.894,2728.426,2533.927,1955.932,3693.336,2453.466,2147.537,3670.250,1843.310,2151.510,2111.978,2303.867,1625.633,2205.351,1698.936,2029.417,2673.986,2790.208,2072.474,2479.330,2842.958,1999.777,2261.936,3123.124,2166.515,1837.192,1633.679,2641.001
704,1086.486,3400.118,3007.554,2726.287,2529.186,1939.103,3694.387,2466.009,2153.161,3665.114,1850.341,2145.893,2083.916,2281.603,1631.424,2202.348,1721.948,2057.402,2659.120,2786.500,2082.213,2498.522,2835.632,2014.711,2237.167,3114.334,2155.282,1823.473,1640.001,2619.354
705,1123.810,3383.881,3007.229,2736.113,2533.977,1927.073,3694.056,2463.333,2137.316,3649.923,1861.130,2158.594,2094.715,2286.299,1636.229,2202.965,1698.544,2033.260,2687.411,2786.272,2053.958,2505.557,2832.936,2008.891,2239.659,3137.738,2168.890,1830.644,1623.698,2629.680
706,1113.528,3372.491,2998.554,2730.073,2516.027,1939.639,3672.313,2466.557,2129.024,3660.281,1873.333,2145.188,2083.737,2272.699,1643.720,2176.863,1689.831,2014.959,2682.523,2780.945,2067.699,2506.887,2835.779,2016.838,2227.341,3142.650,2160.546,1854.845,1642.496,2640.607
707,1102.065,3388.335,2987.829,2730.548,2517.163,1957.244,3729.559,2499.850,2121.306,3641.864,1859.685,2155.225,2100.205,2291.523,1637.955,2190.556,1714.859,2046.198,2680.920,2766.935,2068.896,2505.274,2823.539,2027.070,2226.820,3127.382,2172.783,1833.219,1637.264,2626.887
708,1109.921,3390.990,3006.643,2743.022,2528.162,1961.237,3725.859,2506.964,2124.583,3652.749,1871.732,2155.524,2095.851,2291.260,1628.100,2197.820,1706.532,2022.912,2695.675,2784.982,2076.975,2513.001,2824.800,2045.817,2212.816,3131.382,2173.526,1833.323,1630.383,2644.123
709,1104.500,3373.703,3008.029,2733.785,2522.813,1950.971,3723.047,2503.175,2109.372,3633.468,1855.039,2129.182,2077.090,2294.039,1637.468,2178.396,1724.699,2013.732,2653.647,2760.329,2063.595,2498.016,2806.556,2026.173,2204.976,3106.346,2162.536,1809.820,1632.420,2621.950
710,1093.620,3379.536,3022.710,2743.422,2528.595,1938.978,3763.066,2529.397,2129.334,3640.630,1863.500,2173.442,2062.864,2285.624,1630.208,2176.334,1708.447,2012.571,2668.333,2775.925,2051.073,2509.043,2810.679,2025.850,2209.167,3134.245,2171.907,1800.397,1633.930,2612.695
711,1113.991,3381.351,2993.480,2727.231,2520.901,1956.790,3774.547,2513.842,2130.368,3681.011,1866.570,2148.536,2061.968,2275.328,1624.582,2185.211,1705.364,2030.895,2695.110,2767.836,2093.969,2483.821,2814.669,2037.675,2171.528,3125.530,2154.832,1825.148,1651.461,2635.541
712,1108.514,3379.270,3003.434,2738.357,2507.647,1935.834,3754.530,2512.182,2094.117,3645.483,1866.703,2163.301,2064.333,2288.864,1637.825,2176.718,1705.475,2002.309,2668.747,2750.759,2085.200,2488.189,2818.139,2027.391,2169.644,3103.165,2171.706,1843.582,1642.122,2658.041
713,1103.616,3387.406,3003.288,2755.014,2509.342,1940.103,3766.118,2511.703,2133.097,3640.993,1874.797,2151.914,2063.089,2270.966,1633.537,2184.260,1728.784,1999.402,2702.697,2779.377,2096.313,2504.360,2835.427,2002.083,2194.359,3151.712,2174.608,1844.704,1647.974,2623.073
714,1089.759,3380.024,2998.502,2754.213,2499.717,1939.066,3758.739,2516.823,2123.704,3635.053,1886.242,2161.674,2068.233,2298.276,1619.951,2181.803,1737.621,2007.636,2687.918,2742.835,2060.766,2483.385,2802.095,2018.828,2195.364,3125.548,2167.932,1831.106,1638.035,2619.050
715,1103.329,3373.715,3007.144,2751.223,2517.123,1918.793,3763.486,2503.869,2110.966,3645.729,1887.924,2160.636,2057.748,2300.774,1624.528,2167.957,1728.511,1988.784,2718.415,2753.188,2052.724,2481.126,2816.556,2030.131,2185.290,3126.343,2168.809,1812.711,1641.158,2613.075
716,1099.491,3389.273,3019.270,2754.704,2499.704,1915.625,3746.730,2504.467,2094.513,3677.171,1871.398,2146.689,2074.738,2294.073,1622.646,2156.992,1698.384,1976.828,2691.555,2770.042,2098.384,2481.735,2810.642,2012.141,2172.828,3125.838,2183.838,1840.113,1644.066,2630.811
717,1097.366,3394.308,3003.275,2757.014,2507.305,1935.153,3754.134,2482.594,2072.227,3666.523,1884.747,2164.972,2062.196,2311.612,1632.880,2152.250,1708.129,1976.239,2702.180,2737.625,2088.985,2486.063,2795.379,2029.918,2163.544,3125.826,2177.354,1838.252,1641.976,2644.981
718,1097.148,3363.754,2985.075,2764.809,2485.230,1905.227,3730.061,2480.205,2099.201,3664.088,1893.167,2152.133,2048.141,2288.992,1633.124,2173.609,1737.002,1973.930,2694.076,2730.075,2112.697,2470.278,2768.341,2011.306,2177.292,3117.626,2160.858,1821.483,1636.627,2624.056
719,1099.171,3371.715,3007.971,2762.754,2471.448,1939.685,3734.423,2496.040,2103.028,3647.032,1890.646,2150.446,2074.396,2272.139,1618.218,2137.244,1734.191,1956.446,2666.209,2719.999,2069.844,2456.700,2793.996,2019.051,2154.784,3108.508,2171.983,1822.580,1633.310,2620.889
720,1123.690,3372.120,3009.557,2739.470,2486.681,1934.334,3717.073,2484.454,2093.242,3681.799,1861.331,2168.968,2046.026,2287.283,1619.006,2145.072,1724.983,1927.102,2692.693,2738.748,2081.881,2458.813,2808.020,2036.451,2166.440,3125.843,2173.971,1821.898,1653.145,2644.905
721,1118.593,3368.880,3002.731,2749.130,2467.620,1918.173,3709.620,2465.437,2092.533,3694.363,1869.896,2137.532,2044.343,2298.229,1640.682,2158.318,1726.297,1959.501,2725.080,2750.495,2105.658,2469.079,2790.534,2029.640,2179.121,3144.760,2184.554,1834.598,1660.860,2639.435
722,1116.301,3380.818,3026.745,2759.449,2491.643,1947.217,3709.104,2490.086,2088.571,3691.185,1863.503,2148.744,2051.443,2299.625,1618.144,2137.970,1739.649,1930.166,2717.315,2746.714,2108.666,2450.722,2809.420,2028.516,2185.557,3139.500,2191.799,1835.005,1655.023,2640.808
723,1123.111,3376.525,3019.462,2780.315,2495.135,1954.573,3760.941,2495.611,2109.853,3676.819,1875.156,2161.724,2053.755,2283.502,1634.523,2169.304,1748.308,1943.111,2715.667,2750.617,2110.257,2453.647,2814.824,2023.177,2172.708,3164.862,2187.861,1825.538,1667.228,2653.686
724,1112.801,3371.744,3026.259,2763.966,2509.957,1946.037,3730.612,2480.938,2095.906,3647.916,1867.078,2148.891,2062.612,2286.824,1629.006,2159.255,1746.473,1938.860,2696.914,2731.727,2074.169,2459.828,2776.491,2021.678,2168.180,3113.076,2181.311,1832.832,1650.339,2644.066
725,1143.745,3377.886,3017.595,2786.378,2506.006,1944.524,3715.772,2468.283,2093.950,3689.394,1883.805,2137.096,2035.418,2304.425,1618.795,2169.597,1763.929,1930.335,2740.906,2743.877,2076.823,2459.674,2798.528,2049.872,2150.406,3124.091,2186.917,1837.497,1662.371,2639.654
726,1127.847,3384.943,3011.047,2787.090,2485.861,1953.864,3706.082,2476.891,2071.594,3695.464,1888.919,2153.864,2058.300,2311.443,1642.617,2169.045,1727.047,1894.058,2708.309,2755.462,2131.280,2477.405,2811.509,2043.314,2158.969,3159.679,2192.302,1845.693,1664.481,2656.146
727,1121.301,3380.219,3024.528,2782.184,2496.370,1965.746,3697.737,2475.298,2089.314,3670.298,1885.654,2158.501,2066.147,2325.819,1634.965,2143.300,1751.367,1880.799,2726.685,2739.223,2101.196,2450.961,2784.079,2034.565,2161.728,3136.426,2182.785,1845.370,1664.973,2645.052
728,1110.778,3396.478,3030.255,2767.981,2481.499,1964.605,3760.160,2457.724,2098.513,3676.071,1898.505,2145.123,2064.823,2300.832,1651.768,2160.969,1733.176,1929.300,2704.830,2735.651,2093.069,2446.819,2770.215,2042.819,2174.456,3143.945,2178.341,1835.566,1662.642,2651.312
729,1133.745,3389.115,3023.930,2761.503,2482.629,1956.946,3736.376,2485.768,2089.640,3653.575,1876.716,2141.343,2058.231,2287.609,1642.972,2156.123,1732.330,1905.679,2712.126,2717.968,2082.132,2450.690,2787.503,2033.871,2152.026,3127.913,2159.898,1820.527,1647.915,2645.214
730,1123.699,3390.928,3043.659,2778.543,2508.078,1983.169,3727.904,2472.438,2089.948,3677.187,1870.122,2140.155,2058.423,2295.217,1632.429,2152.499,1730.793,1899.458,2714.916,2734.192,2082.708,2451.235,2780.128,2021.976,2160.673,3142.079,2175.223,1829.827,1656.610,2654.640
731,1129.704,3393.411,3040.189,2766.515,2498.753,1958.585,3689.049,2449.009,2100.612,3681.650,1884.292,2150.167,2049.666,2279.856,1642.270,2150.877,1723.294,1910.924,2724.020,2742.814,2110.643,2456.709,2768.009,2028.268,2164.349,3156.099,2186.731,1856.220,1676.626,2654.578
732,1129.435,3384.570,3020.573,2762.000,2493.487,1954.497,3713.200,2457.006,2068.986,3654.315,1874.164,2140.502,2040.122,2294.850,1621.251,2159.465,1708.927,1896.411,2716.609,2723.124,2110.265,2456.439,2778.950,2005.202,2153.797,3128.800,2179.686,1871.993,1670.190,2632.501
733,1135.690,3370.365,3037.604,2785.043,2496.887,1980.044,3713.453,2451.650,2086.382,3650.012,1886.266,2153.623,2055.327,2305.486,1649.140,2160.811,1722.687,1879.706,2724.238,2745.503,2101.413,2437.400,2786.678,2029.736,2161.929,3124.458,2169.383,1855.383,1658.751,2642.368
734,1125.000,3381.189,3034.998,2777.840,2499.675,1970.742,3726.538,2440.233,2093.459,3652.338,1857.216,2160.662,2040.828,2277.730,1636.788,2158.208,1736.946,1886.912,2702.130,2716.706,2085.685,2457.020,2768.697,2017.839,2167.043,3144.484,2182.173,1854.545,1665.232,2643.337
735,1131.569,3391.273,3044.727,2772.647,2494.685,1950.800,3726.498,2456.352,2089.032,3668.125,1883.552,2165.415,2041.036,2295.657,1636.390,2154.600,1738.423,1865.496,2697.214,2697.711,2071.282,2447.033,2788.964,2017.099,2167.348,3141.634,2176.983,1850.016,1657.777,2658.426
736,1124.227,3390.997,3017.950,2782.913,2483.039,1985.598,3709.134,2448.675,2091.600,3712.184,1893.789,2145.453,2044.302,2297.607,1649.048,2152.411,1728.911,1861.105,2700.142,2740.186,2104.741,2433.679,2780.559,2032.541,2145.759,3144.405,2175.891,1843.397,1670.040,2654.336
737,1130.745,3403.266,3040.780,2773.833,2492.599,1978.420,3725.101,2448.579,2077.141,3701.931,1858.651,2140.172,2037.157,2298.249,1636.832,2149.670,1721.003,1866.262,2747.044,2712.803,2105.140,2437.519,2789.872,2033.211,2160.354,3144.094,2176.977,1838.891,1666.187,2654.400
738,1110.343,3408.221,3055.731,2783.344,2479.667,2011.722,3740.681,2470.344,2084.839,3646.555,1869.068,2147.443,2061.292,2299.183,1660.175,2149.175,1740.125,1843.510,2731.371,2736.092,2098.743,2430.614,2784.610,2027.356,2155.763,3166.937,2184.498,1857.813,1662.748,2671.706
739,1122.083,3398.642,3040.446,2789.711,2475.149,2009.303,3734.969,2459.876,2109.378,3651.564,1878.724,2148.513,2046.562,2286.464,1642.807,2166.484,1742.551,1878.478,2723.168,2723.144,2102.038,2450.471,2802.707,2034.475,2157.332,3160.699,2172.691,1853.312,1667.190,2657.751
740,1153.421,3410.114,3029.297,2776.963,2490.546,1981.503,3732.580,2455.620,2097.722,3644.100,1878.578,2156.863,2040.831,2292.196,1643.226,2154.758,1743.198,1856.866,2736.868,2731.032,2093.917,2441.551,2797.580,2022.729,2167.071,3178.499,2191.566,1851.767,1661.111,2648.550
741,1130.481,3419.596,3033.586,2783.074,2471.058,2006.734,3730.132,2444.733,2105.412,3680.465,1863.182,2140.942,2057.910,2301.238,1650.828,2168.586,1743.604,1838.936,2725.391,2741.783,2121.626,2436.709,2785.999,2027.296,2146.351,3170.627,2204.812,1849.106,1679.618,2640.545
742,1145.833,3430.205,3043.130,2758.775,2502.044,2003.998,3713.557,2461.075,2098.209,3683.135,1893.820,2165.767,2049.453,2303.099,1640.309,2158.597,1737.708,1853.274,2715.978,2745.245,2109.156,2449.264,2805.185,2027.557,2144.200,3181.244,2200.667,1859.531,1665.752,2643.819
743,1142.574,3427.526,3031.467,2773.396,2497.141,2010.736,3711.063,2464.669,2102.038,3634.989,1870.682,2152.697,2062.635,2314.932,1656.473,2147.745,1740.028,1858.837,2729.962,2759.954,2115.115,2430.897,2781.624,2021.210,2140.462,3185.388,2185.707,1850.845,1676.406,2666.469
744,1141.111,3426.402,3032.063,2774.971,2477.637,2032.459,3707.214,2478.988,2102.326,3650.847,1861.755,2161.261,2070.095,2309.446,1639.155,2171.366,1755.965,1889.834,2712.633,2738.457,2085.461,2438.089,2787.816,2015.100,2164.559,3160.356,2188.208,1854.924,1646.298,2661.607
745,1158.921,3446.816,3043.800,2799.713,2485.706,1999.475,3738.148,2486.866,2112.131,3680.196,1875.620,2149.968,2049.593,2298.998,1632.473,2165.237,1751.763,1873.910,2723.607,2743.737,2088.370,2449.802,2783.064,2022.972,2156.433,3179.354,2187.110,1854.005,1662.395,2657.656
746,1148.380,3452.386,3028.487,2769.726,2476.229,2017.388,3708.087,2472.630,2102.593,3697.876,1878.964,2152.133,2066.611,2284.218,1648.743,2176.761,1729.329,1890.222,2742.984,2759.396,2125.687,2470.168,2767.887,2027.918,2172.915,3204.163,2197.183,1860.739,1663.335,2686.212
747,1120.681,3435.193,3036.921,2773.561,2481.325,2005.378,3686.695,2465.719,2094.282,3679.441,1879.247,2139.243,2043.707,2288.895,1662.866,2173.476,1747.308,1870.968,2722.607,2758.751,2103.416,2456.910,2769.593,2031.450,2148.111,3187.504,2174.883,1857.409,1647.470,2644.098
748,1131.366,3475.452,3061.717,2799.893,2475.395,2027.237,3723.993,2479.293,2103.237,3678.744,1874.583,2156.630,2064.031,2289.691,1661.305,2170.775,1742.424,1900.723,2735.214,2748.562,2117.593,2458.960,2787.774,2020.920,2136.568,3201.782,2195.977,1867.102,1664.496,2662.317
749,1159.981,3431.218,3048.396,2787.926,2479.792,2018.581,3721.145,2470.008,2120.453,3681.542,1854.492,2165.026,2051.463,2299.506,1662.921,2179.975,1727.129,1910.845,2725.711,2726.023,2071.557,2424.776,2787.146,2027.939,2158.050,3195.482,2184.458,1846.026,1653.572,2639.890
750,1124.514,3451.894,3042.686,2774.124,2471.178,2005.864,3707.582,2475.493,2120.837,3700.522,1870.674,2151.320,2047.474,2319.110,1684.427,2166.090,1724.059,1858.589,2733.108,2724.985,2096.399,2462.914,2765.435,2011.021,2136.736,3166.251,2166.653,1846.492,1661.624,2657.577
751,1134.921,3454.158,3059.588,2773.213,2473.659,2013.568,3713.211,2467.663,2083.817,3736.086,1870.268,2151.191,2070.170,2305.231,1662.157,2163.763,1723.677,1876.181,2738.679,2761.160,2135.693,2453.534,2771.502,2016.653,2147.414,3221.140,2200.386,1860.959,1654.570,2670.102
752,1142.644,3471.942,3066.869,2784.816,2465.498,2008.700,3699.396,2455.306,2119.833,3722.460,1881.474,2145.704,2058.745,2306.950,1665.886,2171.986,1725.844,1887.367,2756.944,2713.270,2100.226,2447.303,2761.781,2020.842,2153.923,3195.668,2185.164,1854.878,1664.539,2665.558
753,1156.491,3481.904,3073.056,2770.536,2453.260,2012.661,3785.554,2483.870,2120.853,3724.814,1867.628,2165.270,2068.095,2316.793,1660.191,2172.977,1744.275,1924.612,2721.944,2743.025,2106.866,2442.296,2759.438,2017.530,2147.881,3189.639,2199.390,1877.845,1652.592,2675.552
754,1113.782,3451.601,3054.916,2761.300,2459.965,2016.819,3756.453,2493.906,2134.272,3695.993,1853.674,2145.039,2058.693,2294.284,1653.919,2159.408,1729.177,1916.531,2713.241,2729.299,2089.695,2461.842,2743.400,2025.208,2161.660,3192.626,2183.320,1833.772,1642.179,2655.871
755,1132.856,3449.302,3064.253,2757.673,2471.323,2003.563,3791.899,2448.582,2146.525,3680.595,1863.135,2147.684,2058.251,2310.969,1666.655,2165.141,1715.367,1944.312,2695.597,2715.743,2098.079,2432.663,2743.427,1993.518,2137.292,3205.165,2195.233,1849.596,1651.549,2656.773
756,1126.315,3442.304,3072.747,2760.595,2443.711,1997.219,3763.930,2451.646,2120.825,3756.094,1877.240,2129.498,2037.351,2313.599,1670.540,2168.511,1709.511,1929.347,2699.209,2753.651,2110.998,2439.393,2763.781,2003.771,2139.950,3208.923,2195.162,1850.785,1645.292,2660.904
757,1137.500,3463.495,3072.438,2770.350,2448.356,2011.807,3761.781,2466.261,2126.511,3718.976,1883.341,2142.354,2042.217,2306.073,1664.984,2181.375,1716.993,1929.910,2714.818,2734.875,2121.724,2438.080,2722.321,2000.245,2153.898,3187.940,2194.311,1841.012,1642.340,2624.023
758,1151.097,3477.921,3087.011,2772.139,2449.203,2011.566,3780.998,2476.593,2116.825,3742.332,1864.938,2142.400,2059.436,2297.880,1676.620,2171.288,1730.868,1949.329,2724.204,2755.651,2117.962,2438.471,2740.597,2017.046,2159.583,3219.611,2192.214,1846.429,1652.034,2654.083
759,1148.227,3474.594,3078.519,2794.313,2437.227,2012.298,3754.371,2492.674,2116.402,3706.866,1873.716,2158.794,2049.215,2298.853,1655.120,2176.537,1724.979,1955.912,2696.120,2750.297,2110.685,2450.350,2738.906,2015.755,2155.845,3212.814,2196.560,1841.349,1634.050,2658.535
760,1133.630,3479.299,3102.914,2778.041,2446.322,2004.897,3747.446,2491.312,2150.157,3751.726,1873.466,2161.451,2039.079,2298.267,1664.856,2186.668,1725.525,1965.936,2724.960,2761.754,2105.044,2460.009,2747.754,2027.091,2154.446,3225.219,2186.645,1864.042,1651.623,2647.596
761,1132.199,3467.933,3103.838,2780.889,2448.443,1996.481,3763.652,2492.936,2123.286,3771.229,1877.667,2153.896,2057.703,2305.254,1665.295,2185.086,1722.635,1968.700,2721.162,2774.974,2122.480,2453.262,2757.722,2036.398,2140.857,3244.296,2199.257,1870.407,1651.198,2646.197
762,1147.736,3482.791,3093.887,2781.081,2454.061,1985.354,3737.491,2486.125,2143.654,3763.246,1887.828,2148.105,2020.835,2314.657,1652.763,2164.112,1721.896,1957.175,2760.375,2760.196,2116.624,2453.237,2747.055,2026.652,2147.237,3227.468,2208.794,1856.118,1652.329,2652.671
763,1104.347,3496.456,3104.667,2777.454,2452.499,1993.637,3743.369,2461.164,2150.447,3750.334,1900.505,2146.464,2051.408,2289.325,1656.397,2178.384,1711.071,1996.983,2739.730,2735.802,2107.323,2451.594,2717.698,2022.462,2172.329,3221.036,2218.164,1847.901,1655.109,2647.509
764,1137.931,3460.376,3109.581,2756.755,2422.870,1970.431,3744.448,2492.363,2156.485,3737.777,1893.693,2150.185,2055.194,2302.431,1658.578,2154.223,1720.419,1950.895,2722.846,2720.748,2062.436,2463.115,2736.512,2014.327,2144.416,3205.053,2199.980,1852.229,1647.859,2622.596
765,1095.500,3470.211,3083.751,2749.468,2433.182,1986.903,3742.932,2452.825,2163.334,3736.557,1879.500,2159.346,2038.056,2304.930,1650.797,2159.991,1731.177,1972.236,2714.992,2754.654,2120.361,2462.772,2737.442,2030.670,2135.129,3194.503,2215.578,1845.277,1655.413,2640.797
766,1132.917,3472.653,3118.068,2783.416,2416.434,1975.834,3729.958,2458.614,2141.602,3771.639,1879.562,2150.258,2026.410,2293.252,1667.616,2175.755,1712.066,1961.146,2709.010,2759.529,2104.923,2466.852,2736.021,2013.648,2152.456,3207.873,2210.195,1878.661,1655.759,2630.632
767,1126.579,3478.930,3120.985,2764.146,2424.399,1979.536,3738.995,2476.567,2176.881,3770.462,1904.068,2152.618,2042.804,2301.439,1662.951,2170.030,1707.976,1955.370,2738.627,2766.259,2112.950,2450.453,2745.189,2030.099,2165.272,3215.754,2224.990,1850.832,1662.814,2641.778
768,1123.259,3472.174,3113.338,2765.737,2401.451,1948.727,3755.239,2452.293,2170.732,3735.298,1868.914,2140.308,2056.102,2305.942,1658.421,2178.752,1716.614,1945.405,2697.447,2727.557,2076.443,2453.913,2731.293,2003.493,2129.498,3180.539,2206.659,1849.270,1643.766,2613.272
769,1115.157,3476.625,3109.236,2780.733,2419.560,1966.669,3737.253,2475.822,2146.000,3732.734,1874.589,2155.660,2069.524,2295.593,1644.273,2167.919,1727.805,1976.102,2710.148,2723.406,2075.031,2441.228,2734.850,2000.431,2151.795,3182.095,2211.342,1843.347,1641.880,2625.058
770,1130.616,3470.848,3116.445,2771.640,2419.589,1979.808,3741.854,2471.340,2164.877,3733.645,1891.122,2158.025,2046.012,2300.265,1658.541,2154.160,1726.136,1971.041,2738.685,2724.562,2111.161,2465.386,2729.440,2009.590,2139.926,3191.315,2206.416,1869.399,1648.829,2629.345
771,1129.384,3471.260,3097.380,2772.790,2416.500,1949.966,3710.268,2473.832,2134.278,3764.312,1885.430,2150.632,2037.366,2289.619,1642.311,2160.113,1726.350,1934.245,2726.739,2722.763,2093.603,2457.879,2757.205,2019.747,2115.783,3194.958,2208.313,1834.069,1647.554,2635.452
772,1127.644,3456.500,3116.098,2764.276,2406.347,1953.381,3717.244,2461.975,2157.284,3732.661,1870.549,2157.081,2038.709,2299.244,1655.658,2146.190,1707.454,1938.808,2701.828,2714.135,2109.238,2442.129,2733.844,2019.144,2154.684,3197.031,2212.833,1854.376,1646.057,2634.126
773,1134.546,3465.239,3092.237,2763.396,2416.122,1955.124,3730.772,2462.457,2159.728,3775.360,1858.635,2158.659,2056.692,2314.594,1658.959,2166.389,1735.075,1948.432,2718.705,2754.290,2072.645,2459.920,2745.788,2005.871,2138.456,3210.534,2209.782,1838.605,1631.919,2631.437
774,1128.792,3436.224,3125.810,2778.080,2407.756,1946.020,3709.387,2486.569,2149.988,3741.997,1852.250,2153.269,2040.192,2276.196,1649.028,2159.718,1739.150,1956.239,2725.735,2708.163,2091.919,2445.562,2741.934,2027.187,2152.911,3182.366,2212.473,1846.841,1646.959,2616.044
775,1113.102,3471.385,3127.573,2774.601,2420.766,1967.678,3685.698,2476.487,2164.008,3770.659,1880.768,2155.118,2054.773,2299.598,1651.095,2170.174,1716.717,1923.440,2712.070,2725.868,2111.094,2452.073,2726.062,2014.371,2156.248,3185.738,2207.038,1826.092,1640.649,2635.764
776,1132.171,3467.608,3129.692,2790.437,2402.994,1971.071,3683.746,2473.795,2144.296,3768.734,1893.393,2166.738,2037.464,2295.380,1659.893,2152.223,1706.570,1933.280,2723.126,2748.792,2111.142,2470.453,2741.881,2017.392,2157.710,3191.369,2212.881,1844.739,1638.247,2644.354
777,1128.245,3462.913,3115.163,2770.706,2383.587,1960.129,3704.725,2468.417,2153.199,3775.084,1893.299,2151.008,2036.477,2275.385,1660.845,2155.116,1712.876,1934.571,2700.098,2721.893,2118.516,2470.106,2731.420,2031.571,2156.425,3191.010,2208.681,1844.834,1633.239,2632.263
778,1130.750,3456.457,3109.717,2759.277,2380.690,1958.497,3704.913,2474.903,2156.883,3761.814,1891.099,2151.235,2034.087,2306.577,1654.708,2169.793,1716.567,1945.939,2696.956,2719.762,2119.019,2467.950,2732.031,2010.660,2140.483,3160.452,2205.012,1831.804,1645.261,2634.574
779,1100.722,3458.584,3119.687,2786.650,2417.387,1967.710,3700.277,2480.145,2152.400,3727.688,1880.289,2143.173,2039.022,2285.580,1644.003,2161.630,1718.838,1928.738,2700.742,2697.469,2088.576,2459.753,2740.573,2030.701,2146.119,3154.376,2199.852,1841.958,1641.475,2630.581
780,1136.838,3462.264,3125.305,2777.091,2402.822,1957.948,3709.655,2478.940,2133.704,3731.221,1878.779,2169.803,2035.752,2287.126,1651.439,2161.462,1718.130,1933.452,2710.401,2723.928,2097.520,2457.367,2739.848,2020.389,2150.316,3157.802,2199.698,1859.342,1637.368,2629.081
781,1124.097,3471.598,3122.162,2782.320,2387.061,1953.983,3691.099,2477.142,2145.288,3771.155,1910.674,2158.243,2038.414,2292.330,1665.579,2160.025,1710.219,1909.621,2736.653,2713.340,2105.035,2463.258,2738.932,2015.898,2140.845,3167.444,2206.037,1825.866,1651.028,2653.833
782,1126.991,3469.252,3120.604,2772.306,2378.027,1967.353,3675.408,2478.588,2155.632,3720.185,1882.529,2162.021,2054.707,2309.582,1650.962,2157.467,1722.548,1907.085,2703.970,2717.741,2088.436,2452.638,2737.942,2010.302,2152.879,3174.004,2194.465,1834.062,1643.201,2654.476
783,1143.773,3451.000,3097.460,2780.604,2369.881,1963.153,3710.042,2480.491,2175.157,3753.891,1893.542,2168.393,2033.643,2300.989,1649.038,2157.531,1718.421,1896.055,2717.802,2706.280,2070.891,2467.219,2733.973,2031.455,2166.875,3158.674,2198.858,1820.362,1640.119,2636.447
784,1134.991,3452.160,3106.389,2785.878,2395.229,1961.312,3650.443,2496.160,2141.024,3708.982,1871.513,2158.053,2022.256,2286.976,1652.911,2149.391,1718.127,1916.831,2701.896,2685.947,2067.355,2449.818,2725.474,2015.987,2154.918,3159.167,2179.456,1809.404,1626.746,2646.956
785,1121.023,3451.732,3121.702,2787.663,2377.928,1933.602,3681.409,2489.415,2138.374,3742.941,1879.388,2160.859,2040.933,2300.801,1647.460,2150.181,1733.442,1907.309,2699.800,2723.411,2108.000,2459.050,2713.410,2007.848,2151.235,3134.367,2190.224,1854.640,1647.398,2632.060
786,1136.444,3458.875,3093.201,2776.235,2397.865,1944.622,3690.474,2504.668,2139.451,3761.619,1874.758,2163.255,2040.105,2323.722,1656.405,2154.383,1724.200,1898.117,2699.156,2711.683,2112.722,2481.013,2735.890,2010.937,2143.541,3155.493,2187.126,1831.961,1643.164,2656.398
787,1128.606,3443.229,3126.027,2762.850,2361.104,1923.853,3686.328,2509.944,2154.338,3728.153,1891.401,2152.139,2031.979,2296.585,1659.370,2168.231,1725.750,1902.522,2732.641,2717.329,2073.463,2472.865,2729.495,2022.328,2157.024,3166.753,2193.617,1819.134,1645.139,2645.277
788,1137.935,3443.083,3111.800,2776.785,2376.671,1958.515,3695.329,2500.341,2160.567,3753.929,1881.370,2174.867,2021.808,2286.233,1632.307,2128.530,1735.317,1908.819,2714.375,2692.755,2092.129,2469.508,2741.373,2006.505,2135.401,3171.979,2190.415,1823.993,1631.980,2643.870
789,1121.764,3424.155,3126.180,2757.889,2365.358,1952.780,3697.963,2506.453,2155.014,3740.487,1869.919,2175.558,2037.720,2294.672,1653.634,2126.019,1735.188,1890.708,2722.277,2687.554,2095.305,2461.772,2711.068,2010.331,2173.232,3165.713,2188.854,1808.607,1630.976,2615.180
790,1134.838,3454.420,3127.553,2774.966,2364.221,1949.063,3684.383,2531.630,2147.936,3737.327,1864.648,2181.220,2047.414,2303.199,1648.527,2142.108,1734.043,1904.980,2723.541,2701.492,2099.706,2468.099,2727.536,2014.413,2154.271,3173.189,2187.778,1816.072,1636.535,2634.119
791,1120.708,3444.826,3093.613,2773.780,2372.119,1962.564,3705.695,2511.474,2140.883,3765.123,1860.602,2179.581,2013.504,2322.535,1655.387,2140.695,1738.367,1880.577,2721.275,2691.389,2137.119,2483.079,2720.413,2006.781,2163.172,3155.732,2195.840,1829.318,1639.800,2663.529
792,1122.611,3423.349,3107.529,2765.191,2353.929,1960.220,3658.777,2506.442,2148.127,3736.271,1895.396,2176.904,2048.669,2293.674,1632.555,2149.508,1727.770,1899.627,2742.066,2693.152,2084.482,2460.716,2702.059,2006.941,2168.525,3148.190,2201.374,1811.665,1628.377,2630.870
