 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39,Mean40,Mean41,Mean42,Mean43,Mean44,Mean45,Mean46,Mean47,Mean48,Mean49,Mean50,Mean51,Mean52,Mean53,Mean54,Mean55,Mean56,Mean57,Mean58
2603,1328.667,3115.293,3170.975,2611.058,3764.919,4151.034,3659.408,4405.011,2871.686,2695.953,4564.675,3289.898,4016.592,2495.692,2393.968,2480.471,2496.929,2697.693,2581.226,2359.870,3020.727,2193.284,4318.781,2855.205,2280.336,3803.804,2591.158,4364.042,2675.440,4011.978,2257.227,2939.050,1942.981,4009.169,3360.110,2775.982,2979.398,2187.394,3064.032,2325.433,2693.279,3578.270,4750.450,2266.829,3340.058,2824.256,2682.368,1976.026,1420.116,2691.895,2671.562,3725.380,3315.340,3817.182,2240.401,4555.898,2672.031,1731.654
2604,1371.175,3152.412,3159.014,2595.765,3779.939,4120.221,3675.996,4428.838,2859.476,2697.404,4552.355,3300.651,4009.230,2509.651,2398.979,2489.062,2471.997,2735.439,2597.866,2370.788,3013.603,2188.083,4347.276,2846.433,2287.475,3845.194,2605.325,4390.091,2662.467,3998.634,2279.910,2939.939,1951.845,4004.615,3355.387,2789.770,2973.477,2195.203,3037.951,2331.970,2704.479,3608.337,4753.164,2245.128,3368.020,2802.073,2706.721,1979.131,1402.724,2673.477,2651.844,3736.214,3348.581,3824.537,2281.513,4600.844,2673.663,1747.272
2605,1313.746,3146.872,3169.000,2616.572,3777.946,4094.995,3675.314,4422.502,2877.668,2687.911,4577.200,3300.442,4037.990,2523.774,2382.433,2498.592,2495.941,2724.948,2620.027,2386.318,3032.129,2190.809,4343.365,2861.017,2303.314,3840.785,2611.585,4363.849,2676.323,4008.255,2257.240,2950.276,1945.893,3997.063,3330.098,2784.651,2966.793,2198.264,3039.284,2332.822,2715.810,3587.261,4734.684,2285.934,3355.411,2820.015,2659.580,1971.907,1421.605,2671.366,2660.948,3709.391,3362.963,3821.189,2229.597,4590.878,2682.780,1754.986
2606,1308.587,3142.397,3158.466,2592.462,3794.542,4120.743,3675.482,4407.940,2855.332,2680.309,4550.109,3288.605,4076.383,2529.230,2373.863,2494.619,2507.378,2733.766,2599.619,2365.256,3029.530,2199.858,4357.622,2844.564,2284.934,3828.012,2602.221,4375.958,2664.759,4003.503,2273.946,2951.742,1942.009,3989.332,3336.123,2774.586,2975.621,2205.129,3049.787,2304.490,2704.542,3603.801,4727.302,2271.424,3339.592,2803.518,2684.252,1992.730,1425.250,2657.449,2671.966,3721.914,3318.189,3817.858,2248.922,4527.291,2668.268,1753.014
2607,1346.778,3148.216,3176.459,2619.746,3816.679,4112.982,3681.397,4407.831,2893.453,2697.692,4592.563,3295.775,4071.886,2523.481,2376.381,2472.217,2474.724,2754.003,2637.155,2367.081,3044.505,2194.985,4377.876,2842.718,2298.626,3804.152,2607.719,4399.080,2681.764,4006.882,2265.058,2955.439,1964.340,4005.171,3342.181,2783.348,2976.629,2201.860,3034.308,2331.915,2716.198,3640.009,4741.918,2285.311,3351.843,2824.510,2689.298,1988.286,1425.529,2634.471,2663.653,3730.434,3361.608,3806.733,2279.922,4562.531,2677.168,1746.751
2608,1381.571,3152.097,3179.065,2626.889,3833.738,4163.052,3676.995,4408.486,2874.501,2695.905,4581.296,3313.076,4074.676,2541.200,2397.691,2490.489,2509.236,2743.922,2684.536,2360.198,3079.948,2175.494,4420.702,2852.112,2313.975,3833.834,2621.206,4394.515,2675.155,4009.005,2266.368,2945.145,1966.184,4009.584,3374.369,2776.918,2970.817,2182.468,3055.732,2322.878,2705.237,3617.053,4734.713,2276.237,3376.771,2797.601,2662.834,1986.945,1410.916,2669.488,2626.539,3664.511,3333.091,3842.392,2258.952,4555.104,2652.401,1757.233
2609,1379.984,3141.789,3179.581,2648.367,3848.862,4181.260,3670.499,4388.909,2853.257,2684.615,4590.721,3300.719,4079.150,2539.784,2397.870,2473.750,2497.051,2775.837,2642.839,2379.371,3061.972,2198.284,4388.553,2855.974,2307.772,3867.801,2633.951,4403.240,2674.755,3996.785,2283.300,2936.691,1947.350,3992.498,3315.116,2776.299,2969.942,2180.326,3036.481,2325.489,2707.557,3629.509,4732.120,2294.984,3389.772,2805.171,2673.337,1987.486,1417.881,2662.126,2679.676,3685.777,3321.388,3843.074,2263.919,4531.359,2675.632,1763.149
2610,1308.159,3149.317,3168.985,2653.446,3838.222,4133.086,3684.705,4408.585,2858.611,2691.282,4608.950,3289.660,4068.053,2547.114,2384.280,2484.642,2489.387,2771.150,2672.607,2375.254,3065.678,2196.304,4427.385,2827.822,2285.793,3853.732,2621.691,4389.354,2672.631,4018.066,2271.559,2967.614,1944.522,3998.010,3287.897,2801.568,2973.216,2179.992,3051.438,2305.695,2716.312,3650.027,4720.518,2272.771,3368.236,2813.230,2683.150,1981.874,1432.718,2652.327,2657.121,3700.217,3315.166,3846.885,2263.336,4554.775,2669.971,1766.378
2611,1311.222,3149.052,3163.329,2650.094,3823.623,4116.513,3651.800,4367.032,2853.285,2697.438,4613.156,3305.643,4069.895,2577.050,2398.204,2481.741,2496.984,2749.985,2706.145,2366.501,3071.150,2222.777,4416.269,2838.610,2278.199,3827.043,2616.903,4381.918,2657.352,3993.617,2278.007,2933.233,1957.431,3966.896,3299.928,2780.021,2964.094,2188.720,3057.276,2315.279,2693.901,3632.126,4705.126,2247.708,3382.779,2814.222,2691.887,1974.915,1418.000,2648.167,2656.931,3653.769,3328.878,3819.098,2253.157,4512.699,2663.177,1759.266
2612,1343.921,3159.456,3175.973,2650.921,3835.539,4139.267,3674.591,4392.990,2866.629,2692.785,4632.088,3277.295,4051.267,2561.786,2391.998,2496.435,2513.198,2804.954,2705.663,2373.769,3089.158,2195.574,4453.693,2850.666,2315.550,3834.484,2605.717,4379.093,2659.940,4011.137,2253.715,2956.943,1936.888,3990.521,3299.642,2766.581,2993.686,2194.354,3053.079,2305.745,2740.423,3654.666,4734.565,2263.198,3374.983,2840.384,2693.996,1992.153,1416.137,2663.800,2665.998,3688.943,3324.855,3831.344,2279.148,4581.944,2669.894,1762.540
2613,1354.318,3151.505,3188.164,2660.624,3844.427,4111.740,3655.273,4391.520,2881.171,2699.240,4653.097,3285.222,4035.934,2584.852,2377.899,2508.153,2502.682,2774.482,2691.665,2359.764,3074.385,2199.436,4423.253,2842.928,2303.346,3840.045,2617.265,4399.620,2649.792,4013.531,2286.162,2962.964,1945.816,3986.292,3308.984,2788.793,2987.352,2199.146,3052.032,2331.459,2747.437,3672.238,4745.009,2289.895,3363.156,2819.126,2702.208,1997.276,1436.657,2672.769,2683.566,3685.832,3323.950,3853.206,2251.331,4517.790,2671.123,1772.254
2614,1330.556,3143.777,3182.919,2663.235,3840.888,4152.938,3684.082,4386.279,2876.837,2690.601,4652.722,3285.640,4093.774,2564.405,2403.743,2494.435,2497.233,2796.697,2653.149,2376.837,3104.727,2193.112,4412.488,2845.240,2282.234,3872.306,2611.064,4414.384,2644.359,3993.408,2255.581,2937.002,1943.751,3994.934,3306.412,2782.343,2994.011,2206.366,3064.150,2332.888,2746.442,3667.252,4718.904,2263.377,3361.467,2826.168,2694.643,2006.481,1397.227,2677.360,2667.429,3734.303,3358.193,3823.287,2250.919,4537.657,2681.607,1750.643
2615,1339.270,3130.617,3175.453,2677.305,3795.128,4110.640,3646.155,4408.389,2878.756,2690.652,4683.064,3314.288,4079.954,2572.095,2390.159,2502.234,2504.649,2789.536,2683.894,2363.695,3081.216,2189.195,4437.398,2826.480,2278.312,3837.813,2609.787,4396.149,2648.094,3993.693,2266.114,2925.704,1944.979,3991.993,3313.277,2762.949,2952.697,2202.517,3057.150,2324.843,2749.411,3665.570,4745.422,2241.584,3353.117,2803.738,2668.049,1996.218,1416.497,2669.181,2674.507,3727.926,3368.446,3831.855,2254.823,4495.653,2664.757,1765.421
2616,1305.952,3177.161,3183.007,2671.870,3757.680,4114.535,3644.170,4387.666,2859.082,2690.941,4656.186,3292.955,4076.708,2581.165,2394.888,2485.508,2518.812,2775.179,2683.832,2366.851,3062.742,2190.428,4465.455,2838.113,2295.407,3862.263,2612.042,4367.634,2652.240,3994.879,2269.820,2927.788,1972.430,3986.232,3289.960,2748.129,2969.076,2197.979,3035.434,2303.263,2758.598,3662.980,4721.908,2272.288,3331.955,2819.851,2678.554,1988.424,1412.491,2675.712,2676.950,3747.749,3338.863,3850.831,2218.905,4511.751,2673.813,1766.178
2617,1324.175,3148.598,3165.124,2695.974,3730.176,4130.950,3617.345,4373.547,2865.429,2686.895,4703.446,3289.610,4089.725,2577.639,2397.603,2498.958,2496.941,2776.667,2673.816,2368.145,3066.678,2185.632,4468.506,2811.074,2278.815,3863.976,2613.803,4368.613,2647.323,3983.104,2269.820,2939.490,1962.273,3985.635,3259.224,2739.627,2949.379,2197.583,3043.339,2308.708,2754.471,3656.802,4743.676,2258.350,3372.074,2794.898,2678.107,2000.114,1430.407,2673.794,2683.311,3739.146,3357.759,3817.331,2228.409,4455.008,2660.645,1756.078
2618,1335.825,3159.845,3169.568,2711.810,3750.741,4096.487,3626.327,4371.931,2854.572,2709.120,4659.290,3277.879,4051.211,2572.153,2397.236,2489.619,2501.461,2797.762,2674.424,2375.909,3086.968,2219.179,4466.273,2818.946,2299.941,3841.327,2629.542,4363.229,2665.778,3978.212,2261.122,2931.692,1953.651,3965.939,3281.774,2744.958,2983.381,2203.211,3057.511,2320.450,2763.031,3697.933,4743.193,2265.875,3348.717,2824.237,2675.473,1990.160,1422.980,2660.444,2695.916,3765.437,3353.701,3828.818,2234.084,4498.146,2671.541,1752.311
2619,1312.603,3172.009,3164.846,2739.667,3743.787,4127.911,3635.174,4397.336,2853.229,2695.387,4690.906,3282.125,4029.253,2540.284,2408.957,2516.060,2507.107,2794.266,2703.447,2354.961,3066.547,2241.583,4440.007,2823.492,2318.569,3834.772,2617.499,4374.473,2656.599,3989.206,2265.604,2940.952,1950.404,3975.161,3246.552,2733.661,2983.041,2195.012,3023.185,2299.883,2753.169,3652.453,4743.579,2263.218,3342.113,2838.326,2677.221,1992.931,1413.759,2670.473,2680.228,3818.463,3372.938,3802.101,2245.549,4497.381,2679.116,1767.009
2620,1312.254,3164.105,3146.402,2724.991,3693.379,4122.487,3630.002,4436.890,2877.633,2697.351,4673.886,3286.818,4042.396,2550.865,2400.272,2507.879,2498.830,2773.933,2696.855,2371.415,3065.665,2221.228,4462.091,2825.718,2302.372,3857.185,2596.821,4344.665,2657.851,3961.393,2275.528,2935.022,1967.026,3975.662,3267.300,2722.696,2973.807,2197.028,3048.676,2323.155,2751.909,3657.027,4756.180,2286.459,3364.656,2822.746,2671.944,1978.168,1407.567,2683.874,2710.529,3816.677,3348.434,3782.534,2248.501,4459.812,2690.029,1742.108
2621,1285.921,3164.317,3170.457,2746.117,3677.057,4134.989,3631.799,4385.927,2874.048,2692.762,4730.197,3276.242,4055.917,2575.524,2399.913,2495.447,2486.946,2785.171,2711.460,2396.306,3073.318,2211.674,4464.650,2838.984,2296.076,3863.571,2632.224,4349.796,2663.628,3978.966,2258.248,2935.877,1959.357,3959.825,3287.110,2710.761,2973.973,2206.921,3050.107,2310.846,2764.383,3672.118,4737.993,2249.354,3371.172,2821.130,2688.625,1996.818,1409.564,2667.609,2732.767,3828.369,3346.284,3879.763,2240.081,4479.555,2653.680,1774.519
2622,1305.127,3157.393,3166.055,2741.571,3669.239,4119.146,3622.158,4421.673,2900.633,2698.066,4716.180,3304.318,4079.232,2567.500,2421.239,2512.565,2504.204,2813.229,2689.219,2365.132,3079.269,2220.049,4471.849,2830.523,2288.063,3830.280,2605.874,4395.654,2643.333,3968.355,2271.137,2949.140,1968.476,3969.293,3262.638,2702.218,2992.651,2208.979,3069.197,2321.115,2765.648,3708.633,4767.205,2286.000,3369.366,2868.883,2674.441,1990.076,1450.453,2675.354,2760.265,3834.163,3387.125,3905.716,2227.098,4461.479,2653.563,1772.101
2623,1351.889,3172.213,3162.619,2752.462,3658.222,4129.832,3608.259,4405.453,2895.069,2703.386,4710.266,3270.259,4080.744,2568.319,2417.572,2481.970,2503.809,2811.129,2732.654,2373.899,3049.881,2211.927,4462.618,2819.555,2282.674,3858.382,2605.922,4370.231,2678.688,3958.700,2252.726,2941.197,1964.277,3958.424,3242.121,2720.960,2982.812,2216.269,3037.732,2336.225,2763.661,3754.506,4776.490,2316.903,3348.820,2822.435,2674.623,1995.913,1445.660,2686.422,2784.443,3883.886,3381.504,3894.980,2217.115,4480.321,2692.455,1763.410
2624,1310.095,3161.398,3168.035,2750.293,3633.265,4124.998,3632.750,4424.809,2880.608,2694.826,4698.091,3294.684,4098.077,2581.391,2426.560,2493.900,2496.538,2801.599,2712.489,2371.900,3067.034,2211.905,4444.763,2817.788,2287.363,3837.870,2611.963,4380.558,2621.021,3978.609,2262.884,2937.894,1968.265,3995.208,3236.327,2707.436,2978.816,2186.010,3060.677,2324.187,2757.645,3788.238,4741.904,2277.875,3345.741,2810.243,2700.411,1997.949,1431.741,2673.595,2822.128,3878.254,3376.587,3863.682,2256.291,4437.804,2657.424,1766.950
2625,1333.397,3164.700,3162.787,2775.240,3621.658,4152.289,3624.613,4438.264,2897.153,2716.994,4732.486,3285.650,4111.253,2574.598,2403.836,2518.303,2507.266,2812.297,2691.340,2377.699,3070.177,2201.529,4478.925,2828.618,2293.644,3861.798,2635.897,4359.978,2626.741,3947.200,2277.314,2942.231,1960.302,3977.652,3201.183,2708.143,2989.477,2192.466,3053.580,2301.618,2774.194,3803.419,4765.799,2295.875,3370.274,2837.840,2683.603,2002.587,1439.491,2696.023,2863.463,3871.754,3365.535,3844.807,2242.073,4452.555,2659.507,1765.055
2626,1328.000,3173.651,3176.561,2775.752,3600.963,4149.387,3630.079,4417.732,2881.193,2704.274,4705.993,3293.885,4135.712,2574.307,2419.220,2533.796,2500.429,2801.132,2735.667,2344.181,3055.431,2225.736,4497.969,2835.203,2305.521,3837.104,2616.940,4377.440,2627.021,3956.882,2269.967,2912.621,1942.735,3965.817,3242.591,2701.148,2988.392,2190.783,3047.014,2323.229,2779.596,3814.918,4763.540,2254.868,3379.640,2830.987,2697.317,1990.023,1428.407,2708.020,2909.993,3866.557,3392.834,3909.125,2240.532,4448.884,2646.202,1764.059
2627,1336.476,3158.331,3174.734,2795.093,3589.604,4166.100,3605.837,4440.482,2892.469,2705.649,4690.883,3304.918,4120.979,2560.252,2402.532,2500.355,2500.330,2782.184,2734.325,2355.750,3029.118,2214.680,4494.241,2830.399,2282.356,3846.737,2608.000,4391.566,2638.329,3941.592,2276.673,2943.891,1961.832,3989.051,3204.854,2702.130,2967.175,2219.675,3040.606,2328.716,2760.682,3849.323,4776.963,2303.673,3361.949,2827.859,2675.636,2001.909,1426.645,2699.642,2971.895,3922.983,3410.851,3854.057,2232.283,4448.094,2703.715,1755.483
2628,1295.302,3159.588,3181.171,2798.571,3588.320,4135.943,3603.435,4424.579,2890.189,2716.417,4663.268,3304.877,4111.016,2580.235,2403.320,2498.816,2469.623,2821.148,2716.942,2363.308,3059.100,2207.889,4488.860,2823.302,2303.387,3821.969,2610.070,4371.792,2622.810,3943.477,2254.945,2940.417,1957.995,3973.900,3230.264,2689.805,2986.258,2188.672,3032.746,2319.986,2776.119,3896.013,4795.792,2284.226,3372.100,2827.904,2645.456,2011.270,1424.631,2694.922,3035.242,3916.494,3347.776,3866.882,2231.193,4451.354,2644.083,1756.233
2629,1348.143,3156.218,3182.721,2822.546,3577.107,4158.501,3606.250,4485.674,2867.597,2714.469,4684.493,3296.019,4139.255,2576.138,2403.018,2492.015,2510.190,2812.344,2727.977,2358.957,3035.247,2223.193,4464.406,2810.972,2310.769,3842.230,2617.605,4384.029,2630.175,3953.376,2264.533,2950.114,1959.352,3968.176,3187.503,2707.988,2982.739,2213.315,3023.369,2324.112,2798.598,3842.296,4779.303,2281.424,3364.315,2846.977,2692.530,1986.183,1434.924,2697.903,3080.018,3901.983,3371.940,3881.645,2237.389,4442.846,2655.821,1741.313
2630,1333.952,3171.111,3174.873,2811.816,3573.451,4196.615,3616.233,4475.047,2890.491,2734.994,4679.190,3331.610,4160.645,2574.318,2422.449,2496.136,2486.173,2822.475,2750.727,2366.905,3046.847,2217.986,4467.456,2829.571,2311.710,3849.576,2642.287,4390.938,2631.689,3971.003,2275.463,2934.179,1958.756,3976.230,3200.825,2702.321,2995.833,2193.270,3034.807,2353.986,2790.240,3856.321,4822.148,2286.588,3385.630,2848.740,2674.383,1978.258,1432.081,2711.416,3121.947,4012.651,3404.077,3843.916,2238.916,4476.419,2692.108,1763.229
2631,1387.349,3162.233,3162.936,2795.882,3562.584,4127.572,3607.561,4467.196,2888.568,2722.312,4663.577,3307.608,4165.226,2590.207,2396.571,2531.702,2506.028,2827.121,2745.569,2354.724,3047.253,2216.539,4461.343,2803.536,2334.760,3851.429,2638.907,4394.495,2626.662,3966.841,2260.323,2950.787,1950.199,3985.430,3169.367,2679.394,2987.171,2195.446,3045.235,2330.244,2779.546,3826.004,4778.791,2286.868,3368.917,2830.104,2703.954,2000.497,1442.715,2713.605,3165.372,4057.814,3399.320,3870.919,2241.465,4452.948,2671.636,1750.835
2632,1321.222,3167.341,3180.967,2798.281,3560.160,4168.374,3608.483,4450.183,2918.839,2723.581,4654.676,3324.660,4188.604,2544.168,2404.734,2505.321,2478.240,2842.448,2757.017,2373.639,3063.154,2192.890,4464.572,2818.988,2301.827,3846.386,2637.866,4372.818,2625.457,3933.073,2270.821,2959.918,1947.359,3965.513,3180.823,2693.301,3005.704,2206.065,3049.961,2329.459,2794.634,3840.749,4780.157,2271.720,3383.668,2825.006,2689.542,2002.675,1426.381,2664.609,3212.520,4019.257,3410.651,3872.388,2232.720,4425.453,2669.220,1751.359
2633,1354.889,3164.374,3186.633,2783.635,3544.298,4174.255,3622.392,4459.979,2912.242,2707.832,4636.828,3317.497,4214.958,2578.643,2403.019,2518.979,2496.146,2842.849,2764.172,2366.077,3033.129,2213.677,4438.754,2837.385,2305.255,3859.728,2639.682,4390.379,2605.920,3946.750,2261.304,2961.251,1961.943,3970.503,3184.063,2687.682,3004.976,2196.309,3058.180,2328.480,2767.030,3818.976,4822.708,2278.494,3334.101,2852.938,2682.355,1993.223,1411.686,2671.058,3231.858,4020.774,3403.191,3800.010,2239.504,4441.669,2661.328,1743.435
2634,1316.984,3182.773,3171.000,2782.641,3516.366,4186.205,3623.346,4464.049,2897.897,2714.341,4646.370,3335.967,4206.836,2571.604,2394.370,2494.544,2493.165,2854.249,2737.911,2358.743,3020.646,2201.315,4446.813,2810.889,2304.866,3841.235,2638.512,4384.800,2612.434,3913.252,2238.191,2949.033,1945.282,3978.325,3185.973,2688.040,2976.636,2205.627,3050.755,2327.119,2766.156,3784.195,4857.936,2277.980,3379.685,2863.655,2684.317,1995.799,1414.773,2678.467,3244.760,3997.886,3358.305,3846.138,2210.781,4446.545,2632.981,1737.112
2635,1295.254,3156.493,3145.020,2784.237,3542.498,4179.922,3630.681,4500.000,2905.025,2703.409,4634.604,3333.173,4235.126,2584.304,2410.569,2525.900,2479.425,2869.980,2766.031,2355.036,3039.759,2213.451,4456.356,2815.406,2326.268,3837.625,2639.183,4420.247,2636.308,3947.261,2263.812,2969.918,1965.259,4003.554,3158.342,2698.510,3001.440,2208.509,3025.270,2352.175,2776.188,3802.878,4845.805,2280.047,3363.633,2839.691,2672.146,2005.239,1433.791,2693.543,3272.788,4030.720,3369.625,3807.922,2216.062,4410.256,2677.539,1750.394
2636,1313.667,3155.492,3176.783,2756.016,3504.897,4191.326,3618.273,4468.135,2933.112,2707.075,4630.218,3323.805,4263.443,2566.438,2409.351,2505.917,2506.792,2857.286,2781.075,2361.413,3023.838,2206.513,4445.453,2823.971,2331.803,3851.128,2630.567,4404.776,2606.620,3926.460,2253.405,2959.485,1957.576,3968.408,3137.893,2705.717,2984.830,2213.436,3010.773,2324.773,2768.904,3800.306,4821.983,2294.825,3381.630,2881.141,2676.623,1991.863,1414.834,2704.720,3288.064,4051.834,3369.465,3809.679,2225.482,4428.726,2668.445,1730.764
2637,1278.048,3159.305,3154.927,2758.721,3524.337,4117.873,3584.353,4472.891,2924.777,2714.044,4604.318,3343.059,4258.825,2581.760,2419.833,2525.875,2496.459,2866.580,2734.201,2365.348,3028.536,2213.278,4399.959,2838.589,2289.942,3835.282,2624.626,4412.159,2611.749,3924.850,2274.201,2969.918,1960.208,3970.045,3156.385,2681.854,2979.342,2223.500,3034.156,2329.127,2774.664,3808.838,4832.284,2295.930,3400.461,2831.375,2681.090,1990.353,1424.483,2675.290,3332.468,4064.106,3385.187,3815.291,2211.843,4447.098,2649.274,1730.087
2638,1331.206,3150.866,3174.349,2764.339,3501.232,4151.401,3612.246,4462.408,2934.420,2701.831,4600.580,3332.667,4271.042,2570.617,2401.927,2513.982,2485.393,2834.848,2727.497,2359.111,3008.160,2196.801,4444.254,2800.463,2311.377,3829.586,2612.902,4381.741,2608.601,3934.217,2252.300,2961.093,1969.306,3974.567,3164.542,2666.174,2984.571,2229.877,3022.037,2343.462,2755.885,3785.139,4770.961,2317.980,3377.263,2822.228,2697.361,1994.417,1405.916,2665.395,3303.957,4069.428,3351.075,3808.767,2226.938,4414.545,2655.368,1720.009
2639,1316.921,3145.430,3169.248,2752.054,3494.283,4158.002,3611.278,4460.862,2935.297,2702.660,4594.760,3305.300,4291.016,2571.570,2400.628,2513.334,2481.804,2853.907,2754.948,2361.791,3029.949,2200.814,4410.246,2824.477,2322.413,3827.147,2623.856,4393.469,2610.953,3905.969,2264.913,2960.052,1965.383,3961.158,3156.642,2671.186,2981.513,2215.484,3031.968,2326.506,2785.952,3749.086,4777.085,2306.428,3378.937,2836.881,2695.466,1998.086,1419.945,2698.461,3314.899,4107.597,3377.438,3761.480,2221.835,4416.354,2650.749,1737.444
2640,1328.143,3163.736,3157.502,2760.333,3502.949,4184.456,3603.250,4471.797,2920.751,2709.751,4599.691,3336.128,4268.573,2591.068,2397.111,2498.076,2504.666,2864.893,2744.480,2364.657,3021.081,2226.631,4406.574,2824.997,2318.479,3836.673,2618.816,4389.822,2614.980,3918.466,2254.964,2962.930,1963.875,3975.381,3125.879,2730.302,2994.950,2216.079,3040.276,2345.553,2769.531,3762.079,4797.470,2295.233,3380.841,2833.006,2687.553,2006.013,1426.392,2691.887,3313.957,4174.817,3367.272,3797.426,2239.398,4454.365,2651.563,1749.158
2641,1333.556,3166.924,3184.090,2766.451,3507.531,4137.957,3634.730,4474.749,2940.868,2719.124,4599.339,3317.870,4271.869,2574.006,2417.482,2524.399,2475.944,2895.034,2757.486,2354.889,3029.358,2197.790,4429.934,2822.578,2327.492,3822.965,2621.406,4413.344,2615.459,3901.370,2256.600,2974.273,1942.158,3989.316,3144.832,2677.373,2999.341,2215.993,3037.606,2361.705,2746.003,3770.010,4803.790,2296.054,3391.882,2844.716,2690.848,2009.776,1413.110,2683.094,3298.329,4157.754,3379.996,3797.031,2233.871,4470.425,2653.547,1737.558
2642,1288.333,3155.415,3196.673,2747.447,3506.618,4139.526,3607.781,4477.791,2949.438,2712.405,4588.407,3319.081,4242.549,2575.593,2416.049,2529.048,2512.044,2870.024,2760.776,2369.042,3010.832,2190.577,4403.504,2802.706,2319.784,3806.232,2609.333,4395.969,2603.356,3913.165,2259.266,2971.371,1959.065,3966.773,3128.065,2685.613,3013.432,2214.008,3077.142,2323.588,2757.090,3794.155,4785.938,2270.405,3384.333,2840.932,2712.583,1987.850,1421.689,2679.523,3285.737,4186.111,3399.209,3789.844,2223.964,4432.898,2641.861,1740.183
2643,1311.825,3164.296,3163.976,2738.634,3514.135,4115.895,3628.297,4473.189,2939.909,2717.106,4586.197,3353.901,4261.262,2572.351,2400.512,2506.411,2493.713,2848.473,2775.828,2373.816,3032.973,2210.168,4450.731,2832.468,2321.930,3866.260,2614.458,4398.523,2605.953,3911.350,2253.087,2973.781,1948.141,3994.663,3109.208,2685.975,3016.636,2202.334,3030.661,2347.613,2766.124,3769.902,4748.872,2305.988,3409.181,2839.936,2698.024,1998.742,1435.154,2682.650,3306.790,4180.000,3385.996,3853.301,2239.160,4469.503,2674.981,1753.167
2644,1292.619,3151.171,3184.155,2731.552,3517.145,4145.018,3632.321,4450.506,2937.275,2737.808,4588.297,3316.594,4284.333,2582.505,2416.635,2525.753,2481.441,2850.352,2771.503,2374.147,3006.496,2200.360,4418.950,2832.531,2317.248,3850.529,2620.873,4412.740,2629.399,3899.500,2259.716,2977.300,1973.699,3968.871,3131.958,2689.457,3017.790,2228.887,3061.489,2331.902,2761.671,3747.743,4767.647,2291.350,3395.844,2844.307,2676.936,2008.221,1408.026,2690.204,3309.844,4187.412,3353.286,3811.821,2243.846,4481.762,2656.066,1750.652
2645,1310.365,3151.318,3167.258,2738.516,3544.655,4177.082,3637.878,4464.730,2933.829,2743.197,4569.160,3316.246,4292.974,2556.258,2422.273,2499.097,2513.957,2853.105,2800.625,2368.063,3013.679,2201.037,4411.563,2830.018,2315.231,3838.230,2617.320,4393.896,2625.427,3896.695,2261.923,2980.853,1964.017,4017.358,3113.228,2709.558,3014.635,2215.898,3043.041,2358.442,2762.192,3741.479,4776.539,2286.980,3372.864,2868.819,2713.193,2002.309,1416.078,2661.731,3293.753,4193.203,3355.249,3808.797,2218.160,4438.238,2655.863,1732.503
2646,1299.000,3145.653,3161.740,2746.718,3538.517,4197.540,3632.578,4456.480,2903.174,2744.961,4583.361,3336.713,4293.243,2577.236,2422.069,2500.988,2500.234,2847.302,2755.698,2361.129,3006.113,2200.495,4426.122,2825.355,2300.859,3844.130,2626.831,4369.482,2614.742,3900.392,2264.664,2971.787,1952.971,3990.102,3102.568,2659.857,3016.484,2207.978,3036.815,2337.691,2765.748,3768.776,4721.660,2309.599,3392.277,2844.006,2686.853,2018.412,1418.715,2663.613,3315.125,4168.140,3357.050,3778.159,2213.644,4471.459,2655.921,1739.144
2647,1336.063,3133.783,3169.996,2746.843,3548.448,4156.736,3621.363,4456.986,2934.275,2758.591,4549.586,3338.398,4299.301,2572.895,2408.050,2523.096,2468.208,2855.568,2768.805,2373.584,2997.080,2187.210,4443.315,2837.147,2331.879,3872.351,2627.134,4408.084,2607.470,3901.645,2249.431,2998.591,1953.024,4010.761,3072.040,2683.848,3007.058,2225.007,3054.177,2365.122,2750.188,3768.584,4727.652,2306.868,3391.885,2858.384,2684.254,2020.307,1413.198,2684.395,3325.432,4139.797,3374.957,3808.892,2230.810,4453.172,2635.150,1758.558
2648,1288.984,3150.889,3178.415,2742.892,3517.596,4176.993,3632.622,4476.055,2934.217,2745.656,4589.662,3351.163,4313.986,2569.188,2409.730,2531.877,2491.648,2843.642,2774.186,2369.331,2987.697,2199.202,4456.350,2814.698,2327.234,3896.263,2646.600,4383.330,2629.341,3904.085,2256.740,2998.922,1965.708,4006.096,3090.092,2691.235,3030.132,2219.853,3047.475,2354.250,2767.125,3763.020,4762.254,2283.661,3391.553,2870.989,2712.062,2011.362,1409.061,2685.095,3315.237,4184.600,3384.842,3789.493,2195.611,4488.982,2666.775,1730.135
