 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14
2620,723.316,1577.322,1511.000,1155.765,856.696,1058.363,1002.025,887.455,1138.364,1397.545,1307.477,1161.180,1461.647,932.316
2621,719.919,1572.274,1511.057,1154.884,855.530,1058.004,996.597,885.203,1134.359,1391.275,1309.038,1163.662,1461.667,929.109
2622,721.439,1577.508,1509.598,1154.044,853.479,1055.000,995.934,883.480,1134.154,1394.121,1305.307,1152.493,1458.131,933.930
2623,727.490,1576.206,1507.134,1154.990,854.229,1057.892,996.062,885.562,1141.110,1393.943,1309.008,1159.708,1450.909,933.251
2624,724.279,1577.830,1509.231,1159.161,856.611,1059.485,996.397,884.650,1134.808,1392.583,1305.906,1166.159,1462.185,933.654
2625,721.282,1584.654,1511.063,1156.836,856.902,1057.483,995.497,885.282,1140.334,1391.209,1315.290,1162.036,1472.279,932.980
2626,723.309,1578.600,1503.317,1155.977,855.206,1058.152,993.378,885.659,1140.225,1389.090,1311.962,1158.202,1467.925,934.792
2627,718.355,1585.843,1507.709,1157.904,856.198,1056.676,992.002,887.438,1141.331,1387.467,1310.422,1162.359,1474.528,936.920
2628,718.051,1578.198,1505.857,1155.039,854.501,1057.019,991.452,880.348,1140.670,1391.409,1311.836,1152.680,1477.228,934.132
2629,729.194,1583.425,1506.967,1153.967,854.396,1056.285,986.565,882.747,1143.937,1385.215,1311.163,1164.123,1478.393,936.286
2630,718.098,1582.339,1505.171,1154.437,854.299,1056.379,986.921,886.190,1141.839,1385.275,1310.927,1153.226,1483.023,931.689
2631,725.304,1588.338,1508.207,1160.129,857.409,1061.226,989.175,887.634,1146.472,1387.770,1314.219,1164.369,1487.675,937.116
2632,715.402,1578.298,1502.198,1154.911,852.746,1052.411,983.559,885.379,1138.603,1386.911,1307.681,1153.072,1467.733,930.520
2633,725.483,1573.629,1504.893,1154.990,852.528,1052.459,983.623,882.664,1142.617,1386.193,1305.497,1155.073,1481.013,931.764
2634,717.419,1581.955,1504.491,1153.136,853.768,1053.387,981.437,883.759,1138.670,1388.139,1308.155,1152.726,1480.568,932.302
2635,725.868,1582.126,1506.383,1155.525,853.073,1054.489,981.778,884.200,1139.789,1385.277,1311.061,1152.548,1484.947,931.189
2636,733.478,1582.693,1509.779,1157.402,856.577,1056.808,986.680,883.901,1146.175,1389.135,1308.669,1153.785,1491.566,930.169
2637,722.887,1580.918,1509.536,1156.545,855.485,1054.661,984.608,885.586,1146.993,1391.254,1310.919,1154.972,1490.476,935.341
2638,720.919,1577.785,1505.595,1155.354,851.807,1051.529,984.350,882.612,1143.737,1388.124,1302.973,1155.086,1489.433,931.044
2639,715.779,1574.827,1502.049,1157.304,852.244,1053.729,983.165,880.788,1142.082,1388.822,1295.865,1158.292,1494.254,926.008
2640,720.782,1584.735,1511.895,1158.074,855.214,1059.080,983.109,885.239,1146.478,1389.781,1301.137,1155.515,1498.689,933.387
2641,707.951,1575.631,1507.372,1152.902,851.000,1053.766,979.909,879.715,1140.384,1384.455,1299.832,1152.768,1501.946,929.851
2642,714.262,1576.599,1513.099,1155.338,851.897,1054.313,976.673,881.603,1143.473,1387.698,1303.441,1159.204,1501.223,931.503
2643,725.255,1582.741,1516.917,1159.086,856.185,1059.543,985.752,886.264,1145.741,1387.209,1307.596,1161.418,1506.513,935.693
2644,722.588,1575.208,1508.461,1156.258,851.012,1052.763,979.271,883.833,1141.690,1387.751,1295.811,1154.858,1515.675,932.457
2645,723.870,1575.577,1511.014,1155.281,849.009,1049.691,977.679,881.660,1141.307,1383.642,1291.792,1149.524,1508.727,930.325
2646,726.409,1579.542,1519.311,1159.863,853.513,1054.788,978.712,885.679,1146.590,1387.588,1300.229,1160.092,1514.760,937.075
2647,723.998,1582.682,1517.493,1164.451,855.952,1057.398,980.522,886.574,1145.838,1387.893,1307.117,1157.685,1518.584,938.411
2648,730.743,1585.327,1511.831,1161.267,854.204,1056.966,979.973,886.557,1145.831,1390.929,1294.994,1156.372,1516.477,930.384
2649,729.735,1583.050,1511.033,1160.245,852.280,1052.976,983.493,883.110,1148.702,1388.996,1293.372,1162.118,1512.844,929.461
2650,720.583,1584.726,1507.243,1157.908,850.871,1050.064,976.971,881.883,1143.110,1387.231,1293.542,1159.800,1515.996,933.998
2651,715.877,1591.056,1517.491,1160.265,853.847,1054.948,982.536,885.383,1146.856,1389.751,1295.980,1158.425,1517.220,934.383
2652,723.806,1594.083,1511.569,1159.732,852.376,1054.102,978.921,885.394,1146.120,1389.319,1295.835,1165.713,1523.285,931.247
2653,717.071,1592.467,1509.523,1163.536,850.831,1054.639,978.600,885.587,1146.403,1384.310,1293.933,1168.093,1516.437,933.537
2654,727.696,1593.117,1512.749,1160.628,851.392,1053.197,979.766,883.291,1143.570,1389.104,1289.637,1160.076,1522.665,929.871
2655,718.816,1592.853,1511.085,1164.257,854.877,1055.757,980.339,887.565,1148.371,1392.169,1293.178,1164.132,1512.150,930.304
2656,724.387,1594.867,1516.215,1163.114,853.711,1057.398,979.912,884.892,1147.799,1389.286,1295.825,1159.616,1519.091,932.326
2657,728.804,1594.856,1512.155,1161.105,851.864,1055.718,978.924,884.344,1142.136,1386.741,1291.350,1163.027,1515.071,932.253
2658,724.284,1598.160,1511.882,1159.935,852.834,1057.678,979.377,885.184,1144.957,1389.553,1291.040,1173.823,1508.762,931.126
2659,730.618,1598.617,1507.865,1162.699,852.823,1056.597,979.098,882.781,1147.830,1382.168,1290.067,1178.551,1510.243,927.832
2660,727.034,1596.003,1505.904,1160.018,852.359,1056.757,982.802,883.418,1149.097,1386.060,1289.757,1185.530,1509.728,933.354
2661,728.944,1602.936,1508.358,1163.621,853.629,1056.412,983.973,885.092,1149.267,1388.617,1291.854,1192.855,1508.695,928.095
2662,723.289,1604.021,1505.581,1161.807,853.481,1056.666,982.464,883.340,1153.316,1387.095,1285.854,1205.477,1506.032,934.042
2663,712.502,1600.432,1501.417,1157.614,850.353,1053.954,976.728,882.706,1148.430,1385.089,1288.237,1209.019,1503.814,923.731
2664,726.581,1603.293,1501.906,1157.623,852.165,1055.715,977.508,882.364,1150.148,1383.713,1287.966,1232.804,1508.050,928.717
2665,727.850,1604.698,1501.281,1158.474,850.314,1055.287,981.044,884.257,1148.520,1379.674,1290.215,1251.733,1501.566,927.760
2666,725.422,1609.833,1505.796,1163.363,853.709,1060.965,985.865,887.384,1151.426,1382.450,1295.072,1267.071,1504.413,933.923
2667,733.105,1616.415,1502.893,1165.705,855.071,1063.701,991.745,887.958,1156.318,1384.961,1299.023,1290.093,1512.555,935.872
2668,721.304,1617.495,1503.759,1162.402,853.159,1060.211,991.306,883.958,1154.724,1379.417,1289.671,1307.602,1506.426,930.997
2669,731.223,1611.583,1498.031,1162.219,851.635,1058.307,994.271,883.564,1154.446,1379.518,1290.738,1324.912,1505.229,931.587
2670,726.755,1606.163,1493.504,1157.240,847.375,1051.924,996.736,880.281,1150.267,1372.928,1287.059,1329.100,1482.423,926.894
2671,720.848,1615.126,1493.228,1158.628,849.514,1057.109,1009.707,881.137,1153.959,1377.696,1289.748,1347.428,1496.848,931.208
2672,721.446,1616.528,1492.210,1158.980,847.161,1056.664,1012.695,881.950,1153.337,1381.235,1292.544,1349.144,1488.572,929.714
2673,725.179,1621.195,1494.632,1158.116,847.086,1057.491,1020.661,879.136,1152.238,1380.414,1285.782,1360.389,1495.595,921.331
2674,727.277,1629.449,1493.894,1165.097,853.527,1064.325,1030.764,885.044,1158.582,1385.346,1294.502,1371.374,1493.729,931.509
2675,725.032,1633.911,1494.734,1165.717,852.412,1066.193,1031.162,884.768,1154.203,1385.128,1292.530,1371.164,1499.795,928.661
2676,720.478,1632.200,1495.403,1161.297,850.580,1063.833,1036.924,883.102,1149.806,1381.478,1286.194,1373.788,1490.395,930.281
2677,734.328,1643.154,1500.608,1170.453,854.693,1069.200,1047.673,888.320,1160.151,1387.558,1296.635,1380.688,1488.369,932.852
2678,726.326,1646.160,1495.166,1167.716,853.938,1069.809,1049.130,885.465,1160.824,1390.542,1293.618,1384.303,1495.034,932.764
2679,720.346,1641.873,1492.042,1166.571,850.904,1067.438,1049.058,884.304,1153.825,1383.481,1291.617,1381.717,1490.712,931.954
2680,714.650,1642.494,1491.219,1164.315,849.147,1067.647,1048.684,880.470,1155.638,1380.792,1284.594,1382.532,1485.599,925.154
2681,731.186,1645.400,1487.784,1171.264,852.005,1067.765,1051.140,885.783,1160.125,1383.925,1294.406,1377.880,1489.706,928.526
2682,713.956,1650.241,1488.123,1169.309,852.423,1072.250,1052.258,884.827,1157.786,1387.731,1293.509,1378.090,1492.422,931.275
2683,722.478,1655.902,1489.755,1169.644,855.446,1073.858,1049.806,883.762,1163.006,1385.682,1290.080,1375.491,1491.940,934.944
2684,723.299,1655.841,1491.378,1172.009,855.783,1076.671,1050.500,885.740,1159.046,1387.877,1294.950,1372.745,1495.477,933.308
2685,721.578,1659.012,1489.851,1168.568,853.048,1077.087,1043.921,884.860,1164.313,1389.530,1292.664,1372.301,1502.917,929.095
2686,721.395,1662.233,1489.773,1172.542,856.755,1077.099,1046.448,887.747,1163.029,1389.312,1296.021,1365.458,1504.336,935.018
2687,706.868,1657.495,1485.363,1169.519,853.878,1074.581,1037.668,882.889,1161.911,1389.236,1282.430,1362.970,1492.479,930.145
2688,717.164,1658.745,1488.607,1171.490,854.930,1076.977,1040.323,885.883,1164.969,1390.430,1294.038,1358.158,1501.365,933.144
2689,719.882,1656.962,1488.980,1168.393,853.153,1078.478,1035.013,883.610,1160.876,1382.501,1288.597,1351.280,1498.084,929.277
2690,717.301,1660.780,1485.303,1165.641,853.204,1080.547,1031.572,881.043,1163.288,1389.999,1290.653,1349.483,1498.018,929.099
2691,722.699,1658.298,1490.172,1166.795,853.452,1085.087,1032.159,881.213,1158.608,1389.349,1286.986,1340.741,1483.494,933.350
2692,727.301,1659.552,1487.867,1167.808,852.208,1083.172,1026.105,884.713,1162.500,1383.888,1288.454,1335.278,1494.994,926.352
2693,713.995,1664.292,1487.650,1168.716,853.820,1089.769,1026.472,883.294,1163.310,1387.240,1285.534,1332.767,1494.506,933.726
2694,719.191,1661.354,1489.773,1167.128,854.249,1089.060,1022.242,883.387,1161.987,1386.374,1283.215,1323.260,1493.148,930.778
2695,719.417,1663.124,1489.149,1168.584,853.661,1092.155,1021.769,885.368,1161.760,1387.303,1286.170,1324.874,1492.350,930.733
2696,723.407,1661.015,1491.859,1169.363,856.138,1093.093,1019.675,884.365,1160.000,1392.299,1290.326,1320.060,1500.184,930.411
2697,713.990,1665.590,1485.670,1166.215,854.260,1092.493,1017.162,885.277,1159.581,1392.157,1288.915,1311.001,1493.943,928.968
2698,727.779,1658.776,1485.722,1164.095,856.354,1092.766,1011.019,882.694,1159.687,1385.292,1284.985,1300.116,1494.025,932.408
2699,727.963,1663.030,1486.280,1167.469,854.410,1096.023,1011.691,882.042,1159.585,1383.891,1282.304,1297.477,1495.864,931.036
2700,729.471,1665.144,1484.385,1167.583,857.826,1097.006,1009.547,883.453,1159.995,1387.535,1283.958,1298.457,1493.785,931.937
2701,721.821,1668.981,1486.224,1166.828,857.819,1095.373,1003.757,886.117,1159.642,1387.616,1287.054,1292.834,1497.541,931.078
2702,723.718,1675.885,1487.741,1171.614,860.888,1099.912,1009.836,888.490,1164.583,1392.290,1288.023,1286.143,1496.973,932.980
2703,719.154,1666.293,1483.295,1162.551,853.415,1088.184,997.517,878.894,1153.438,1386.538,1275.424,1276.431,1489.268,928.582
2704,719.360,1670.083,1488.636,1168.852,858.579,1095.972,1003.430,882.772,1158.322,1393.816,1284.251,1275.099,1494.037,927.196
2705,720.000,1670.595,1488.082,1166.303,857.442,1093.010,998.094,882.137,1159.468,1391.966,1284.962,1266.477,1489.828,930.034
2706,718.221,1670.068,1486.323,1166.664,857.954,1094.031,995.305,881.953,1159.879,1392.349,1280.787,1264.513,1489.041,931.039
2707,718.571,1675.814,1489.729,1169.421,861.999,1097.789,1000.877,884.212,1164.347,1394.946,1286.188,1266.990,1493.850,938.152
2708,726.853,1672.021,1490.246,1169.389,861.739,1097.964,1000.535,886.704,1165.596,1397.415,1284.615,1262.694,1489.579,931.991
2709,728.260,1671.048,1489.536,1169.696,860.116,1096.855,996.487,884.007,1163.389,1391.430,1286.222,1253.730,1481.267,928.494
2710,716.645,1666.499,1483.260,1164.167,855.431,1089.657,989.363,884.847,1158.796,1397.080,1280.963,1245.142,1472.906,930.982
2711,734.917,1665.912,1482.859,1163.219,856.401,1093.988,990.194,884.173,1158.502,1395.174,1280.477,1236.596,1483.915,924.561
2712,725.130,1668.949,1491.178,1164.038,859.371,1093.349,990.242,885.940,1163.250,1402.011,1284.906,1235.888,1485.959,929.252
2713,730.407,1668.200,1486.291,1164.092,858.583,1092.695,988.202,885.053,1158.691,1401.234,1281.555,1234.981,1480.759,930.284
2714,725.902,1670.514,1487.857,1164.028,860.047,1091.850,985.472,885.093,1160.144,1402.089,1282.471,1234.997,1482.998,927.196
2715,715.838,1673.731,1482.717,1162.500,858.075,1090.374,985.422,883.515,1158.305,1403.536,1284.458,1225.204,1475.935,932.338
2716,735.127,1669.376,1481.149,1162.171,858.891,1090.011,984.432,883.916,1160.069,1403.810,1279.631,1219.349,1467.277,929.447
2717,731.419,1672.804,1482.327,1161.938,854.538,1088.118,981.957,880.719,1161.059,1400.723,1280.759,1212.842,1466.288,928.041
2718,721.620,1672.543,1482.718,1162.765,856.269,1088.400,982.561,881.537,1155.905,1406.130,1273.793,1212.569,1478.151,931.703
2719,724.674,1679.113,1488.951,1165.554,857.787,1088.583,981.227,884.187,1163.141,1407.408,1281.186,1209.796,1461.156,930.699
2720,726.728,1685.016,1491.630,1168.379,859.759,1091.877,983.457,889.846,1160.818,1415.456,1284.913,1210.990,1470.182,933.867
2721,734.985,1681.877,1489.320,1161.623,855.768,1088.368,976.952,884.071,1156.529,1404.045,1277.120,1209.309,1473.989,929.288
2722,733.635,1688.554,1487.301,1163.401,858.857,1087.189,981.865,884.239,1157.424,1405.241,1278.538,1201.506,1463.667,928.853
2723,730.767,1698.436,1492.826,1162.968,858.674,1088.597,980.039,886.251,1161.879,1407.509,1277.973,1203.835,1465.640,934.398
2724,741.990,1704.845,1489.317,1163.556,858.574,1087.671,981.191,884.650,1160.708,1406.180,1275.724,1196.991,1466.852,930.500
2725,728.270,1708.586,1496.386,1166.463,858.949,1086.436,979.444,887.919,1158.711,1407.904,1279.298,1190.028,1467.025,931.362
2726,735.047,1715.648,1494.513,1162.897,858.668,1083.433,979.899,886.294,1153.384,1406.866,1279.231,1187.594,1466.952,929.056
2727,737.525,1721.418,1490.763,1165.013,859.522,1084.364,975.432,886.769,1156.094,1412.199,1274.438,1187.012,1465.297,927.856
2728,730.539,1728.149,1489.979,1165.318,861.078,1085.414,976.646,887.566,1155.307,1408.560,1276.241,1185.120,1458.683,929.345
2729,730.480,1723.505,1486.324,1162.235,857.788,1080.324,971.700,882.915,1155.127,1406.767,1272.097,1168.152,1457.554,927.738
2730,726.005,1729.355,1485.990,1161.452,856.384,1078.096,973.440,882.742,1159.648,1410.519,1272.776,1171.860,1451.967,930.311
2731,739.189,1734.405,1494.550,1167.683,860.307,1082.015,976.166,886.803,1157.493,1416.635,1274.258,1173.302,1464.294,935.155
2732,722.324,1734.564,1497.215,1168.822,861.180,1079.704,973.562,889.569,1161.277,1429.072,1274.645,1172.595,1455.292,926.978
2733,725.775,1733.537,1491.703,1165.704,859.525,1077.773,971.621,883.626,1154.402,1429.369,1273.201,1168.490,1453.960,933.442
2734,727.748,1733.843,1494.042,1166.159,858.381,1076.466,971.857,884.998,1159.938,1438.870,1275.244,1171.782,1457.680,925.699
2735,727.196,1739.572,1498.412,1167.413,863.004,1079.462,973.383,888.351,1164.888,1448.071,1282.137,1162.705,1459.506,936.854
2736,735.375,1734.907,1494.448,1163.228,859.926,1074.507,967.864,887.132,1156.922,1447.670,1275.612,1165.463,1453.313,930.066
2737,726.091,1732.459,1494.416,1164.258,860.659,1076.070,971.640,886.643,1153.584,1457.507,1273.665,1160.611,1448.252,923.326
2738,721.034,1732.569,1495.820,1163.793,857.768,1072.255,968.492,886.504,1158.015,1463.510,1277.096,1154.020,1444.206,927.402
2739,729.578,1735.376,1495.038,1169.323,861.125,1077.168,972.073,888.602,1158.102,1475.385,1278.539,1157.456,1455.495,929.090
2740,728.078,1729.878,1490.925,1162.942,856.801,1068.082,966.081,885.826,1154.562,1477.049,1271.620,1151.158,1447.560,931.449
2741,737.132,1723.321,1493.970,1168.490,861.125,1076.308,973.219,888.993,1159.961,1482.511,1280.262,1154.786,1457.255,929.644
2742,736.672,1726.224,1489.849,1164.211,861.255,1071.488,970.825,886.139,1156.988,1490.775,1276.841,1147.892,1450.446,931.805
2743,737.949,1724.540,1497.300,1165.108,859.342,1071.254,964.995,884.569,1159.024,1499.744,1275.465,1144.913,1453.836,928.720
2744,723.637,1721.204,1494.361,1162.784,858.863,1070.498,967.240,885.787,1160.041,1501.483,1275.966,1143.007,1452.687,928.778
2745,726.630,1722.587,1491.928,1164.740,858.582,1069.197,966.705,885.187,1156.344,1514.042,1279.330,1150.155,1448.424,928.883
2746,732.088,1719.288,1495.432,1166.672,861.104,1069.337,969.554,886.304,1158.316,1521.881,1278.016,1145.808,1449.711,931.206
2747,732.498,1715.111,1496.649,1169.987,861.613,1070.409,972.394,887.285,1159.970,1520.611,1281.929,1144.677,1446.137,931.856
2748,725.118,1709.487,1491.469,1167.356,858.592,1066.049,966.340,886.016,1160.322,1521.720,1279.895,1143.391,1453.945,929.215
2749,721.346,1704.918,1493.703,1166.425,859.592,1068.559,967.618,888.792,1158.707,1526.361,1278.975,1146.424,1458.552,931.156
2750,715.821,1704.060,1491.401,1164.869,857.259,1062.187,964.801,882.945,1154.406,1521.827,1285.955,1144.672,1445.081,928.901
2751,729.593,1700.852,1491.895,1163.748,859.196,1066.581,971.412,885.247,1155.686,1521.834,1279.215,1144.326,1446.400,928.504
2752,724.953,1697.297,1491.248,1165.292,859.114,1067.213,968.942,884.646,1161.810,1523.023,1276.223,1144.039,1444.286,921.887
2753,727.174,1695.203,1488.416,1161.502,857.269,1062.160,968.749,883.611,1155.621,1519.361,1273.802,1137.771,1451.133,925.409
2754,736.794,1693.004,1497.008,1167.173,862.881,1066.854,972.064,889.692,1161.901,1526.228,1284.579,1140.884,1451.486,931.139
2755,715.228,1691.921,1495.224,1166.102,862.193,1066.629,971.409,887.058,1156.621,1524.326,1283.429,1146.854,1451.210,928.274
2756,735.539,1695.982,1493.823,1165.258,860.765,1066.577,967.944,887.318,1154.833,1525.535,1282.891,1141.190,1452.984,930.650
2757,724.473,1689.026,1492.435,1166.545,860.073,1065.593,972.239,888.034,1159.682,1518.536,1275.424,1141.836,1450.019,927.832
2758,727.696,1690.380,1495.066,1167.693,860.976,1064.509,968.656,888.689,1154.880,1514.127,1283.695,1139.914,1456.539,927.688
2759,721.875,1686.576,1494.117,1167.102,861.201,1064.977,969.025,888.221,1157.159,1515.948,1283.122,1143.331,1451.053,928.162
2760,726.135,1676.270,1493.080,1164.200,857.740,1063.250,968.358,883.693,1157.140,1504.074,1278.149,1142.305,1448.781,927.896
2761,730.618,1677.808,1500.837,1166.050,859.280,1062.403,968.248,884.063,1155.633,1501.668,1283.093,1137.609,1445.554,922.062
2762,720.897,1680.496,1493.395,1161.311,857.765,1062.837,966.784,884.077,1157.354,1500.853,1280.273,1135.959,1450.250,926.606
2763,724.517,1680.750,1498.584,1166.055,862.360,1064.317,970.234,889.359,1157.244,1497.999,1287.363,1139.761,1450.844,929.539
2764,724.667,1675.764,1499.668,1165.378,861.447,1062.824,972.495,887.804,1158.299,1496.524,1282.202,1141.377,1452.627,928.022
2765,715.757,1674.736,1493.032,1166.711,860.018,1060.161,966.587,883.914,1154.340,1492.777,1282.435,1138.142,1441.548,929.825
2766,729.039,1675.851,1502.334,1167.287,861.260,1065.373,968.100,888.157,1154.336,1494.943,1287.165,1136.585,1446.360,925.658
2767,717.559,1668.733,1495.025,1160.941,855.513,1059.622,966.842,882.797,1150.630,1480.978,1283.445,1134.411,1440.357,924.837
2768,729.520,1676.607,1504.444,1160.838,857.918,1061.136,966.847,885.743,1152.563,1483.368,1288.123,1135.566,1441.624,927.901
2769,732.583,1670.158,1504.889,1164.813,863.573,1067.571,971.578,890.168,1158.976,1484.745,1294.404,1142.005,1453.987,930.277
2770,718.696,1669.122,1500.952,1159.144,860.077,1059.719,968.580,883.827,1152.925,1469.908,1285.751,1131.955,1444.576,926.090
2771,723.392,1669.754,1505.174,1162.588,860.856,1063.944,970.597,887.457,1157.313,1475.010,1287.753,1135.019,1447.302,926.376
2772,731.669,1665.959,1500.151,1162.940,858.991,1061.743,968.632,886.676,1148.896,1468.263,1285.035,1132.808,1439.669,925.976
2773,711.154,1663.655,1496.818,1159.733,857.583,1056.946,969.497,883.166,1147.411,1464.399,1290.156,1132.723,1438.880,923.918
2774,727.728,1667.880,1507.431,1164.287,862.891,1064.241,973.140,888.621,1153.257,1472.842,1298.803,1141.926,1445.551,929.858
2775,716.855,1661.558,1503.581,1164.552,860.945,1060.134,975.568,887.310,1151.016,1461.736,1299.620,1140.223,1438.568,926.872
2776,716.228,1666.896,1511.427,1164.899,857.880,1059.568,972.895,888.289,1152.540,1460.393,1299.208,1135.304,1442.286,923.319
2777,727.855,1665.091,1505.975,1163.600,859.791,1062.093,971.220,886.962,1156.360,1459.808,1295.188,1138.363,1446.634,924.027
2778,723.998,1664.315,1511.604,1164.193,861.105,1061.515,973.868,888.960,1157.832,1453.798,1294.679,1139.293,1449.341,929.694
2779,721.338,1667.598,1508.875,1160.933,858.148,1056.992,971.303,886.199,1154.479,1451.117,1299.435,1135.305,1446.004,927.559
2780,727.806,1670.366,1514.952,1164.687,861.010,1059.095,976.212,887.809,1156.776,1458.539,1300.774,1142.204,1447.298,929.374
2781,729.294,1664.002,1506.118,1163.140,858.169,1057.934,972.104,885.123,1153.180,1449.194,1294.421,1138.943,1443.433,921.389
2782,724.752,1661.655,1508.904,1163.891,860.591,1057.705,976.036,886.610,1153.685,1445.534,1294.641,1138.950,1443.070,925.440
2783,714.240,1662.279,1514.431,1160.242,855.868,1055.906,971.687,883.298,1151.698,1442.549,1291.933,1134.802,1441.213,924.281
2784,720.257,1657.777,1508.367,1160.939,856.574,1056.147,973.604,884.101,1152.464,1447.046,1296.397,1137.191,1441.041,925.994
2785,723.873,1664.706,1514.429,1160.892,857.974,1055.799,973.608,887.601,1155.101,1443.255,1297.229,1137.352,1446.624,932.121
2786,722.147,1663.052,1514.784,1163.488,856.133,1054.442,977.238,886.605,1152.102,1444.107,1296.757,1137.471,1442.917,927.454
2787,722.218,1659.200,1515.133,1162.813,859.612,1056.337,974.218,890.225,1154.457,1441.871,1297.129,1139.641,1443.155,928.018
2788,717.319,1663.800,1514.263,1160.531,857.492,1054.837,973.161,885.082,1152.233,1438.109,1296.055,1134.471,1440.955,926.778
2789,725.027,1661.547,1518.557,1161.286,858.566,1055.733,973.974,888.234,1152.808,1439.972,1292.814,1139.271,1453.714,928.663
2790,722.752,1652.670,1513.681,1161.275,856.834,1052.064,969.216,883.702,1148.090,1435.572,1298.686,1135.911,1437.086,926.958
2791,721.218,1653.990,1516.372,1162.488,859.125,1056.182,970.123,886.103,1150.944,1433.761,1298.184,1133.375,1450.502,927.745
2792,722.431,1661.478,1520.869,1163.039,856.901,1057.267,975.421,885.452,1154.168,1435.794,1303.207,1135.507,1448.354,926.679
2793,716.159,1655.849,1521.659,1160.843,858.427,1054.274,975.250,885.478,1153.391,1434.118,1298.786,1135.836,1446.010,928.816
2794,723.441,1660.111,1520.084,1158.699,860.641,1057.658,975.460,888.873,1151.646,1435.018,1305.379,1136.496,1451.618,929.517
2795,718.375,1655.316,1516.191,1161.122,857.784,1058.224,973.681,886.866,1154.658,1426.399,1301.642,1131.247,1453.644,928.016
2796,721.250,1660.461,1522.156,1165.572,862.651,1062.965,979.097,889.452,1159.491,1430.675,1305.258,1140.710,1449.295,930.305
2797,727.235,1656.439,1518.976,1161.323,856.611,1061.017,977.168,887.660,1155.190,1427.288,1304.944,1143.386,1453.189,928.045
2798,727.512,1661.129,1522.946,1163.318,860.198,1062.569,977.495,885.638,1159.729,1433.625,1305.422,1143.331,1450.536,928.734
2799,723.941,1657.910,1525.250,1162.062,860.087,1061.291,978.046,887.690,1161.321,1427.841,1307.452,1137.289,1452.995,934.905
2800,731.907,1658.369,1523.577,1164.830,863.828,1067.555,977.736,890.923,1165.251,1425.552,1309.762,1140.744,1454.982,938.636
2801,736.706,1672.153,1532.497,1171.616,869.933,1065.653,979.413,892.293,1173.196,1431.798,1320.255,1138.737,1465.590,947.440
2802,735.306,1666.093,1533.874,1169.650,870.526,1067.816,982.315,895.738,1171.394,1426.179,1323.026,1141.512,1462.630,949.705
2803,731.748,1665.325,1534.817,1170.970,870.575,1065.257,978.372,895.893,1174.200,1431.903,1315.189,1141.522,1462.795,944.707
2804,739.203,1667.520,1531.773,1171.902,872.318,1066.309,977.376,894.213,1169.816,1427.880,1320.949,1142.733,1464.044,945.103
2805,725.716,1661.410,1532.416,1170.862,870.629,1067.721,978.771,894.222,1172.227,1428.893,1311.612,1138.095,1458.928,944.281
2806,729.875,1663.926,1535.361,1173.695,871.080,1064.229,975.029,894.938,1170.412,1427.537,1315.264,1138.200,1466.645,943.545
2807,737.647,1663.276,1535.088,1170.315,869.456,1067.433,975.563,892.582,1172.063,1423.954,1316.336,1136.852,1473.456,944.802
2808,732.402,1665.359,1538.536,1173.802,874.708,1074.624,979.848,899.906,1174.540,1430.554,1319.499,1146.404,1469.299,947.021
2809,727.071,1662.372,1536.391,1170.677,872.741,1071.421,978.111,894.956,1171.123,1427.964,1322.702,1143.477,1477.665,946.667
2810,732.493,1664.333,1536.948,1174.995,873.942,1072.668,979.599,897.656,1170.934,1423.488,1318.444,1145.243,1480.852,948.010
2811,730.493,1659.886,1532.227,1171.052,870.576,1067.674,974.356,893.367,1166.630,1420.441,1318.436,1143.232,1473.803,945.540
2812,743.951,1656.952,1531.552,1172.609,872.423,1070.432,982.960,896.287,1167.864,1422.948,1317.510,1145.064,1474.840,944.355
2813,734.549,1659.209,1538.799,1170.761,874.089,1072.042,979.493,894.356,1165.668,1421.642,1308.887,1137.255,1478.054,940.606
2814,743.515,1660.428,1536.182,1171.340,873.328,1073.577,977.827,896.493,1168.420,1421.909,1318.110,1144.234,1479.635,947.648
2815,738.027,1652.749,1528.813,1166.410,868.317,1066.997,971.732,890.316,1164.008,1413.277,1304.515,1136.619,1472.422,938.252
2816,742.725,1655.173,1527.864,1164.710,868.924,1067.533,972.830,893.337,1161.548,1411.554,1308.488,1137.472,1479.754,940.090
2817,730.208,1654.256,1531.467,1167.395,870.814,1069.501,975.704,893.418,1162.507,1411.147,1313.347,1135.862,1486.383,941.667
2818,735.284,1658.232,1534.384,1166.283,871.999,1071.857,978.835,893.836,1165.536,1411.511,1307.001,1137.290,1482.144,940.908
2819,734.801,1657.490,1535.403,1170.091,873.660,1072.142,977.149,894.771,1163.997,1409.968,1312.785,1138.833,1494.251,945.693
2820,735.373,1652.985,1530.500,1167.728,872.193,1070.981,973.871,895.467,1163.210,1406.837,1307.132,1140.823,1485.695,941.126
2821,735.988,1648.543,1535.284,1162.651,868.244,1070.949,970.941,890.842,1157.417,1408.090,1305.674,1139.229,1486.967,939.551
2822,742.373,1661.544,1534.493,1167.696,872.406,1069.844,978.411,892.903,1159.535,1404.852,1305.556,1144.835,1495.055,939.275
2823,737.855,1649.847,1530.782,1162.104,866.203,1066.750,972.662,891.003,1154.731,1399.091,1298.313,1133.982,1492.703,939.814
