 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14
1610,734.836,1640.279,1437.567,1170.085,864.113,1072.946,1002.331,907.686,1169.712,1434.224,1317.486,1196.249,1484.623,940.260
1611,734.306,1643.156,1440.016,1175.312,867.304,1073.585,1008.452,910.106,1178.257,1443.911,1327.319,1203.386,1493.382,946.910
1612,741.422,1644.743,1439.800,1176.274,869.034,1076.482,1006.855,911.545,1180.936,1441.854,1321.732,1196.466,1490.767,944.258
1613,735.422,1641.254,1438.984,1170.041,862.488,1069.649,1002.171,906.731,1175.256,1440.236,1320.212,1199.349,1486.482,942.726
1614,740.765,1644.212,1439.189,1169.949,865.573,1072.002,1004.495,906.266,1180.881,1439.786,1323.132,1195.971,1492.654,941.449
1615,732.025,1638.340,1438.275,1170.093,862.297,1071.506,1002.176,903.724,1180.362,1437.578,1319.856,1191.980,1492.443,937.842
1616,723.953,1647.684,1441.239,1174.057,866.990,1071.591,1004.971,908.055,1180.893,1443.276,1329.691,1198.108,1493.220,944.577
1617,737.287,1648.601,1442.557,1173.987,865.309,1070.889,1002.906,906.990,1182.791,1436.798,1325.125,1199.295,1498.350,944.506
1618,737.480,1640.229,1438.922,1169.926,865.221,1070.467,1001.701,902.613,1178.896,1435.361,1317.773,1196.882,1495.877,941.369
1619,739.762,1647.181,1441.106,1173.064,866.211,1071.864,1001.125,902.976,1181.934,1440.604,1322.732,1194.883,1495.799,943.915
1620,728.145,1645.105,1441.614,1174.018,865.208,1071.658,1004.941,904.350,1186.884,1438.103,1327.571,1195.930,1498.253,942.189
1621,742.311,1649.698,1446.588,1176.174,866.294,1070.432,1008.311,905.278,1185.032,1445.543,1325.207,1199.455,1500.885,940.492
1622,737.118,1646.291,1436.236,1173.275,865.173,1069.528,1002.379,902.082,1183.498,1437.478,1320.447,1198.681,1489.216,937.905
1623,738.282,1653.260,1443.981,1178.165,868.582,1074.888,1006.986,907.403,1187.026,1445.292,1329.872,1204.469,1506.360,944.778
1624,730.260,1646.132,1442.568,1176.171,866.683,1074.205,1006.674,902.574,1191.561,1442.835,1322.725,1201.414,1499.492,940.036
1625,742.395,1648.215,1441.558,1174.057,866.765,1073.872,1002.092,901.708,1185.640,1442.206,1323.772,1198.598,1510.654,943.420
1626,734.490,1644.352,1438.329,1175.917,867.124,1072.369,1001.654,901.184,1189.726,1439.331,1326.605,1202.582,1502.817,945.468
1627,740.002,1645.599,1441.285,1177.979,867.407,1071.691,1007.644,901.540,1185.967,1439.458,1321.395,1199.781,1492.066,944.874
1628,737.946,1647.101,1443.048,1177.799,867.733,1072.092,1005.447,901.593,1192.060,1438.251,1325.110,1201.659,1503.072,942.670
1629,736.252,1645.082,1439.758,1175.347,867.973,1070.485,1005.053,901.809,1190.007,1440.904,1319.627,1196.312,1497.381,940.075
1630,744.324,1640.844,1434.369,1174.075,863.950,1068.251,998.422,898.843,1187.134,1429.621,1316.423,1200.830,1502.973,939.240
1631,735.463,1646.887,1437.705,1173.231,864.443,1067.248,1001.217,897.839,1188.786,1438.340,1320.516,1197.488,1507.720,940.277
1632,732.973,1644.200,1438.356,1176.136,865.386,1067.786,1001.115,898.233,1184.077,1436.992,1317.709,1199.156,1514.776,942.147
1633,736.522,1649.321,1442.725,1183.592,871.287,1068.993,1005.721,902.278,1189.279,1443.887,1332.080,1202.770,1522.620,945.204
1634,727.725,1641.968,1442.782,1179.361,867.311,1068.460,1000.984,898.127,1185.639,1438.531,1322.662,1201.639,1520.447,937.304
1635,734.083,1649.542,1449.420,1188.250,872.160,1074.651,1005.571,905.161,1192.561,1445.875,1324.705,1204.929,1526.424,943.085
1636,744.493,1656.775,1449.423,1184.023,871.331,1069.961,1006.139,902.522,1192.616,1440.663,1329.181,1200.921,1527.209,944.892
1637,721.348,1648.289,1446.730,1183.153,867.411,1068.658,1002.565,900.799,1187.655,1436.205,1324.659,1197.934,1519.217,941.459
1638,733.564,1648.297,1444.371,1179.853,867.379,1067.558,1000.161,896.273,1188.835,1435.655,1322.277,1195.076,1520.938,939.230
1639,729.275,1651.609,1447.572,1182.752,868.194,1066.244,1002.733,896.347,1189.081,1443.034,1324.091,1196.001,1529.101,943.604
1640,737.051,1652.685,1445.337,1182.076,871.593,1067.183,1003.792,898.635,1188.306,1438.919,1325.297,1198.877,1524.296,941.824
1641,728.137,1649.380,1442.796,1184.177,867.999,1067.434,1001.335,897.475,1190.675,1434.402,1326.307,1189.508,1530.677,939.878
1642,738.287,1656.067,1444.464,1183.318,868.974,1067.168,1006.338,897.967,1185.593,1434.657,1328.404,1191.139,1532.503,938.395
1643,725.272,1651.160,1446.198,1181.289,869.699,1066.240,1002.572,895.887,1183.534,1438.214,1327.712,1187.494,1530.500,943.236
1644,732.201,1650.397,1447.296,1185.234,872.708,1069.892,1004.802,899.833,1189.311,1443.031,1325.680,1194.464,1536.801,942.063
1645,737.532,1656.350,1444.370,1178.527,873.222,1067.701,1004.414,897.158,1185.135,1439.854,1329.608,1193.290,1540.470,943.279
1646,736.909,1648.044,1443.844,1176.679,873.339,1064.077,1002.895,896.089,1187.003,1434.051,1331.021,1188.783,1536.437,942.452
1647,734.975,1649.726,1442.240,1181.318,874.809,1064.453,1004.653,894.278,1183.607,1432.928,1326.552,1189.748,1538.029,940.356
1648,741.985,1644.931,1439.141,1176.880,874.633,1063.721,1003.661,895.934,1183.387,1434.473,1321.516,1185.338,1528.946,936.732
1649,738.191,1648.767,1439.604,1176.005,874.272,1065.114,1005.857,892.314,1178.938,1428.604,1320.873,1186.463,1532.874,936.682
1650,729.100,1638.398,1435.268,1176.225,876.465,1063.287,1002.008,891.363,1180.061,1429.438,1314.994,1180.821,1537.306,938.650
1651,727.951,1636.570,1439.193,1175.210,874.255,1062.891,1005.758,892.271,1178.801,1430.184,1324.239,1179.961,1534.725,937.646
1652,735.049,1645.239,1441.717,1179.204,881.315,1067.130,1010.411,898.904,1186.348,1433.748,1325.674,1187.871,1540.843,942.062
1653,735.466,1644.889,1438.107,1177.313,878.335,1066.734,1003.040,893.049,1182.479,1434.102,1320.595,1184.459,1540.830,935.965
1654,730.203,1640.894,1440.698,1180.054,879.934,1066.420,1006.868,896.883,1184.901,1434.051,1318.262,1185.200,1551.168,938.979
1655,728.870,1643.992,1438.939,1178.217,879.232,1066.799,1004.872,894.343,1183.299,1434.668,1321.577,1184.984,1544.307,937.877
1656,735.988,1646.901,1446.580,1183.405,884.268,1071.687,1008.951,899.760,1190.459,1439.478,1328.330,1184.570,1552.003,949.633
1657,735.279,1639.391,1438.946,1179.102,878.288,1065.499,1003.185,893.702,1182.060,1433.864,1321.372,1182.252,1541.855,936.971
1658,745.186,1644.841,1439.410,1180.683,882.426,1071.005,1008.839,895.357,1192.645,1438.934,1320.016,1182.636,1542.809,942.798
1659,736.757,1642.610,1438.804,1179.761,878.244,1064.420,1001.370,891.769,1189.831,1432.693,1318.591,1186.890,1542.255,935.398
1660,739.314,1648.646,1441.537,1179.880,880.906,1070.637,1004.586,892.978,1190.915,1435.098,1318.814,1186.874,1547.041,937.860
1661,721.475,1646.312,1442.890,1181.596,878.386,1068.700,1004.271,894.606,1191.598,1439.905,1329.532,1188.611,1553.826,938.097
1662,733.093,1643.749,1438.584,1179.520,877.270,1068.942,1006.076,892.504,1191.199,1432.629,1321.952,1188.086,1550.421,936.292
1663,726.272,1643.506,1439.431,1180.133,876.835,1067.712,1005.842,894.228,1189.627,1433.066,1316.562,1187.623,1559.306,938.497
1664,734.887,1651.140,1443.128,1183.247,879.454,1071.296,1006.325,898.341,1196.289,1441.987,1321.963,1190.131,1553.209,939.870
1665,733.096,1644.622,1440.685,1180.087,876.511,1065.633,1005.783,891.097,1188.911,1432.652,1316.738,1187.798,1550.050,937.846
1666,732.806,1645.885,1445.369,1181.113,876.490,1066.037,1006.114,894.075,1191.761,1438.302,1324.116,1192.995,1559.686,940.143
1667,728.983,1643.957,1438.384,1181.277,874.913,1066.695,1005.305,889.968,1189.692,1433.288,1318.736,1188.559,1564.426,934.812
1668,740.551,1641.541,1447.214,1181.981,876.972,1068.304,1008.787,894.425,1192.327,1433.733,1324.448,1191.889,1560.893,939.337
1669,733.767,1638.768,1442.836,1180.183,875.941,1070.315,1005.359,893.960,1189.238,1435.677,1319.192,1194.669,1566.518,937.688
1670,735.961,1644.162,1446.975,1182.813,878.148,1070.141,1007.533,895.143,1193.193,1439.458,1323.261,1193.948,1571.241,940.484
1671,723.596,1638.427,1445.575,1180.642,876.989,1070.086,1007.984,894.873,1192.928,1437.759,1321.366,1198.529,1571.244,936.876
1672,737.145,1639.723,1444.715,1181.971,875.912,1068.213,1006.998,892.010,1190.805,1430.374,1319.634,1190.709,1575.686,936.997
1673,736.407,1638.283,1445.625,1180.859,872.913,1068.591,1006.597,890.255,1194.030,1432.904,1318.934,1194.193,1586.171,940.337
1674,728.863,1641.926,1453.827,1185.079,876.405,1069.824,1009.878,894.949,1196.278,1434.497,1324.531,1192.104,1587.232,943.217
1675,730.975,1639.350,1449.433,1183.340,876.731,1069.094,1009.235,895.601,1196.139,1439.569,1319.360,1198.036,1584.023,938.506
1676,734.184,1644.211,1450.714,1182.655,876.260,1070.618,1011.010,893.845,1195.907,1440.431,1324.426,1190.643,1592.623,942.118
1677,729.917,1639.930,1453.054,1179.098,872.506,1067.652,1006.002,893.342,1194.398,1431.322,1315.248,1188.226,1581.711,940.286
1678,724.297,1639.578,1447.922,1183.906,876.074,1068.214,1010.129,894.075,1197.979,1435.369,1319.066,1193.700,1580.762,936.751
1679,742.907,1647.164,1451.139,1183.328,878.153,1073.859,1016.329,898.555,1202.034,1440.393,1319.876,1194.289,1591.691,943.096
1680,736.005,1638.156,1450.629,1180.031,874.770,1069.827,1013.840,893.397,1197.102,1434.429,1319.575,1188.650,1582.516,949.398
1681,732.444,1641.814,1448.894,1180.594,872.518,1068.303,1009.815,894.207,1193.611,1433.699,1319.864,1189.667,1577.104,942.475
1682,733.718,1639.113,1453.183,1182.324,877.563,1069.980,1016.805,895.783,1198.946,1438.290,1317.969,1193.873,1582.496,944.549
1683,728.995,1641.514,1450.724,1183.365,871.181,1065.622,1011.976,891.648,1196.242,1428.154,1320.375,1185.715,1581.451,943.152
1684,733.831,1644.894,1453.948,1187.915,876.244,1074.890,1018.993,896.443,1196.972,1436.575,1322.496,1192.210,1580.963,948.759
1685,727.145,1638.694,1448.713,1181.124,870.610,1067.142,1011.014,894.178,1193.804,1429.367,1314.915,1186.178,1577.166,942.237
1686,737.775,1642.202,1459.381,1185.736,874.408,1071.242,1018.098,898.244,1198.578,1439.353,1317.364,1187.972,1573.061,947.411
1687,734.184,1637.170,1452.792,1179.961,868.825,1064.161,1013.134,890.754,1191.335,1431.605,1315.392,1185.412,1571.953,941.204
1688,724.603,1641.090,1452.797,1182.060,870.056,1064.942,1014.017,892.449,1195.911,1433.943,1323.187,1185.261,1569.952,946.410
1689,741.047,1640.811,1457.933,1184.161,870.810,1072.679,1016.892,894.010,1195.169,1433.894,1317.914,1190.092,1566.706,943.315
1690,733.559,1638.722,1458.568,1187.585,870.417,1071.508,1019.878,895.000,1195.836,1439.790,1312.157,1186.980,1567.924,951.050
1691,735.015,1639.622,1453.834,1182.447,868.232,1069.001,1014.675,892.411,1192.277,1436.441,1319.652,1183.706,1557.625,947.221
1692,735.346,1634.120,1458.870,1184.853,871.298,1067.849,1017.945,895.533,1194.357,1435.379,1316.444,1182.003,1563.619,947.924
1693,739.174,1641.366,1463.684,1187.521,870.357,1068.807,1020.290,895.947,1198.181,1439.958,1320.066,1186.751,1569.798,945.192
1694,737.652,1635.763,1458.982,1186.415,870.104,1066.311,1020.030,892.488,1194.636,1432.907,1320.548,1176.801,1564.289,945.296
1695,727.657,1631.559,1453.040,1185.800,869.647,1064.328,1017.153,892.971,1198.345,1431.775,1318.802,1180.603,1567.973,947.725
1696,731.127,1634.624,1455.170,1185.070,870.537,1068.277,1015.713,894.402,1194.698,1433.820,1313.672,1179.493,1556.264,952.942
1697,730.478,1629.798,1455.666,1184.999,868.552,1067.469,1016.978,894.057,1197.789,1433.578,1310.728,1175.185,1559.636,950.060
1698,735.147,1628.764,1457.447,1186.575,868.534,1068.916,1016.031,893.618,1195.830,1434.460,1314.506,1180.649,1549.131,949.535
1699,727.975,1633.558,1454.276,1186.959,870.627,1066.203,1018.799,893.843,1197.112,1433.260,1313.035,1179.876,1562.050,954.887
1700,737.282,1633.813,1455.536,1188.681,870.044,1063.728,1019.171,895.727,1200.718,1436.937,1318.554,1179.530,1558.583,951.306
1701,729.571,1625.760,1449.508,1184.046,866.360,1064.425,1010.464,888.113,1195.708,1426.946,1318.870,1173.358,1554.526,949.013
1702,743.919,1631.490,1454.304,1191.977,874.130,1071.241,1020.884,896.534,1204.069,1439.598,1321.753,1183.852,1564.064,959.401
1703,733.956,1627.247,1453.608,1188.209,865.712,1064.838,1015.735,893.475,1196.881,1431.531,1320.852,1171.153,1558.295,951.453
1704,733.066,1627.116,1451.428,1184.608,868.955,1063.203,1012.094,892.976,1200.074,1434.208,1316.939,1171.485,1556.344,947.308
1705,725.681,1626.322,1455.133,1190.605,869.764,1067.782,1012.669,895.850,1200.025,1435.911,1322.243,1175.387,1555.109,955.060
1706,741.279,1629.476,1453.954,1190.214,867.582,1062.821,1012.722,891.560,1200.613,1434.359,1321.690,1173.099,1554.965,952.477
1707,736.863,1634.393,1453.844,1190.146,868.975,1067.361,1016.339,897.384,1201.166,1436.414,1321.639,1172.348,1559.880,954.078
1708,734.858,1631.019,1456.956,1189.309,868.650,1066.630,1015.550,894.673,1200.163,1433.476,1321.785,1172.773,1560.173,956.462
1709,740.243,1635.972,1455.522,1195.039,870.755,1065.147,1015.284,896.254,1205.219,1436.384,1321.011,1177.007,1559.884,958.724
1710,736.782,1630.813,1453.087,1190.870,869.051,1064.924,1011.209,891.970,1201.678,1439.428,1317.195,1172.643,1552.034,957.906
1711,736.044,1633.281,1452.526,1192.647,869.561,1067.149,1014.733,893.726,1200.685,1438.953,1319.011,1175.893,1553.967,956.137
1712,737.478,1626.218,1448.809,1190.620,868.655,1064.226,1013.159,894.326,1201.821,1435.350,1321.516,1177.794,1548.013,956.982
1713,736.757,1623.602,1452.704,1189.494,867.456,1059.713,1011.793,892.260,1195.621,1430.988,1312.398,1176.011,1548.016,955.073
1714,740.760,1618.482,1445.425,1188.895,866.692,1060.235,1011.625,891.629,1194.320,1436.218,1313.236,1175.711,1541.147,956.245
1715,726.946,1626.232,1446.724,1190.761,866.569,1062.454,1010.174,891.570,1194.786,1431.835,1316.752,1178.732,1542.543,951.490
1716,740.811,1630.673,1451.972,1194.346,870.174,1062.825,1015.246,897.957,1198.048,1434.056,1321.368,1178.205,1545.657,958.069
1717,741.904,1624.507,1447.667,1189.928,865.061,1061.924,1010.447,892.019,1193.003,1431.534,1312.591,1176.170,1534.673,949.630
1718,744.458,1626.363,1447.703,1192.967,868.628,1062.323,1015.971,896.447,1193.858,1434.744,1317.155,1175.764,1540.244,951.174
1719,740.627,1625.091,1444.984,1190.379,866.889,1061.424,1011.700,892.273,1195.089,1436.984,1314.276,1180.458,1538.462,952.779
1720,732.527,1626.754,1445.533,1188.150,863.587,1058.072,1011.088,892.752,1189.255,1431.417,1313.497,1180.021,1524.539,954.268
1721,741.098,1625.026,1450.875,1188.355,866.134,1061.313,1011.125,892.743,1186.541,1435.220,1314.993,1176.547,1526.489,950.283
1722,737.458,1630.904,1447.127,1186.900,865.488,1057.885,1012.116,891.849,1187.439,1428.036,1317.211,1179.935,1524.258,951.072
1723,733.100,1622.323,1441.914,1182.043,862.474,1057.936,1010.043,889.146,1183.967,1429.410,1312.546,1177.453,1527.839,946.543
1724,726.176,1623.865,1436.569,1183.182,863.749,1055.464,1006.246,888.173,1187.502,1425.952,1313.189,1177.074,1517.123,952.501
1725,739.108,1619.296,1443.181,1182.659,864.144,1057.922,1010.545,891.103,1184.180,1427.546,1313.170,1179.033,1519.118,948.117
1726,735.358,1629.704,1440.044,1186.508,863.332,1057.874,1010.181,892.470,1186.514,1426.370,1315.486,1182.436,1514.155,952.797
1727,735.740,1624.685,1442.141,1185.090,863.926,1058.849,1014.648,892.160,1186.403,1426.950,1316.215,1183.096,1507.060,951.469
1728,728.760,1624.478,1442.283,1184.745,864.206,1060.316,1011.919,893.272,1187.649,1426.727,1312.529,1179.367,1511.701,951.472
1729,733.485,1622.593,1439.007,1181.626,861.979,1057.139,1011.293,892.056,1179.461,1421.246,1310.798,1180.752,1502.100,949.025
1730,742.223,1627.983,1441.873,1185.290,866.202,1059.306,1015.500,894.413,1187.505,1435.133,1316.126,1187.401,1502.722,947.596
1731,732.757,1626.698,1440.180,1184.813,865.945,1060.149,1011.904,892.575,1187.480,1430.397,1320.908,1184.823,1503.899,949.449
1732,731.480,1628.448,1440.048,1188.323,865.859,1064.207,1013.521,893.967,1184.039,1429.770,1314.878,1185.762,1504.594,947.228
1733,740.355,1622.557,1435.997,1184.528,863.431,1061.009,1014.158,891.935,1184.143,1430.245,1315.283,1184.789,1496.601,946.313
1734,735.848,1623.514,1442.381,1183.520,863.828,1055.078,1012.415,890.462,1181.183,1430.111,1315.446,1182.432,1506.179,942.868
1735,719.059,1624.858,1436.632,1187.527,863.513,1058.236,1009.060,894.751,1179.012,1429.727,1317.518,1183.095,1496.413,946.774
1736,734.684,1629.120,1440.732,1188.336,866.845,1064.029,1013.219,899.119,1184.192,1432.267,1321.561,1181.776,1501.546,948.641
1737,739.515,1626.540,1442.155,1185.865,865.875,1061.723,1014.882,895.228,1181.131,1430.916,1318.672,1185.936,1497.411,948.633
1738,735.532,1622.369,1436.163,1183.766,863.262,1060.460,1014.516,892.955,1181.286,1434.712,1311.975,1178.438,1499.345,949.624
1739,732.069,1621.305,1433.083,1183.934,862.353,1056.412,1012.563,893.148,1181.044,1431.710,1309.679,1179.087,1497.156,946.084
1740,736.061,1626.307,1436.715,1184.648,865.042,1057.681,1015.593,897.888,1181.472,1429.927,1319.629,1182.785,1492.645,948.216
1741,737.044,1626.118,1440.846,1186.953,868.654,1062.168,1018.566,897.869,1187.241,1436.171,1318.911,1182.403,1495.298,952.129
1742,735.098,1618.535,1431.974,1184.288,865.972,1057.145,1018.289,891.573,1175.849,1430.440,1309.363,1179.274,1494.188,947.889
1743,735.650,1626.330,1431.667,1182.055,863.675,1056.867,1015.575,891.854,1177.445,1431.301,1317.503,1175.594,1489.830,947.136
1744,728.958,1622.580,1436.472,1184.592,863.089,1057.618,1012.765,892.661,1176.512,1428.053,1318.266,1176.246,1490.063,948.409
1745,727.257,1621.242,1431.352,1182.844,863.142,1054.720,1014.703,891.812,1176.606,1433.603,1316.481,1179.585,1492.021,950.643
1746,741.838,1620.499,1434.255,1180.941,864.887,1055.800,1017.986,894.293,1179.589,1436.010,1317.810,1181.454,1483.292,946.560
1747,733.863,1618.153,1432.720,1183.443,861.864,1053.718,1014.085,891.964,1173.659,1429.398,1309.410,1176.129,1480.960,942.147
1748,720.466,1618.376,1433.646,1184.595,864.037,1053.188,1016.710,891.527,1175.296,1433.828,1314.975,1178.083,1481.289,938.046
1749,735.939,1613.641,1434.004,1183.698,860.656,1051.994,1011.772,889.806,1170.441,1430.398,1308.753,1174.018,1472.882,940.292
1750,743.159,1617.905,1433.939,1188.614,864.591,1053.038,1015.604,892.426,1176.599,1433.007,1317.383,1173.949,1479.744,943.622
1751,736.453,1617.627,1438.188,1185.042,862.748,1053.217,1015.739,892.061,1172.086,1435.375,1319.997,1171.095,1480.898,946.814
1752,733.635,1616.604,1436.109,1186.067,864.549,1054.279,1015.760,892.173,1168.778,1431.735,1316.610,1174.454,1476.598,944.063
1753,735.591,1622.567,1439.891,1185.637,862.298,1054.081,1015.681,894.789,1172.837,1429.516,1318.368,1177.608,1473.279,945.630
1754,738.039,1621.445,1441.719,1188.378,863.977,1055.798,1016.681,893.045,1169.938,1435.522,1315.286,1175.178,1471.529,939.619
1755,731.206,1624.549,1440.414,1189.276,862.538,1055.282,1018.120,893.112,1175.622,1440.732,1327.380,1181.103,1468.552,947.701
1756,739.118,1626.764,1444.155,1188.533,865.026,1056.569,1017.392,893.457,1174.393,1432.580,1320.035,1177.672,1474.994,945.017
1757,741.843,1625.387,1441.798,1188.921,863.694,1053.814,1017.722,890.981,1174.346,1440.168,1318.000,1177.070,1465.264,942.533
1758,740.801,1620.193,1439.041,1183.823,863.272,1057.594,1016.134,891.443,1171.260,1436.236,1317.986,1177.754,1461.993,940.697
