 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18
1536,726.024,991.127,1154.762,921.201,1217.389,1254.662,1328.769,1293.955,1179.224,1284.885,1177.604,1000.730,1103.034,830.103,816.141,856.036,887.304,1193.057
1537,736.243,992.809,1156.760,924.283,1224.316,1261.196,1332.627,1297.198,1182.210,1289.729,1181.756,1002.575,1104.108,832.040,818.342,858.700,891.685,1194.924
1538,730.998,990.644,1156.821,922.229,1221.922,1261.666,1332.751,1296.550,1183.062,1291.934,1179.481,995.808,1102.813,829.661,818.089,859.320,890.152,1198.252
1539,726.116,990.603,1149.729,917.773,1215.181,1258.391,1328.951,1289.093,1182.139,1286.667,1175.891,994.924,1105.547,825.893,813.094,855.768,889.518,1192.724
1540,721.459,992.566,1154.923,922.159,1223.286,1262.038,1332.270,1291.901,1186.168,1289.346,1179.017,997.781,1104.141,832.679,819.163,857.187,890.844,1194.785
1541,730.497,992.085,1155.030,921.365,1228.650,1260.779,1329.641,1285.214,1185.314,1294.913,1181.558,999.082,1109.888,830.848,819.494,856.870,893.418,1192.006
1542,720.310,989.399,1150.535,917.797,1223.085,1261.639,1327.721,1283.868,1179.528,1289.827,1178.833,996.271,1104.167,829.301,814.493,852.743,886.983,1188.167
1543,731.728,993.237,1150.896,919.886,1225.307,1255.537,1329.340,1283.464,1182.667,1291.988,1177.404,994.823,1103.902,832.532,818.010,857.873,891.534,1193.513
1544,722.687,987.647,1152.166,918.107,1226.984,1259.674,1328.276,1285.318,1183.071,1286.479,1179.260,993.992,1105.065,831.729,816.583,855.676,892.509,1188.726
1545,722.939,992.730,1152.960,920.983,1229.115,1264.531,1329.518,1288.416,1181.040,1293.019,1184.736,995.957,1103.147,831.568,817.780,856.452,890.847,1195.309
1546,730.080,992.820,1150.247,920.422,1221.482,1263.450,1329.997,1281.190,1181.641,1289.743,1180.332,993.147,1102.955,832.123,815.045,857.312,891.044,1190.813
1547,735.507,991.567,1150.143,918.228,1223.566,1263.070,1330.326,1284.773,1186.111,1289.220,1176.929,1000.341,1105.303,830.111,816.987,855.978,891.530,1191.998
1548,724.284,985.828,1148.671,915.145,1218.500,1252.834,1321.233,1271.224,1181.243,1284.452,1177.627,993.479,1103.536,825.804,813.366,852.851,887.788,1185.416
1549,727.660,993.484,1153.520,922.186,1227.735,1270.854,1329.606,1289.212,1181.975,1291.883,1182.841,996.273,1104.973,832.045,821.139,857.874,895.028,1192.228
1550,723.821,985.823,1147.555,917.434,1222.312,1264.339,1326.432,1277.490,1177.069,1292.763,1178.597,988.922,1101.192,828.501,812.854,852.580,888.024,1189.157
1551,729.946,990.665,1149.154,921.554,1225.871,1264.874,1326.208,1277.846,1181.058,1295.500,1178.811,991.698,1102.054,829.587,816.069,855.980,894.032,1190.182
1552,727.301,987.926,1145.976,916.249,1226.257,1263.655,1326.746,1280.177,1181.396,1291.438,1177.795,994.801,1100.080,829.854,814.589,853.879,893.562,1187.980
1553,727.425,989.966,1149.995,918.619,1225.613,1261.764,1326.468,1280.431,1181.162,1298.293,1179.298,995.735,1099.206,830.775,817.669,855.825,895.561,1186.782
1554,723.393,988.584,1148.835,918.277,1229.045,1268.966,1331.447,1280.648,1182.606,1292.923,1180.341,1000.093,1103.250,830.121,817.060,857.078,894.673,1188.363
1555,720.798,989.300,1152.074,920.143,1227.547,1269.614,1332.806,1282.076,1182.958,1290.686,1182.793,1000.095,1101.099,833.660,822.302,858.139,895.805,1189.911
1556,723.449,992.103,1148.246,920.467,1226.118,1263.891,1328.097,1283.277,1179.442,1293.188,1182.794,1002.190,1103.226,831.729,818.930,853.512,894.773,1189.889
1557,729.575,987.749,1148.275,913.021,1225.564,1265.404,1329.533,1279.522,1178.532,1293.318,1176.384,1000.640,1098.544,828.538,817.660,853.009,898.020,1184.960
1558,725.730,987.296,1147.872,918.757,1228.776,1266.924,1328.001,1279.186,1181.457,1292.606,1177.171,1000.121,1098.436,828.219,817.180,853.458,896.606,1185.489
1559,733.301,990.909,1152.071,918.270,1230.843,1269.448,1331.518,1285.362,1183.012,1294.879,1178.909,1000.632,1105.028,833.257,820.110,854.704,899.186,1187.617
1560,736.020,995.037,1152.068,923.047,1234.974,1275.538,1335.764,1284.010,1184.836,1297.852,1183.640,998.924,1106.273,835.914,825.790,859.289,905.398,1188.945
1561,726.405,987.848,1147.810,915.975,1225.573,1265.027,1330.187,1277.492,1184.514,1292.262,1173.961,998.730,1097.758,834.605,821.410,853.198,898.323,1187.603
1562,726.015,988.934,1152.274,919.904,1230.729,1269.032,1332.680,1277.768,1185.040,1296.247,1178.322,1001.852,1104.479,836.161,823.616,856.636,900.341,1189.392
1563,734.209,990.329,1147.098,916.923,1234.163,1275.460,1332.297,1281.262,1182.292,1294.589,1177.203,1003.720,1105.660,836.079,823.600,855.493,899.815,1189.003
1564,718.947,987.254,1146.225,917.138,1231.160,1271.705,1333.500,1275.230,1180.228,1292.727,1177.099,997.026,1096.859,833.427,821.902,855.316,898.171,1185.072
1565,734.803,991.159,1151.230,923.051,1237.424,1278.572,1335.767,1277.675,1184.911,1297.907,1179.954,1003.110,1102.114,837.625,823.392,859.293,900.754,1192.942
1566,731.298,985.759,1147.828,918.510,1229.548,1270.991,1328.211,1277.823,1181.013,1293.529,1173.712,997.660,1098.091,837.184,818.460,854.033,897.210,1186.468
1567,726.236,987.511,1146.428,920.082,1235.946,1272.876,1332.752,1273.478,1183.754,1296.118,1175.031,1000.343,1099.175,834.298,822.164,853.849,900.444,1189.600
1568,736.985,985.980,1150.136,919.964,1237.260,1274.422,1331.409,1272.956,1183.806,1296.133,1179.530,1003.907,1094.405,834.590,822.268,856.047,904.073,1188.194
1569,722.912,985.939,1147.395,917.802,1235.016,1270.690,1331.828,1268.356,1181.155,1296.840,1171.055,998.363,1096.349,833.941,819.332,854.937,900.534,1187.111
1570,731.418,987.048,1147.728,918.889,1236.478,1268.818,1331.152,1273.776,1181.721,1291.274,1171.553,1000.604,1095.266,834.278,820.929,853.992,900.354,1184.075
1571,730.876,984.198,1142.439,918.617,1230.029,1266.861,1327.699,1270.827,1178.659,1287.458,1168.956,996.339,1094.750,830.934,818.916,850.144,900.470,1180.869
1572,722.046,980.730,1138.363,914.351,1236.775,1272.286,1324.096,1260.822,1171.977,1291.548,1164.777,997.833,1088.538,826.640,816.279,850.925,896.438,1184.252
1573,732.228,983.777,1145.301,916.535,1236.729,1267.554,1331.722,1265.815,1178.246,1282.117,1168.693,995.885,1088.022,829.901,816.737,850.536,897.578,1184.530
1574,732.202,984.911,1144.037,920.293,1243.486,1269.917,1329.829,1264.901,1179.250,1288.378,1169.275,1001.609,1091.095,833.156,817.700,854.352,902.389,1186.729
1575,728.294,985.857,1146.292,918.749,1237.777,1269.299,1327.987,1258.168,1178.676,1284.496,1164.651,1001.746,1089.149,833.865,820.996,857.531,902.636,1184.994
1576,730.587,984.845,1151.464,923.251,1238.721,1266.347,1332.709,1264.094,1182.930,1286.512,1170.490,1004.554,1094.174,836.005,822.260,856.534,907.207,1192.116
1577,732.481,986.331,1144.411,919.146,1238.219,1270.098,1329.791,1258.202,1178.128,1283.962,1164.320,999.816,1094.202,830.401,820.574,854.767,902.379,1183.888
1578,732.917,984.570,1147.326,917.041,1241.917,1265.669,1330.752,1263.397,1179.424,1290.415,1167.813,1002.381,1092.519,831.380,818.981,849.385,903.585,1183.379
1579,728.381,985.947,1144.213,921.491,1238.198,1268.472,1329.809,1258.263,1183.757,1289.752,1166.505,1003.415,1091.422,831.147,821.279,851.420,902.770,1186.942
1580,732.250,984.050,1145.869,921.425,1244.478,1269.628,1328.217,1251.944,1179.082,1292.054,1165.230,1000.307,1091.420,832.260,821.128,853.833,903.710,1187.990
1581,728.940,982.208,1145.794,919.984,1244.133,1273.630,1325.741,1257.375,1179.297,1284.756,1160.707,999.336,1092.393,832.252,817.864,853.047,900.519,1185.904
1582,726.230,984.304,1147.476,920.551,1233.719,1266.910,1327.075,1257.614,1182.267,1292.245,1161.583,1000.010,1091.173,831.979,820.623,849.560,899.767,1188.397
1583,731.765,981.499,1146.547,918.189,1241.592,1266.580,1325.524,1251.679,1180.271,1291.668,1163.836,996.679,1090.077,831.639,817.920,853.241,901.679,1180.678
1584,724.456,981.871,1147.522,918.889,1240.865,1268.032,1330.275,1252.848,1181.668,1286.731,1159.110,999.742,1093.490,831.890,817.856,854.068,901.780,1184.464
1585,731.667,981.834,1145.923,917.761,1239.012,1265.593,1328.553,1250.423,1182.551,1292.344,1163.072,1002.767,1091.115,834.010,821.074,855.913,902.104,1184.342
1586,741.864,982.582,1148.220,919.957,1241.332,1268.570,1331.868,1246.191,1186.743,1290.571,1165.867,1001.665,1094.229,836.080,823.392,854.928,905.460,1188.503
1587,724.318,980.032,1142.044,917.684,1236.027,1262.652,1322.548,1246.896,1174.987,1279.760,1155.247,996.019,1087.332,830.651,817.179,847.903,900.973,1182.268
1588,737.473,978.857,1142.192,916.148,1234.004,1264.656,1324.421,1243.893,1179.756,1282.479,1156.557,1000.027,1083.118,829.514,817.208,849.732,899.638,1182.090
1589,719.964,978.718,1142.352,916.359,1236.202,1267.787,1324.047,1244.763,1180.501,1283.053,1157.148,1001.232,1085.675,829.721,817.456,851.324,897.598,1181.029
1590,730.446,982.940,1146.580,920.503,1242.470,1265.630,1333.268,1250.161,1186.768,1289.618,1160.679,1005.032,1091.487,833.252,823.328,856.661,903.995,1185.971
1591,730.813,981.806,1146.385,919.554,1234.004,1263.206,1326.326,1245.750,1182.255,1293.423,1154.200,1004.482,1085.041,834.231,821.072,853.350,899.802,1180.880
1592,728.177,980.316,1145.678,918.262,1236.437,1257.884,1329.700,1240.717,1183.007,1292.759,1157.901,1003.575,1087.890,830.550,820.032,852.403,901.109,1184.160
1593,731.832,979.040,1145.311,916.668,1233.264,1260.607,1332.632,1241.030,1184.722,1290.327,1158.062,1002.595,1083.630,830.711,817.823,849.818,901.359,1181.945
1594,720.526,978.554,1144.485,914.964,1234.688,1258.293,1326.019,1235.931,1181.598,1287.577,1152.569,999.515,1084.627,829.701,817.130,849.668,898.684,1177.807
1595,730.864,980.760,1146.975,915.266,1236.948,1261.032,1330.310,1239.486,1182.026,1291.613,1154.396,1003.682,1084.338,831.328,818.745,851.201,900.580,1185.396
1596,732.747,979.353,1143.477,916.930,1228.894,1264.234,1328.929,1233.044,1181.792,1285.083,1156.349,1002.793,1081.967,829.559,819.722,852.313,901.474,1178.410
1597,727.799,977.822,1143.583,917.024,1232.213,1259.979,1322.036,1240.465,1185.359,1288.227,1153.942,1002.263,1083.949,832.260,819.486,849.836,903.796,1178.287
1598,730.813,983.330,1150.268,921.372,1235.456,1265.241,1332.756,1244.674,1187.512,1286.333,1156.707,1006.124,1083.486,831.391,821.175,853.758,904.250,1183.701
1599,729.024,979.159,1147.510,917.120,1232.713,1260.805,1324.203,1240.881,1183.567,1286.557,1156.630,1005.259,1081.941,830.085,821.117,851.580,900.325,1181.794
1600,725.439,976.973,1145.014,914.659,1227.357,1259.737,1323.804,1238.101,1183.870,1284.819,1152.070,1005.968,1080.904,830.504,819.203,849.826,901.147,1175.808
1601,730.097,979.540,1143.670,918.017,1235.993,1259.099,1327.518,1241.291,1184.836,1290.962,1153.904,1001.890,1078.229,830.616,820.218,850.868,902.100,1180.201
1602,730.049,981.094,1145.561,920.723,1234.350,1263.966,1326.570,1242.104,1188.957,1294.962,1151.551,1004.721,1080.107,835.101,820.967,854.010,903.020,1184.298
1603,726.964,980.399,1145.600,919.696,1233.749,1259.807,1331.437,1241.352,1190.265,1289.186,1153.585,1004.264,1081.134,834.466,823.177,854.765,902.246,1181.565
1604,728.413,979.509,1146.342,917.025,1223.407,1253.634,1327.051,1245.786,1184.800,1290.409,1148.203,999.561,1078.478,830.176,819.756,849.001,901.978,1180.509
1605,730.352,980.163,1146.843,918.081,1231.223,1255.111,1326.500,1242.720,1186.909,1287.593,1154.373,1003.227,1079.418,830.461,819.534,852.081,901.790,1182.901
1606,731.838,978.792,1143.841,919.759,1226.072,1254.245,1331.404,1238.981,1184.880,1282.847,1150.194,996.061,1077.800,829.485,819.782,850.221,901.231,1184.992
1607,735.934,978.023,1143.345,916.604,1229.289,1251.809,1328.852,1238.686,1186.914,1289.942,1146.408,1000.119,1077.490,830.171,820.233,851.170,901.447,1180.618
1608,733.303,978.432,1141.623,915.253,1223.538,1252.301,1327.399,1232.496,1186.611,1285.030,1148.067,1000.241,1077.421,828.286,817.958,849.051,898.916,1180.907
1609,722.820,979.264,1144.989,915.503,1224.432,1254.402,1330.390,1239.054,1183.191,1290.247,1143.321,994.099,1074.468,827.195,818.982,847.928,900.613,1175.068
1610,727.160,981.656,1147.571,918.899,1225.887,1254.245,1330.815,1245.269,1191.377,1294.225,1146.504,1002.413,1079.331,829.024,821.427,853.564,903.231,1182.222
1611,730.083,981.684,1148.859,920.342,1233.283,1254.735,1332.819,1243.076,1192.760,1288.058,1149.539,1002.402,1076.923,831.637,820.760,852.856,904.312,1183.174
1612,735.318,978.249,1144.621,918.177,1225.207,1255.844,1328.200,1246.645,1190.787,1287.938,1142.952,1000.723,1076.479,831.538,818.229,852.510,901.610,1182.082
1613,727.966,977.068,1142.734,914.956,1225.274,1255.154,1326.402,1242.971,1187.958,1286.645,1144.112,997.135,1073.135,827.204,815.849,848.940,902.520,1179.198
1614,729.592,980.561,1146.883,915.572,1225.074,1253.466,1326.981,1244.277,1190.282,1296.133,1142.886,998.570,1077.953,830.888,820.824,850.645,901.516,1181.464
1615,726.298,980.039,1148.603,918.026,1226.711,1251.427,1332.196,1249.782,1191.636,1286.438,1144.111,997.176,1077.338,833.427,820.580,850.813,902.797,1180.592
1616,720.527,977.287,1144.801,913.976,1222.245,1251.228,1328.538,1239.958,1187.255,1286.593,1139.249,992.611,1075.068,827.268,817.099,849.776,896.347,1177.134
1617,734.116,977.880,1150.648,919.211,1226.662,1250.530,1329.909,1245.937,1188.753,1288.162,1140.194,997.374,1078.582,831.174,819.907,849.951,902.748,1180.275
1618,733.723,981.215,1146.744,917.648,1226.162,1253.029,1333.113,1248.960,1189.255,1294.152,1142.535,996.449,1079.193,833.042,820.150,852.819,903.444,1179.824
1619,731.459,977.087,1147.616,916.464,1226.215,1252.784,1329.791,1245.318,1191.848,1284.208,1141.051,998.316,1074.323,829.289,819.809,850.985,899.591,1184.226
1620,728.845,978.315,1146.285,915.569,1223.889,1252.484,1331.002,1239.581,1187.697,1285.509,1140.623,993.778,1072.627,830.012,816.642,853.252,900.330,1179.372
1621,727.502,976.215,1150.664,915.520,1226.354,1250.830,1330.077,1236.060,1190.782,1289.113,1139.014,995.276,1074.530,831.701,818.817,853.492,901.167,1182.371
1622,734.587,980.918,1146.985,918.239,1229.594,1250.000,1329.338,1242.515,1193.546,1289.450,1144.767,995.478,1070.987,828.874,815.470,854.144,900.668,1178.623
1623,733.156,983.014,1150.684,918.214,1223.720,1250.121,1331.898,1239.214,1195.201,1287.736,1139.661,1000.950,1072.421,830.858,817.901,857.815,907.077,1185.646
1624,727.942,977.441,1143.278,916.205,1231.262,1246.928,1331.916,1226.251,1186.352,1286.719,1142.856,994.536,1069.130,828.442,816.000,850.813,901.958,1180.450
1625,716.224,973.943,1146.741,912.871,1219.434,1245.896,1331.014,1229.650,1189.783,1283.963,1131.961,994.433,1069.628,828.424,814.845,850.948,902.299,1176.127
1626,731.560,978.456,1147.199,918.052,1233.012,1251.193,1335.021,1232.948,1194.197,1287.760,1136.341,995.180,1067.089,830.472,817.195,854.611,900.838,1179.113
1627,725.779,977.210,1146.439,916.134,1231.650,1251.187,1333.033,1232.606,1193.524,1289.342,1133.789,993.566,1073.502,827.891,815.957,852.363,906.435,1183.125
1628,731.396,974.199,1144.317,911.002,1224.390,1245.251,1327.646,1228.765,1190.440,1279.672,1133.531,989.197,1065.927,827.859,813.029,848.830,898.444,1174.317
1629,728.073,976.645,1144.697,914.940,1231.364,1243.370,1330.722,1229.219,1193.642,1286.425,1133.994,991.204,1065.837,827.876,813.960,850.314,899.301,1175.417
1630,730.116,976.695,1143.797,915.539,1228.731,1246.010,1328.515,1225.823,1190.956,1285.670,1134.393,998.013,1071.069,828.640,814.270,852.465,901.696,1178.207
1631,736.422,978.368,1146.212,912.651,1227.878,1247.234,1327.850,1222.009,1187.363,1282.471,1129.012,993.796,1068.450,826.006,811.994,849.646,899.770,1172.293
1632,735.226,977.408,1147.230,917.383,1232.807,1245.600,1328.752,1228.310,1194.521,1285.031,1135.098,994.322,1071.461,831.463,814.887,854.458,906.107,1177.747
1633,730.668,976.126,1145.656,911.576,1229.767,1246.485,1325.931,1225.610,1191.450,1286.540,1130.471,993.094,1069.646,830.740,813.088,850.434,899.956,1174.277
1634,727.595,977.121,1145.854,911.550,1228.662,1241.400,1328.614,1224.506,1190.933,1282.800,1128.556,986.779,1068.772,828.594,813.812,849.890,902.308,1174.905
1635,734.568,978.304,1144.205,914.757,1224.520,1246.289,1325.087,1223.607,1191.074,1285.274,1129.403,992.047,1078.113,829.957,813.915,852.229,902.148,1172.259
1636,730.840,976.998,1149.970,916.497,1230.734,1247.228,1331.045,1225.739,1194.886,1286.917,1133.268,991.371,1079.808,830.902,815.023,852.364,905.748,1175.664
1637,731.929,977.083,1145.886,914.811,1226.759,1243.295,1331.398,1221.686,1192.118,1285.178,1130.825,991.920,1071.876,829.332,815.796,853.313,900.529,1176.840
1638,729.512,978.677,1145.672,911.209,1220.849,1238.975,1328.971,1219.291,1191.097,1283.106,1131.132,987.296,1073.346,829.892,812.122,851.037,902.955,1175.012
1639,733.541,977.613,1148.753,914.017,1228.140,1245.170,1331.074,1220.194,1192.546,1289.518,1132.273,990.090,1078.275,828.197,812.461,850.225,904.465,1177.471
1640,730.854,976.632,1144.926,912.232,1224.640,1241.862,1326.367,1216.878,1190.141,1282.479,1127.382,988.857,1075.253,828.399,814.139,852.566,901.543,1176.572
1641,733.066,976.550,1143.867,914.889,1221.978,1242.934,1328.089,1216.829,1187.938,1282.828,1130.929,987.883,1072.207,828.458,814.192,851.025,902.408,1171.984
1642,725.624,977.522,1148.424,915.185,1224.761,1247.782,1330.092,1215.520,1191.077,1286.377,1130.482,990.371,1077.513,828.508,813.099,854.275,904.389,1177.229
1643,732.588,976.221,1142.899,914.902,1224.089,1246.112,1327.962,1212.799,1191.944,1284.994,1131.874,989.133,1071.960,829.015,811.816,850.095,905.352,1173.487
1644,734.735,973.100,1145.135,912.561,1220.701,1242.472,1328.011,1212.992,1187.817,1283.493,1129.690,989.548,1074.142,827.697,812.353,853.364,901.026,1177.045
1645,733.463,977.704,1146.276,912.778,1222.569,1241.323,1327.122,1211.007,1184.078,1290.253,1132.419,985.979,1079.513,829.643,811.586,851.828,901.450,1171.986
1646,725.675,971.067,1139.257,912.242,1225.160,1234.766,1320.976,1207.489,1181.866,1282.606,1126.639,983.421,1070.096,825.054,809.047,851.972,899.490,1169.557
1647,727.808,977.055,1143.912,912.236,1227.264,1242.178,1328.195,1209.670,1188.858,1279.655,1129.853,986.953,1076.794,829.823,813.204,854.574,904.775,1176.111
1648,738.459,979.368,1148.674,916.616,1225.050,1243.271,1329.983,1216.163,1189.089,1288.143,1131.574,989.452,1078.056,829.295,815.309,854.933,902.622,1175.486
1649,737.978,978.817,1147.633,917.121,1225.414,1243.789,1329.545,1209.811,1192.337,1286.647,1132.003,993.069,1079.518,830.738,815.422,855.012,906.900,1176.714
1650,724.673,976.189,1143.611,914.800,1222.342,1238.604,1327.080,1210.306,1188.107,1285.936,1125.666,989.080,1076.638,831.017,812.836,852.501,903.047,1172.087
1651,731.337,974.862,1143.123,911.755,1220.851,1237.195,1323.802,1199.432,1180.622,1284.471,1126.071,985.530,1070.146,824.555,809.917,850.431,901.470,1172.650
1652,723.753,978.039,1148.457,912.806,1225.846,1241.079,1327.286,1209.920,1184.821,1287.580,1127.286,989.293,1077.346,827.482,811.889,852.439,905.526,1174.668
1653,736.012,978.008,1145.175,914.224,1226.601,1239.674,1324.405,1209.318,1183.966,1276.886,1124.463,985.426,1074.647,827.157,812.413,851.540,903.281,1170.102
1654,735.554,976.083,1144.429,913.169,1225.187,1246.582,1322.579,1211.104,1183.470,1283.763,1126.417,981.539,1080.566,830.333,813.540,852.864,905.880,1172.485
1655,731.520,979.482,1147.497,913.635,1222.788,1243.294,1326.506,1206.343,1187.764,1282.934,1127.976,981.414,1078.218,827.311,812.127,857.483,905.374,1173.273
1656,732.988,975.805,1145.233,912.539,1225.364,1237.724,1327.800,1210.928,1183.372,1276.929,1129.884,984.698,1074.732,826.505,811.860,855.213,907.821,1173.726
1657,727.543,972.950,1146.659,913.606,1224.471,1244.356,1321.981,1206.197,1181.480,1274.560,1129.462,978.139,1072.038,825.560,811.394,853.906,905.604,1172.845
1658,735.944,977.268,1145.056,914.505,1219.490,1245.137,1327.219,1206.776,1183.056,1284.658,1132.880,983.482,1076.549,831.262,811.070,857.084,908.440,1177.033
1659,733.002,976.272,1147.942,913.521,1219.993,1239.371,1321.718,1208.644,1183.072,1279.643,1126.867,978.708,1077.179,828.557,810.206,853.617,907.788,1172.116
1660,733.049,976.938,1140.221,911.113,1218.673,1243.313,1323.075,1210.137,1186.011,1278.694,1129.706,984.859,1074.330,829.442,812.357,857.473,908.214,1174.396
1661,726.541,973.956,1143.088,914.429,1215.477,1240.528,1319.359,1207.411,1183.823,1276.328,1127.444,980.178,1073.053,827.683,810.959,852.684,906.976,1172.259
1662,725.398,975.063,1140.790,910.296,1216.723,1239.125,1320.941,1201.275,1181.010,1278.440,1129.361,976.864,1069.783,827.186,809.202,854.073,907.189,1172.046
1663,722.097,975.907,1145.994,912.597,1215.785,1246.678,1326.216,1207.177,1184.260,1285.347,1132.584,980.599,1074.186,828.528,812.030,855.775,912.588,1174.717
1664,732.844,973.078,1142.027,912.909,1221.764,1240.537,1322.824,1208.125,1185.752,1277.819,1133.583,977.527,1073.146,826.078,810.621,853.706,913.814,1172.684
1665,732.435,976.166,1141.810,915.828,1222.430,1241.047,1320.126,1202.595,1183.901,1276.339,1129.827,978.010,1072.670,827.091,810.192,852.602,913.058,1169.331
1666,729.323,973.934,1139.522,910.699,1218.203,1240.075,1322.083,1199.528,1182.211,1279.543,1128.758,976.380,1067.050,823.629,809.308,854.189,911.619,1170.504
1667,733.842,972.502,1142.181,908.153,1213.986,1239.584,1318.149,1202.224,1184.997,1272.557,1127.572,978.181,1071.075,824.495,806.577,852.183,908.998,1167.642
1668,738.463,977.787,1146.770,915.136,1223.115,1244.958,1328.314,1202.732,1191.428,1278.627,1134.214,981.449,1076.263,831.275,812.029,858.328,916.866,1173.378
1669,731.735,973.333,1142.761,912.580,1218.352,1237.614,1318.374,1201.555,1185.327,1275.715,1131.364,978.669,1070.201,824.886,807.873,853.524,913.999,1170.408
1670,723.832,974.038,1142.861,909.624,1220.699,1243.718,1320.875,1202.122,1185.826,1276.756,1133.874,980.649,1065.712,827.171,807.835,853.823,913.239,1170.377
1671,732.733,970.439,1142.184,910.592,1217.788,1240.536,1320.370,1203.245,1186.462,1276.391,1135.830,978.820,1067.663,825.033,808.140,854.225,913.993,1170.357
1672,730.070,971.923,1143.597,912.366,1216.488,1237.744,1319.460,1202.197,1187.453,1277.768,1130.453,973.474,1069.045,827.776,807.981,856.860,917.295,1167.036
1673,734.883,972.360,1144.421,914.641,1221.283,1242.433,1323.236,1202.425,1190.056,1276.814,1132.348,975.309,1067.515,829.194,808.709,857.586,915.998,1167.623
1674,733.219,973.891,1144.181,916.475,1222.311,1236.944,1325.525,1206.125,1192.383,1275.977,1134.842,978.736,1071.351,829.546,811.116,858.850,916.011,1171.696
1675,733.136,975.073,1145.952,913.326,1221.210,1233.277,1323.480,1203.359,1186.275,1281.883,1132.520,974.543,1069.161,827.314,810.332,857.953,913.829,1170.022
1676,721.136,969.732,1140.244,907.775,1219.942,1232.565,1321.526,1204.127,1185.623,1273.608,1127.198,974.094,1064.244,820.488,805.519,853.124,914.053,1165.613
1677,725.502,970.574,1141.814,910.102,1217.183,1234.124,1318.332,1203.035,1185.111,1274.013,1129.384,969.490,1062.088,824.842,807.912,855.507,916.820,1167.541
1678,728.949,972.612,1142.530,912.234,1219.513,1237.053,1320.108,1208.167,1187.422,1271.106,1132.228,970.233,1067.740,825.637,807.527,857.170,913.817,1172.276
1679,729.342,971.929,1147.071,914.847,1221.617,1241.407,1324.022,1211.775,1187.314,1278.546,1134.744,973.958,1068.701,831.553,808.098,857.266,916.284,1173.820
1680,734.719,969.774,1146.932,910.546,1217.770,1239.520,1320.938,1205.210,1185.824,1270.416,1132.246,970.586,1062.012,825.856,806.709,857.026,916.538,1168.373
1681,733.986,973.394,1148.849,915.148,1218.093,1239.991,1317.301,1208.302,1188.307,1274.433,1135.372,973.312,1065.619,828.717,807.274,859.997,919.591,1169.348
1682,729.872,971.739,1149.266,913.844,1223.888,1239.411,1322.201,1213.870,1192.723,1281.957,1136.727,970.573,1064.388,828.355,808.609,858.881,917.809,1170.583
1683,726.507,968.794,1147.780,912.687,1217.422,1235.164,1314.633,1208.561,1183.986,1273.449,1135.560,971.938,1065.956,829.426,806.139,857.584,915.973,1168.335
1684,722.219,970.441,1147.556,912.659,1219.059,1238.642,1320.918,1207.554,1192.592,1275.910,1132.134,969.728,1066.689,827.496,808.406,857.556,918.443,1172.887
1685,736.721,970.205,1146.068,915.536,1222.146,1238.988,1319.352,1207.348,1192.135,1271.034,1132.816,970.330,1059.976,828.449,809.850,860.458,918.451,1169.681
1686,735.383,973.834,1148.061,916.163,1222.128,1241.932,1321.375,1210.456,1190.065,1276.677,1136.929,973.014,1063.303,831.146,810.710,859.205,918.695,1171.030
1687,725.139,969.006,1149.099,915.767,1221.572,1234.302,1324.466,1212.098,1189.441,1278.441,1136.475,970.634,1059.624,826.889,808.719,856.936,919.287,1168.905
1688,725.682,974.413,1148.302,914.960,1221.646,1241.754,1325.686,1210.161,1193.764,1275.566,1137.797,971.707,1060.184,829.557,811.858,857.870,921.900,1171.720
1689,729.114,971.393,1150.401,916.374,1216.651,1240.407,1326.950,1207.973,1195.502,1275.496,1139.447,971.571,1059.054,830.879,809.976,858.501,918.242,1173.455
1690,722.088,966.951,1147.622,917.183,1223.474,1236.504,1321.518,1210.890,1191.097,1269.757,1137.532,970.953,1059.090,825.679,808.899,856.562,921.121,1174.872
1691,731.100,967.130,1147.032,914.288,1222.467,1236.309,1321.294,1207.304,1192.029,1268.031,1140.297,972.146,1059.243,828.502,813.056,857.500,920.399,1174.718
1692,729.546,969.688,1148.803,914.192,1221.984,1237.247,1319.412,1211.258,1193.579,1274.517,1145.948,971.837,1062.210,831.546,812.466,859.882,920.857,1173.733
1693,735.391,969.732,1147.717,912.230,1220.855,1235.319,1317.309,1208.896,1189.137,1273.374,1137.747,970.550,1059.303,826.803,810.008,855.454,918.793,1171.732
1694,732.177,969.468,1144.619,912.934,1216.583,1234.427,1319.398,1204.273,1188.393,1270.600,1140.562,970.419,1052.548,825.117,809.244,858.071,918.868,1172.884
1695,735.296,970.984,1149.297,916.633,1223.808,1238.764,1320.964,1209.868,1190.782,1273.613,1144.084,973.827,1061.004,826.212,812.175,858.009,918.995,1171.467
1696,721.551,966.477,1147.351,913.553,1221.459,1235.930,1318.064,1203.742,1192.698,1266.216,1141.008,970.582,1053.059,824.328,808.656,855.893,917.421,1170.630
1697,729.913,971.738,1150.517,916.226,1221.560,1237.981,1322.527,1205.465,1191.578,1273.635,1143.381,972.226,1055.927,826.906,812.036,855.010,919.220,1177.154
1698,724.861,971.321,1147.406,918.832,1219.306,1238.377,1321.212,1204.017,1193.711,1275.859,1143.514,971.876,1056.474,826.855,812.037,856.325,922.676,1179.082
