 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39,Mean40,Mean41,Mean42,Mean43,Mean44,Mean45,Mean46,Mean47,Mean48,Mean49,Mean50,Mean51,Mean52,Mean53,Mean54,Mean55,Mean56,Mean57,Mean58,Mean59,Mean60,Mean61,Mean62,Mean63,Mean64,Mean65,Mean66,Mean67,Mean68,Mean69,Mean70
1711,760.002,1903.522,1875.239,2854.544,2057.625,2608.381,2340.370,3642.686,2190.425,3445.501,2736.927,2259.807,2482.892,1833.560,2004.068,2051.823,2590.124,2244.740,2076.775,2333.938,2305.061,2297.859,2471.264,2220.799,2381.901,2259.545,2697.424,2592.931,2455.798,2924.080,2813.860,2719.702,1749.051,3310.148,3110.188,3035.411,2733.591,2850.372,3890.219,2988.884,3374.959,3556.031,2234.038,2013.601,1938.152,1981.404,2141.949,2798.150,1876.166,1506.747,1481.754,1668.787,1577.361,1957.893,1798.236,2287.437,1995.734,1831.292,3293.387,2888.534,1502.077,1505.031,3544.410,1745.177,1617.943,1428.677,1388.687,1369.634,2275.418,1490.012
1712,758.034,1906.723,1876.004,2849.142,2067.679,2619.897,2352.496,3639.343,2189.238,3458.929,2758.178,2277.168,2477.877,1825.124,1994.829,2094.630,2616.541,2237.969,2068.953,2351.932,2306.385,2284.790,2472.569,2215.989,2396.396,2275.501,2708.394,2572.125,2469.888,2955.666,2831.518,2721.179,1747.768,3322.566,3113.260,3050.562,2728.906,2838.989,3918.609,3000.531,3357.376,3582.829,2241.777,2026.498,1938.483,1970.638,2147.258,2795.523,1860.892,1496.264,1473.165,1675.067,1571.093,1990.870,1784.168,2281.952,2017.336,1820.065,3303.184,2922.739,1502.677,1495.189,3594.745,1759.015,1652.474,1438.669,1401.964,1363.885,2276.160,1502.544
1713,757.986,1890.773,1872.010,2837.732,2054.903,2612.000,2369.481,3636.037,2193.689,3467.240,2739.159,2273.793,2512.168,1816.349,2000.702,2060.991,2609.687,2244.307,2074.899,2354.996,2319.002,2279.454,2464.928,2215.426,2392.800,2280.224,2725.091,2573.146,2457.241,2944.320,2850.414,2729.274,1775.158,3318.759,3116.554,3061.339,2719.086,2832.515,3917.769,2982.556,3383.615,3586.275,2232.788,2027.879,1945.132,1983.393,2130.300,2805.194,1863.973,1505.752,1477.725,1679.075,1564.212,1974.030,1786.275,2284.735,2012.726,1836.146,3299.882,2891.048,1523.320,1473.403,3573.162,1766.900,1627.307,1419.666,1389.018,1366.086,2273.491,1484.079
1714,757.371,1893.028,1864.517,2834.045,2064.643,2603.729,2356.531,3631.282,2176.792,3458.234,2742.761,2260.272,2517.749,1825.595,1996.982,2081.098,2597.837,2229.846,2059.957,2333.010,2301.119,2288.312,2457.079,2219.495,2382.391,2272.417,2720.836,2560.909,2468.337,2941.929,2833.790,2721.298,1758.707,3319.092,3120.819,3053.301,2727.793,2846.896,3941.375,2965.843,3395.546,3572.195,2222.650,2012.625,1935.201,1977.944,2153.505,2810.615,1854.226,1494.846,1474.044,1659.822,1560.405,1986.138,1773.536,2298.801,2007.423,1830.427,3300.920,2864.596,1515.690,1495.700,3548.869,1763.883,1622.178,1418.666,1386.047,1357.849,2274.438,1492.951
1715,752.184,1885.027,1869.970,2827.009,2067.126,2610.535,2355.341,3623.912,2173.824,3456.629,2741.742,2248.875,2488.366,1818.906,1999.988,2055.480,2582.514,2237.238,2080.235,2339.264,2306.409,2279.653,2464.116,2219.796,2374.179,2268.151,2697.049,2580.264,2442.184,2954.410,2863.895,2687.102,1742.249,3326.454,3098.178,3044.804,2718.075,2854.462,3911.341,2949.766,3368.101,3549.669,2235.489,2000.116,1913.630,1963.558,2136.973,2817.946,1860.711,1504.018,1482.161,1676.421,1547.177,1979.973,1777.480,2270.932,2010.416,1826.493,3285.463,2886.767,1505.337,1465.460,3546.609,1756.169,1625.560,1420.859,1381.625,1355.644,2271.281,1501.420
1716,751.840,1885.984,1868.022,2827.209,2068.066,2604.166,2370.471,3616.658,2178.424,3446.648,2747.873,2257.978,2489.230,1818.131,1989.302,2067.369,2607.454,2238.370,2075.435,2351.896,2297.562,2279.118,2468.040,2221.349,2371.994,2270.557,2727.358,2559.391,2474.709,2956.478,2852.275,2733.853,1752.906,3313.692,3112.571,3039.061,2721.367,2827.125,3917.028,2929.582,3369.051,3565.980,2228.674,2016.195,1927.262,1977.396,2145.114,2793.000,1853.044,1517.416,1467.926,1666.323,1572.571,1986.991,1797.657,2280.146,2011.869,1824.519,3296.287,2893.148,1482.568,1474.553,3558.501,1781.155,1629.403,1410.246,1380.411,1365.545,2269.362,1481.548
1717,755.421,1896.559,1870.079,2844.399,2083.084,2627.679,2368.413,3623.863,2187.950,3446.607,2757.416,2288.160,2511.168,1827.763,2004.388,2078.523,2606.604,2237.064,2065.054,2353.568,2296.255,2286.868,2475.854,2243.310,2394.946,2278.169,2720.701,2570.944,2471.689,2929.617,2849.363,2706.841,1773.407,3320.146,3117.359,3032.651,2728.433,2869.581,3915.096,2951.540,3378.799,3568.248,2220.626,2029.363,1939.717,1981.670,2137.127,2767.148,1857.037,1506.986,1487.502,1679.850,1606.063,1987.886,1798.144,2287.476,1994.547,1844.265,3281.726,2898.155,1510.012,1475.311,3549.916,1748.605,1630.779,1434.507,1383.910,1348.849,2289.121,1508.984
1718,757.194,1882.912,1878.356,2820.483,2079.313,2621.366,2356.465,3641.852,2193.146,3469.110,2768.195,2265.563,2528.477,1835.437,1999.801,2095.391,2594.873,2250.068,2102.092,2354.942,2306.506,2278.333,2479.879,2236.617,2392.267,2281.969,2734.211,2614.507,2502.992,2986.030,2862.477,2720.267,1756.640,3327.735,3136.860,3059.053,2720.934,2857.456,3897.739,2971.878,3373.458,3572.221,2235.873,2018.916,1926.064,1985.934,2142.850,2815.024,1857.827,1505.508,1466.842,1699.867,1579.991,1993.315,1789.115,2287.317,2008.798,1815.000,3296.484,2903.734,1521.542,1478.934,3515.681,1771.038,1630.951,1433.587,1402.326,1341.548,2291.708,1512.418
1719,749.474,1883.655,1873.489,2822.148,2077.892,2614.472,2354.721,3614.110,2174.432,3442.799,2758.070,2253.425,2535.640,1826.388,2005.288,2074.122,2611.715,2248.786,2082.352,2338.806,2280.362,2271.112,2459.078,2217.093,2374.952,2291.552,2740.949,2588.490,2487.428,2970.102,2850.972,2709.851,1757.929,3330.465,3123.809,3050.204,2733.501,2842.586,3904.385,2943.403,3390.472,3555.926,2225.992,2006.745,1944.262,1984.100,2121.147,2785.200,1857.807,1505.738,1473.146,1681.029,1565.920,1976.907,1783.757,2281.749,1997.587,1826.651,3274.199,2850.831,1499.968,1475.084,3550.635,1746.854,1638.409,1425.745,1375.049,1349.723,2286.357,1511.540
1720,745.175,1887.500,1865.822,2821.254,2084.349,2619.743,2357.607,3613.500,2175.013,3410.143,2758.041,2269.980,2481.679,1821.984,1999.120,2064.995,2592.447,2242.244,2084.792,2344.141,2279.129,2280.132,2471.561,2218.742,2358.271,2278.694,2733.848,2575.320,2478.321,2981.612,2866.884,2723.836,1785.431,3333.012,3125.661,3045.585,2728.596,2834.923,3901.246,2935.065,3350.337,3557.074,2235.756,2005.748,1933.131,1972.976,2147.541,2809.140,1860.393,1529.356,1473.722,1680.838,1591.859,1988.789,1798.581,2296.224,2003.748,1798.340,3286.252,2864.943,1491.006,1481.200,3539.782,1776.137,1627.892,1422.053,1373.729,1356.081,2286.862,1494.761
1721,752.096,1885.188,1866.746,2805.453,2083.902,2608.170,2354.063,3608.142,2195.897,3434.060,2781.603,2257.316,2489.136,1824.695,2000.535,2066.805,2585.108,2248.795,2077.399,2353.998,2294.795,2276.258,2472.020,2225.943,2383.368,2293.237,2725.867,2604.019,2477.561,2971.563,2843.531,2746.323,1751.714,3334.919,3131.541,3047.488,2719.101,2833.828,3910.226,2942.462,3392.237,3520.391,2213.605,1989.634,1939.891,1982.419,2160.051,2801.621,1861.420,1520.722,1480.049,1678.346,1604.160,1989.751,1785.812,2287.209,1998.158,1812.145,3259.320,2838.581,1478.678,1504.540,3544.635,1769.765,1653.791,1402.123,1393.791,1363.624,2297.870,1496.970
1722,755.438,1883.642,1870.340,2806.578,2092.554,2615.054,2353.513,3615.258,2165.348,3449.908,2777.668,2271.142,2469.443,1830.202,1996.145,2066.793,2589.821,2254.844,2092.351,2330.894,2279.724,2267.384,2477.331,2225.695,2366.822,2297.578,2738.593,2559.198,2483.297,2963.851,2848.117,2722.224,1767.552,3325.126,3104.078,3047.835,2722.080,2861.812,3872.935,2928.515,3398.074,3517.822,2213.242,2004.171,1940.624,1973.549,2124.964,2777.221,1861.009,1531.807,1469.333,1683.019,1588.712,1986.122,1789.968,2278.345,1985.087,1825.151,3283.120,2862.539,1491.069,1485.289,3595.707,1768.907,1632.542,1428.563,1405.225,1357.981,2281.136,1497.513
1723,750.067,1888.185,1872.638,2825.045,2104.232,2622.404,2366.664,3632.612,2169.617,3451.643,2806.701,2270.846,2470.096,1815.600,2003.048,2073.761,2590.749,2247.880,2088.021,2365.822,2310.222,2287.474,2467.895,2214.648,2377.162,2287.251,2742.088,2569.765,2488.040,2970.053,2866.662,2742.655,1747.205,3347.735,3113.432,3066.453,2745.064,2872.379,3906.460,2927.552,3419.756,3545.328,2218.503,2022.998,1947.795,1973.711,2143.873,2798.473,1868.821,1519.880,1475.956,1690.576,1585.779,1996.970,1763.321,2283.687,1997.858,1833.325,3283.618,2858.450,1509.891,1487.590,3563.696,1777.463,1642.581,1414.422,1397.279,1360.316,2288.421,1500.207
1724,751.321,1886.423,1861.399,2828.859,2092.400,2609.974,2367.812,3605.067,2181.412,3412.780,2771.388,2252.151,2462.266,1832.304,1999.692,2072.867,2583.617,2252.064,2083.796,2349.371,2299.968,2291.368,2466.162,2212.836,2362.583,2298.688,2731.515,2605.235,2484.710,2966.827,2868.704,2725.844,1752.653,3320.425,3113.102,3087.547,2712.404,2826.699,3871.787,2916.888,3365.281,3541.625,2236.110,2020.477,1937.713,1971.518,2130.871,2808.561,1862.355,1529.034,1472.524,1704.632,1584.935,1978.758,1783.604,2267.722,2003.532,1816.702,3271.105,2854.242,1505.905,1497.938,3591.473,1770.685,1648.673,1407.044,1368.168,1355.187,2289.941,1513.306
1725,748.612,1880.325,1863.386,2835.627,2102.582,2619.839,2341.145,3602.277,2191.307,3433.269,2780.968,2262.667,2484.302,1820.604,1988.764,2064.109,2571.453,2264.778,2090.263,2348.336,2292.911,2283.314,2474.599,2230.506,2355.274,2283.212,2738.869,2578.911,2488.786,2950.489,2882.813,2726.605,1769.953,3322.383,3115.898,3045.099,2729.545,2864.602,3885.326,2912.890,3382.733,3548.106,2219.982,2020.857,1931.137,1965.958,2124.963,2795.435,1862.498,1520.092,1471.564,1685.581,1588.284,2003.422,1778.509,2267.325,1983.914,1842.362,3281.141,2827.746,1486.266,1479.742,3612.344,1794.716,1641.478,1407.789,1370.886,1378.426,2272.388,1524.402
1726,757.742,1882.818,1863.565,2838.360,2099.335,2609.979,2362.258,3612.085,2182.108,3432.262,2779.400,2262.751,2490.340,1835.119,1998.935,2089.492,2585.085,2253.052,2096.412,2341.189,2291.694,2272.514,2464.562,2227.200,2335.861,2286.445,2731.266,2552.297,2482.447,2968.538,2874.550,2723.471,1792.966,3342.210,3088.653,3028.206,2727.426,2835.738,3874.264,2895.185,3351.435,3529.759,2245.427,2015.107,1955.552,1964.455,2139.854,2772.587,1847.214,1519.064,1478.096,1694.266,1591.039,1984.490,1772.567,2276.315,1968.040,1812.855,3260.990,2832.839,1482.578,1476.370,3598.478,1780.628,1646.100,1393.323,1377.995,1372.603,2274.904,1514.736
1727,750.165,1879.629,1864.362,2836.917,2108.449,2623.577,2357.099,3614.877,2181.159,3440.302,2815.222,2268.650,2482.915,1820.618,2007.156,2079.527,2597.984,2253.698,2074.963,2350.453,2285.510,2284.718,2473.475,2235.653,2346.073,2307.740,2753.555,2595.027,2480.835,2966.207,2875.450,2733.367,1803.519,3352.535,3124.220,3055.001,2723.619,2849.257,3893.240,2882.711,3355.104,3559.175,2238.833,2013.029,1946.974,1976.477,2147.437,2777.910,1850.473,1503.655,1477.039,1681.584,1577.377,1986.017,1762.406,2273.494,2000.519,1828.298,3280.390,2817.990,1485.331,1491.839,3646.014,1778.872,1629.065,1410.076,1396.845,1368.017,2281.318,1530.250
1728,753.289,1888.298,1858.424,2832.054,2094.039,2618.535,2369.551,3595.213,2193.723,3420.580,2826.435,2265.653,2466.945,1823.702,1998.928,2083.686,2576.672,2245.050,2073.132,2335.286,2290.019,2280.486,2461.238,2217.935,2356.022,2299.690,2769.815,2584.640,2466.680,2963.801,2883.208,2736.059,1788.377,3334.672,3123.572,3044.914,2736.502,2843.130,3876.384,2895.124,3377.299,3510.545,2229.073,2017.704,1953.219,1960.631,2138.273,2791.028,1853.919,1515.303,1477.487,1675.078,1575.597,1995.719,1766.511,2291.177,1980.721,1809.221,3266.118,2792.455,1482.639,1483.443,3646.688,1787.925,1646.677,1406.642,1403.137,1372.770,2270.460,1520.452
1729,747.581,1887.710,1871.973,2852.921,2111.012,2628.077,2375.142,3605.887,2188.125,3430.955,2846.258,2279.827,2471.847,1826.385,2004.801,2080.508,2569.719,2265.275,2085.570,2341.111,2278.838,2276.390,2459.325,2221.712,2324.051,2289.702,2749.520,2581.574,2478.006,2980.218,2882.378,2725.745,1797.620,3330.488,3131.646,3054.211,2738.653,2827.197,3879.084,2918.320,3350.866,3506.819,2243.841,2023.314,1964.970,1977.819,2135.969,2783.190,1856.392,1500.356,1465.359,1690.402,1592.149,1983.097,1780.978,2277.133,1988.606,1816.706,3236.681,2837.584,1493.513,1495.855,3647.084,1796.712,1633.401,1405.405,1403.457,1385.567,2269.391,1540.215
1730,754.876,1896.752,1867.231,2835.265,2113.663,2632.708,2367.884,3615.599,2177.427,3420.817,2841.994,2274.989,2472.345,1819.913,2002.022,2090.771,2582.976,2263.315,2093.976,2349.950,2293.675,2280.543,2464.424,2232.237,2342.958,2303.095,2772.973,2574.464,2495.160,2967.976,2909.215,2736.330,1795.970,3371.043,3140.580,3046.247,2725.267,2859.667,3862.868,2914.646,3346.806,3499.643,2246.124,1997.601,1961.708,1982.318,2150.495,2798.713,1850.982,1500.687,1476.934,1685.386,1583.706,2008.350,1783.070,2269.355,1982.004,1805.847,3261.243,2841.936,1492.201,1481.727,3637.885,1799.920,1646.460,1433.062,1396.791,1383.598,2267.594,1531.708
1731,757.318,1894.952,1868.018,2851.444,2108.820,2630.363,2366.196,3595.359,2199.048,3424.693,2844.520,2275.813,2486.130,1820.971,1996.339,2070.745,2569.871,2265.290,2105.902,2362.332,2303.181,2271.945,2460.810,2224.236,2338.964,2305.881,2750.265,2569.694,2488.210,2980.233,2902.407,2722.914,1819.552,3345.810,3142.258,3057.482,2725.505,2860.646,3884.073,2902.181,3364.060,3513.160,2234.833,2027.230,1964.237,1974.461,2155.505,2777.962,1857.180,1526.147,1471.107,1682.958,1584.489,1992.067,1758.071,2248.012,1987.267,1810.070,3257.860,2816.788,1488.929,1488.863,3661.110,1791.572,1668.096,1428.035,1400.576,1373.964,2268.252,1545.974
1732,753.378,1908.748,1880.646,2862.530,2116.883,2643.746,2373.313,3630.572,2197.870,3427.466,2874.801,2280.093,2498.830,1843.306,1992.563,2094.529,2595.226,2259.750,2103.161,2351.671,2283.439,2282.921,2472.698,2232.324,2324.038,2309.585,2788.486,2580.715,2493.969,2984.049,2925.371,2703.076,1860.535,3374.364,3124.851,3057.151,2746.140,2846.419,3865.417,2919.228,3379.046,3519.811,2228.115,1998.113,1969.025,1978.528,2157.391,2816.409,1857.577,1499.933,1462.213,1679.115,1606.697,1996.991,1766.261,2291.403,1994.830,1845.238,3256.427,2822.783,1475.404,1485.665,3708.042,1798.712,1675.620,1431.413,1375.620,1373.010,2282.554,1538.838
1733,754.598,1907.383,1888.455,2861.211,2124.986,2643.866,2377.535,3628.338,2184.269,3458.408,2864.440,2286.921,2496.285,1835.474,2006.046,2103.131,2596.929,2267.796,2107.586,2366.642,2307.929,2275.431,2478.813,2238.246,2347.420,2330.965,2764.326,2561.965,2497.934,2977.911,2913.924,2744.664,1834.013,3373.115,3136.821,3065.299,2730.610,2853.812,3897.980,2911.558,3357.926,3524.616,2255.320,2003.825,1972.586,1977.713,2152.536,2831.549,1854.850,1524.754,1482.367,1670.619,1608.532,1988.518,1759.732,2265.796,1984.776,1835.838,3262.260,2828.010,1484.205,1484.344,3701.593,1796.676,1662.630,1429.886,1373.189,1380.426,2277.745,1562.266
1734,760.469,1908.852,1877.174,2850.233,2105.974,2639.189,2363.336,3607.146,2174.523,3440.496,2841.393,2276.031,2483.783,1817.979,2001.342,2089.471,2585.464,2247.670,2096.121,2345.338,2271.713,2278.011,2468.044,2225.493,2339.869,2328.258,2770.002,2550.630,2484.704,2975.834,2894.076,2703.800,1851.822,3367.501,3140.620,3042.235,2764.986,2845.885,3841.370,2904.244,3372.528,3515.988,2217.621,2009.251,1961.613,1985.156,2152.098,2821.258,1859.520,1509.738,1463.168,1666.739,1604.288,1991.144,1769.908,2255.648,1972.503,1824.577,3232.515,2794.622,1479.395,1475.496,3697.246,1795.060,1647.751,1413.669,1389.261,1357.603,2265.702,1544.659
1735,754.144,1908.740,1888.992,2852.612,2117.297,2634.784,2374.425,3619.671,2167.611,3464.999,2876.346,2280.538,2459.764,1829.666,2001.587,2110.127,2575.381,2268.001,2105.323,2352.703,2268.190,2316.990,2474.912,2247.665,2364.206,2329.435,2780.920,2555.035,2489.342,2976.637,2895.494,2710.441,1859.071,3365.070,3137.925,3054.769,2757.491,2848.607,3882.506,2885.446,3351.207,3493.501,2233.185,1984.976,1952.492,1990.530,2154.099,2822.397,1865.109,1504.857,1470.060,1663.475,1596.799,1988.241,1756.270,2288.408,1983.043,1827.105,3235.662,2786.751,1465.373,1484.311,3695.546,1802.541,1676.427,1432.839,1400.499,1385.785,2269.688,1564.696
1736,752.909,1916.328,1883.724,2865.822,2113.616,2650.714,2383.958,3613.253,2195.201,3459.951,2858.033,2279.490,2465.079,1825.596,2003.248,2085.909,2584.866,2254.330,2098.911,2337.744,2267.822,2310.317,2471.511,2236.892,2352.896,2338.382,2792.135,2554.886,2493.614,2981.240,2914.656,2693.637,1851.249,3371.416,3147.560,3053.463,2741.117,2860.510,3873.095,2890.731,3355.302,3501.526,2232.266,2008.081,1958.047,1986.200,2147.344,2809.567,1869.529,1518.193,1472.612,1673.245,1613.794,1994.602,1763.784,2264.133,1984.021,1830.604,3274.408,2795.560,1478.460,1502.339,3718.358,1815.685,1633.697,1413.845,1393.680,1362.988,2270.338,1570.661
1737,763.555,1920.088,1892.728,2870.823,2118.896,2644.929,2382.094,3604.480,2185.105,3463.830,2868.527,2279.176,2440.904,1831.262,1998.826,2090.082,2587.056,2256.109,2092.260,2343.976,2283.112,2303.863,2460.511,2252.258,2338.473,2334.629,2753.057,2584.555,2496.338,2974.883,2889.267,2716.722,1850.323,3358.690,3122.372,3046.680,2738.160,2838.111,3858.275,2873.367,3339.376,3521.776,2220.116,1992.029,1962.997,1992.040,2161.257,2818.461,1855.631,1523.637,1470.906,1672.618,1601.682,1987.723,1757.350,2275.322,2005.715,1824.214,3253.973,2779.210,1474.844,1492.718,3722.684,1802.146,1668.716,1411.249,1410.455,1368.067,2274.739,1558.343
1738,747.392,1909.804,1883.579,2863.523,2110.362,2649.580,2391.525,3599.980,2180.315,3463.727,2830.982,2276.589,2482.592,1836.781,1998.262,2074.001,2572.219,2263.008,2095.539,2341.119,2276.343,2285.733,2475.886,2245.469,2338.327,2336.534,2782.959,2545.726,2488.823,2966.199,2874.383,2719.736,1838.545,3335.729,3151.276,3060.543,2742.071,2840.694,3812.231,2866.137,3358.346,3484.631,2222.295,1978.747,1964.080,1977.725,2167.855,2805.100,1850.308,1507.108,1474.898,1691.742,1626.829,1981.084,1772.382,2283.068,1986.925,1828.702,3247.393,2772.112,1474.753,1493.134,3737.829,1822.831,1659.814,1405.991,1398.018,1362.017,2265.171,1558.913
1739,755.737,1909.285,1887.545,2882.125,2108.244,2642.717,2384.593,3610.729,2164.794,3445.826,2863.447,2277.356,2463.834,1833.981,2006.429,2086.020,2606.341,2234.306,2095.503,2358.444,2287.177,2304.000,2459.817,2246.877,2334.636,2332.152,2776.844,2563.723,2486.470,2968.969,2926.864,2715.035,1853.024,3360.793,3139.605,3064.651,2743.763,2855.121,3875.427,2898.051,3348.767,3515.061,2227.360,1981.037,1954.995,1987.244,2158.481,2831.293,1865.652,1503.825,1473.756,1688.422,1604.078,1990.991,1747.733,2287.819,1979.494,1841.621,3262.275,2788.316,1453.475,1481.703,3745.698,1789.898,1652.571,1410.865,1403.840,1365.672,2265.243,1557.024
1740,761.639,1904.519,1886.598,2896.335,2114.640,2651.351,2378.260,3594.794,2197.325,3462.047,2859.992,2272.454,2457.449,1824.736,2002.520,2085.792,2590.360,2244.244,2128.564,2338.907,2289.700,2303.999,2467.149,2255.187,2324.581,2334.512,2778.485,2577.048,2489.324,2967.490,2907.095,2717.355,1853.155,3360.916,3146.376,3050.621,2744.698,2835.906,3879.600,2850.487,3370.864,3500.726,2237.018,1976.730,1975.222,1987.483,2167.520,2815.136,1855.448,1509.924,1482.194,1667.202,1605.522,1985.845,1772.112,2289.538,1984.562,1830.825,3246.130,2766.974,1473.170,1470.903,3741.960,1792.178,1671.757,1410.736,1410.088,1374.720,2266.055,1562.341
1741,752.462,1908.329,1884.703,2880.406,2110.332,2647.353,2376.339,3601.517,2168.674,3454.901,2834.015,2262.160,2494.926,1812.768,1997.937,2101.816,2578.069,2245.526,2084.656,2353.099,2275.715,2301.400,2439.428,2219.719,2311.164,2333.004,2761.020,2587.266,2477.299,2982.233,2912.256,2689.470,1849.040,3342.277,3139.248,3061.511,2739.005,2862.640,3851.484,2895.177,3335.436,3499.248,2213.946,1973.586,1951.354,1986.521,2152.163,2824.204,1856.806,1506.161,1466.964,1672.179,1593.920,1989.575,1756.472,2252.736,1985.444,1822.762,3253.571,2756.131,1444.888,1486.593,3749.529,1780.506,1654.624,1391.812,1394.067,1343.533,2251.589,1572.718
1742,753.431,1899.761,1895.511,2891.087,2113.835,2654.309,2384.499,3613.895,2185.387,3476.273,2872.970,2267.028,2448.462,1822.712,2004.941,2098.397,2597.783,2247.052,2094.157,2350.289,2266.191,2289.795,2467.629,2228.865,2339.588,2348.491,2775.827,2575.283,2499.981,2978.965,2929.195,2694.454,1849.798,3364.094,3149.860,3054.506,2751.548,2883.732,3870.268,2898.183,3346.493,3502.876,2235.750,1974.919,1962.268,1985.592,2158.413,2827.940,1860.452,1496.706,1464.271,1674.709,1603.571,2005.314,1761.368,2281.511,1989.748,1829.085,3266.534,2773.265,1471.832,1484.460,3770.138,1791.787,1669.117,1410.132,1402.026,1375.902,2263.933,1569.160
1743,751.842,1896.891,1885.048,2886.901,2105.305,2660.134,2385.097,3591.106,2181.039,3471.385,2835.934,2280.747,2484.596,1826.901,1999.779,2095.391,2548.953,2235.072,2104.502,2356.679,2269.625,2313.037,2457.165,2245.061,2315.709,2330.241,2782.950,2618.488,2518.922,2985.104,2908.574,2702.655,1869.899,3345.896,3131.553,3042.527,2760.127,2820.364,3857.393,2894.741,3330.431,3496.508,2236.381,1982.018,1969.126,1987.924,2153.414,2787.132,1853.859,1502.841,1476.014,1662.275,1622.898,1987.274,1751.049,2265.379,1981.285,1820.539,3244.051,2787.266,1467.980,1489.018,3798.813,1807.767,1651.630,1412.674,1394.873,1362.268,2268.662,1549.205
1744,753.567,1907.239,1894.057,2882.684,2109.551,2663.459,2369.546,3607.872,2152.766,3488.146,2831.677,2284.184,2458.851,1821.766,2001.002,2109.005,2561.118,2254.147,2103.688,2357.345,2297.970,2309.185,2463.833,2246.702,2315.342,2347.758,2771.118,2573.514,2491.013,2970.169,2931.805,2694.642,1845.660,3344.623,3123.227,3056.359,2764.633,2867.874,3858.359,2860.709,3291.905,3490.228,2218.895,1973.709,1950.062,1975.276,2167.187,2807.120,1862.935,1503.722,1469.833,1672.186,1625.675,1978.968,1748.951,2280.700,1966.940,1819.388,3253.533,2783.703,1453.795,1460.943,3818.187,1798.581,1663.820,1411.736,1398.028,1377.407,2245.436,1547.312
1745,749.660,1900.474,1890.964,2903.209,2104.902,2676.562,2385.219,3610.708,2175.130,3474.059,2831.048,2277.933,2463.179,1824.237,1998.366,2108.042,2592.767,2238.814,2104.747,2337.179,2287.265,2292.109,2462.516,2257.031,2332.336,2332.863,2781.229,2601.547,2508.520,2969.466,2908.275,2691.423,1856.606,3371.009,3125.652,3066.192,2754.250,2885.600,3879.671,2874.018,3314.334,3479.161,2229.962,1972.624,1948.043,1981.746,2168.591,2808.126,1861.477,1509.678,1480.456,1681.941,1620.790,1985.281,1755.847,2279.031,1971.034,1829.379,3270.473,2779.368,1449.797,1482.899,3811.897,1782.189,1667.006,1397.246,1411.251,1374.409,2250.604,1564.333
1746,752.557,1899.693,1886.935,2887.064,2113.796,2667.756,2380.928,3607.493,2161.606,3481.193,2818.834,2278.061,2449.881,1813.318,2009.121,2103.210,2584.043,2242.307,2100.788,2369.452,2293.948,2300.041,2468.979,2258.972,2326.213,2332.009,2766.096,2606.106,2519.394,2972.123,2915.048,2697.282,1827.626,3349.682,3106.763,3038.336,2769.051,2869.816,3876.087,2846.650,3286.170,3479.971,2241.987,1968.405,1958.453,1991.440,2149.125,2840.591,1862.788,1509.021,1472.239,1666.112,1615.208,1982.356,1749.958,2265.427,1982.827,1831.024,3250.392,2753.156,1452.371,1493.401,3814.522,1804.931,1673.947,1403.795,1410.584,1393.127,2254.677,1555.241
1747,759.557,1904.314,1894.536,2891.261,2118.219,2684.109,2401.325,3612.277,2152.472,3485.510,2832.307,2282.680,2468.474,1842.205,2011.663,2112.799,2602.390,2254.650,2102.855,2356.166,2291.020,2303.060,2465.041,2256.719,2301.552,2328.958,2779.172,2621.989,2529.956,2975.436,2918.043,2739.252,1852.980,3343.784,3116.927,3056.150,2767.656,2890.032,3857.083,2889.405,3306.929,3498.649,2232.559,1991.844,1953.589,1982.447,2153.721,2788.363,1868.495,1499.936,1472.839,1687.554,1630.392,1991.930,1753.604,2289.968,1981.622,1827.063,3253.576,2770.150,1466.359,1477.815,3852.768,1806.909,1663.268,1433.636,1384.212,1368.187,2254.336,1568.103
1748,754.498,1893.837,1894.540,2891.914,2111.215,2678.121,2393.969,3606.566,2168.579,3474.595,2819.541,2262.373,2446.477,1834.196,2011.161,2106.583,2587.837,2240.488,2101.350,2351.522,2293.974,2316.497,2454.601,2250.067,2333.981,2329.923,2766.387,2615.592,2518.330,2961.843,2927.463,2726.817,1850.374,3359.004,3129.131,3046.297,2748.011,2891.289,3853.108,2830.552,3298.223,3473.748,2245.016,1958.062,1938.853,1999.323,2156.532,2819.940,1862.395,1508.874,1483.518,1682.448,1640.788,1994.181,1745.273,2286.009,1975.628,1835.219,3243.527,2747.174,1449.870,1498.833,3822.546,1796.217,1667.871,1432.915,1405.876,1362.529,2257.134,1572.473
