 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39,Mean40,Mean41,Mean42,Mean43,Mean44,Mean45
5596,566.555,1623.986,1859.540,1409.583,1561.493,1747.961,1715.327,1361.442,2152.767,1481.119,1032.506,1648.988,1782.208,1132.089,1343.632,1670.876,1370.046,1771.064,1557.081,1456.164,1670.397,1048.668,2179.648,2134.210,2136.700,1793.199,2754.660,1481.982,1137.206,1319.369,1321.550,1548.039,1049.302,1115.187,1280.872,1066.959,1351.367,1740.692,1322.448,1197.656,1332.917,1974.700,1606.192,1982.356,1436.802
5597,569.885,1625.597,1864.346,1403.924,1563.724,1733.928,1720.493,1358.415,2145.208,1478.090,1030.818,1646.640,1776.881,1135.495,1342.446,1673.843,1364.544,1760.165,1562.689,1452.449,1682.162,1054.513,2185.669,2130.808,2135.685,1806.821,2742.666,1482.788,1145.974,1325.860,1310.120,1547.302,1050.611,1113.160,1273.713,1070.389,1350.521,1740.832,1317.205,1209.995,1336.900,1984.807,1602.614,1979.978,1441.009
5598,567.351,1633.493,1870.841,1407.435,1563.073,1757.553,1717.515,1359.942,2152.729,1484.634,1033.971,1650.737,1787.307,1133.142,1345.933,1668.552,1376.230,1768.308,1554.339,1457.942,1669.742,1057.937,2189.916,2130.530,2137.896,1819.737,2747.327,1489.496,1153.186,1330.678,1328.464,1557.421,1054.341,1115.018,1275.716,1072.589,1352.701,1735.671,1321.786,1196.031,1334.026,1985.878,1604.981,1971.581,1434.562
5599,563.618,1627.641,1872.942,1400.831,1565.556,1743.423,1723.563,1357.341,2160.126,1472.169,1028.854,1652.708,1796.032,1132.284,1339.460,1675.047,1367.946,1762.701,1544.006,1454.630,1667.386,1058.152,2176.496,2130.851,2126.529,1802.678,2736.217,1488.993,1158.151,1320.399,1318.168,1560.635,1049.089,1118.249,1279.798,1072.980,1352.436,1743.500,1317.324,1195.057,1336.275,1987.484,1615.765,1976.963,1428.503
5600,571.128,1626.819,1877.490,1406.778,1561.105,1744.064,1721.833,1354.103,2137.858,1482.617,1036.995,1660.456,1792.524,1135.125,1342.046,1671.643,1378.008,1761.833,1553.367,1459.592,1669.573,1059.939,2186.183,2131.786,2137.004,1814.327,2722.655,1488.788,1152.574,1328.920,1324.054,1564.931,1044.115,1109.687,1276.392,1081.194,1355.470,1727.147,1329.919,1193.527,1345.765,1983.901,1607.178,1961.270,1438.759
5601,570.085,1626.670,1879.291,1409.970,1559.675,1750.282,1728.415,1358.448,2163.804,1480.712,1030.598,1649.769,1792.783,1134.495,1340.753,1678.333,1372.323,1767.091,1552.647,1458.153,1661.881,1061.370,2182.062,2129.104,2127.980,1811.269,2736.940,1487.185,1158.172,1337.784,1321.015,1561.917,1046.337,1117.710,1283.637,1077.743,1358.770,1733.170,1328.171,1201.354,1341.231,1986.452,1613.937,1944.473,1432.623
5602,570.613,1632.654,1880.376,1411.174,1569.402,1763.820,1738.254,1360.443,2155.505,1483.472,1038.110,1655.400,1791.684,1139.447,1346.091,1683.923,1379.471,1779.798,1563.639,1459.271,1674.644,1063.420,2193.833,2144.717,2140.027,1809.330,2749.490,1488.874,1157.219,1333.738,1321.277,1579.989,1050.138,1115.643,1281.152,1072.604,1355.213,1734.955,1324.171,1200.582,1348.145,1993.326,1609.272,1952.157,1433.459
5603,566.420,1623.392,1879.606,1406.460,1562.939,1765.626,1745.372,1360.222,2142.990,1482.848,1028.969,1657.024,1793.606,1136.150,1335.156,1681.602,1376.505,1769.186,1557.677,1450.853,1662.819,1058.680,2193.881,2135.352,2147.061,1802.722,2736.863,1493.005,1151.428,1327.514,1321.937,1568.878,1046.882,1119.952,1283.475,1083.049,1362.727,1729.017,1332.815,1200.035,1333.809,1993.032,1613.709,1959.389,1428.249
5604,566.508,1636.737,1885.156,1406.051,1558.817,1751.312,1746.125,1358.360,2150.888,1478.927,1032.886,1656.204,1791.860,1131.646,1342.223,1673.601,1373.930,1767.649,1543.830,1450.581,1658.781,1058.806,2197.120,2147.620,2126.910,1808.568,2743.940,1501.055,1154.120,1329.698,1321.684,1571.284,1051.055,1111.433,1282.308,1075.007,1354.701,1734.524,1319.137,1203.495,1346.242,1982.674,1616.324,1928.993,1434.163
5605,567.123,1637.348,1882.730,1404.628,1564.302,1752.490,1741.148,1359.305,2154.860,1475.107,1036.911,1659.159,1801.944,1131.283,1342.051,1679.100,1370.408,1766.044,1547.099,1455.077,1656.065,1058.601,2188.967,2139.866,2130.394,1806.506,2749.675,1501.401,1152.424,1327.769,1316.940,1577.718,1049.111,1115.637,1283.366,1073.597,1360.676,1736.872,1333.819,1201.733,1351.027,1993.204,1613.299,1926.059,1434.231
5606,567.003,1631.914,1897.116,1410.602,1571.639,1755.933,1743.684,1363.548,2152.865,1487.421,1039.935,1663.825,1799.310,1132.549,1338.703,1685.538,1378.477,1765.764,1553.283,1454.995,1656.405,1066.583,2195.430,2140.304,2149.096,1805.683,2747.598,1506.042,1150.184,1326.855,1322.557,1573.771,1046.377,1117.953,1283.544,1076.248,1369.783,1735.445,1329.952,1202.743,1346.453,1985.256,1605.243,1913.748,1421.306
5607,576.606,1643.899,1885.298,1415.084,1569.381,1753.912,1759.073,1362.849,2158.327,1492.041,1038.441,1656.478,1785.461,1133.183,1342.985,1683.431,1378.866,1778.539,1558.318,1455.710,1652.189,1068.169,2194.583,2151.147,2150.969,1818.688,2715.341,1508.363,1149.707,1323.178,1320.693,1580.380,1054.973,1120.992,1283.920,1065.999,1360.478,1737.092,1331.353,1200.035,1344.492,1989.648,1610.398,1923.768,1431.830
5608,568.799,1634.097,1888.724,1405.309,1564.710,1758.700,1758.804,1355.321,2150.792,1487.184,1033.526,1658.596,1784.158,1130.531,1346.324,1678.342,1369.083,1773.629,1546.061,1453.397,1647.759,1048.376,2191.626,2142.153,2165.994,1800.274,2736.900,1504.045,1150.956,1326.057,1321.976,1584.442,1042.870,1109.519,1283.781,1076.013,1368.387,1722.306,1322.406,1195.573,1336.768,1980.215,1605.535,1913.461,1427.937
5609,570.431,1642.634,1890.012,1409.673,1568.339,1757.430,1760.570,1360.935,2144.657,1490.815,1034.481,1669.874,1797.657,1133.579,1349.758,1688.341,1375.417,1772.491,1554.939,1452.389,1649.816,1059.819,2199.980,2139.583,2148.799,1816.124,2736.587,1506.337,1160.617,1326.782,1333.813,1579.097,1046.750,1115.638,1278.342,1075.389,1367.421,1718.184,1335.500,1199.798,1349.019,1989.420,1609.514,1910.015,1431.568
5610,571.414,1648.091,1891.357,1411.580,1578.204,1755.238,1775.899,1360.526,2155.179,1496.757,1040.082,1665.556,1802.503,1138.667,1347.095,1691.657,1377.241,1772.116,1560.108,1452.370,1645.905,1060.197,2203.045,2140.572,2150.696,1810.571,2741.391,1518.176,1159.245,1323.260,1330.759,1596.267,1054.088,1128.611,1282.126,1071.053,1370.351,1739.701,1340.044,1198.841,1342.170,1991.115,1611.631,1913.771,1439.807
5611,571.914,1641.903,1911.312,1408.065,1575.554,1764.203,1769.329,1360.914,2148.352,1503.184,1033.600,1660.659,1802.010,1133.528,1338.845,1684.385,1371.658,1781.366,1557.179,1451.533,1636.095,1057.344,2180.320,2145.938,2139.990,1816.447,2730.612,1520.072,1148.983,1327.420,1334.841,1574.918,1048.158,1114.583,1278.947,1071.814,1365.937,1731.409,1335.121,1198.784,1337.133,1978.896,1622.636,1887.031,1434.801
5612,564.226,1641.315,1899.540,1405.295,1573.095,1766.686,1785.596,1353.762,2155.663,1497.851,1028.438,1660.790,1780.886,1130.887,1341.471,1679.432,1375.357,1766.369,1544.384,1453.714,1632.052,1054.524,2194.510,2146.796,2139.199,1812.803,2724.077,1515.478,1156.124,1326.487,1333.770,1573.491,1050.740,1117.735,1283.590,1065.033,1363.618,1731.127,1332.060,1192.002,1346.037,1972.407,1621.864,1874.122,1437.516
5613,568.658,1647.448,1918.543,1411.902,1572.058,1769.202,1784.557,1359.748,2139.186,1499.624,1036.999,1672.050,1813.437,1131.713,1342.945,1674.457,1376.939,1771.996,1553.858,1447.320,1636.522,1056.987,2179.074,2143.898,2122.354,1808.673,2721.388,1522.511,1153.052,1318.986,1330.209,1589.332,1045.045,1112.695,1281.109,1072.513,1366.474,1728.211,1333.576,1203.628,1339.062,1973.740,1614.539,1882.329,1433.721
5614,564.394,1641.551,1905.922,1409.058,1567.660,1766.345,1789.902,1357.271,2144.078,1502.636,1035.438,1663.469,1794.658,1133.992,1345.673,1671.821,1375.671,1780.246,1538.964,1445.236,1627.037,1057.727,2188.927,2136.610,2142.649,1805.027,2700.590,1516.610,1147.893,1311.804,1332.931,1596.008,1051.376,1114.444,1289.047,1065.383,1373.423,1726.268,1333.263,1195.760,1339.234,1981.891,1596.984,1882.563,1435.862
5615,566.714,1637.128,1920.341,1411.045,1579.338,1771.202,1797.263,1357.751,2141.514,1503.289,1038.366,1671.401,1810.113,1138.041,1348.496,1679.149,1381.280,1788.144,1554.946,1451.646,1627.544,1061.779,2195.185,2150.609,2131.529,1821.433,2701.652,1524.590,1152.929,1324.635,1337.853,1584.773,1041.580,1114.631,1288.883,1074.652,1366.318,1731.582,1339.990,1205.911,1341.255,1988.299,1614.182,1870.022,1435.109
5616,565.759,1634.255,1918.343,1409.389,1567.129,1769.717,1798.068,1353.674,2139.103,1504.135,1037.279,1669.053,1811.123,1137.427,1344.473,1676.825,1376.964,1790.530,1538.413,1449.819,1615.189,1061.546,2194.343,2145.920,2145.776,1812.604,2715.252,1521.273,1159.404,1319.143,1333.142,1590.285,1047.050,1113.366,1293.497,1070.747,1372.545,1728.634,1336.200,1197.411,1342.004,1972.060,1605.283,1869.552,1431.329
5617,566.690,1644.732,1915.497,1408.176,1563.562,1762.841,1802.594,1357.896,2152.140,1506.537,1033.038,1671.479,1791.765,1134.986,1347.862,1669.573,1373.780,1786.521,1536.336,1450.244,1622.008,1059.190,2182.467,2147.261,2133.178,1814.045,2714.743,1515.088,1155.640,1323.625,1337.374,1586.255,1044.361,1104.985,1289.691,1076.801,1366.990,1739.827,1341.118,1191.266,1349.646,1987.842,1601.921,1843.412,1435.375
5618,567.594,1648.613,1919.908,1409.922,1569.933,1758.054,1804.393,1353.807,2148.488,1509.352,1028.446,1666.878,1804.503,1131.453,1348.250,1670.565,1376.136,1794.002,1533.739,1446.043,1614.688,1057.670,2196.971,2145.642,2132.812,1825.299,2720.085,1522.000,1154.055,1324.440,1333.029,1587.818,1045.544,1111.751,1285.656,1066.322,1375.447,1737.839,1342.458,1197.284,1355.325,1976.542,1612.330,1859.036,1438.195
5619,569.464,1647.080,1926.992,1410.753,1572.465,1770.428,1811.833,1356.071,2145.149,1511.730,1040.290,1667.982,1799.570,1138.102,1346.926,1662.993,1373.367,1776.105,1539.417,1452.241,1612.055,1060.281,2189.477,2142.049,2133.128,1816.683,2690.348,1523.515,1159.217,1331.478,1339.995,1592.191,1047.170,1118.085,1296.071,1067.904,1377.343,1728.191,1346.942,1197.540,1357.461,1985.167,1622.745,1845.109,1439.508
5620,570.693,1634.012,1929.251,1409.008,1563.650,1755.388,1818.304,1350.345,2140.486,1510.186,1036.799,1664.005,1810.060,1135.052,1342.754,1661.204,1373.021,1791.137,1536.946,1447.815,1608.966,1059.408,2175.122,2145.592,2149.396,1819.671,2697.501,1523.763,1155.368,1318.845,1338.257,1588.760,1041.802,1105.564,1288.227,1066.659,1376.872,1718.901,1344.921,1193.769,1347.341,1978.338,1616.826,1829.511,1438.441
5621,567.787,1646.470,1932.954,1407.132,1561.939,1758.788,1808.408,1351.228,2142.479,1501.143,1033.829,1661.548,1809.128,1131.248,1345.921,1663.112,1369.542,1780.786,1524.864,1448.846,1608.831,1055.065,2182.444,2139.683,2125.222,1820.286,2711.579,1518.621,1153.971,1319.789,1340.611,1571.345,1038.171,1109.082,1287.481,1074.935,1376.881,1728.700,1342.228,1195.498,1357.592,1982.222,1611.780,1826.713,1433.943
5622,570.373,1638.245,1928.264,1407.251,1565.519,1764.211,1811.491,1356.470,2139.904,1505.091,1034.727,1663.076,1810.460,1133.224,1350.742,1666.697,1375.953,1782.024,1534.057,1449.485,1603.773,1054.074,2180.237,2143.452,2134.833,1813.543,2710.363,1521.589,1148.883,1313.993,1332.705,1579.052,1048.119,1112.637,1291.854,1070.936,1378.056,1725.589,1350.613,1199.320,1354.955,1978.463,1607.564,1829.838,1434.514
5623,567.499,1642.061,1932.597,1402.974,1560.786,1761.858,1822.008,1342.649,2137.297,1503.704,1035.469,1670.132,1807.373,1132.706,1352.369,1664.881,1378.281,1785.261,1532.690,1451.277,1593.604,1057.620,2184.823,2145.986,2132.053,1814.012,2711.024,1521.742,1161.279,1317.329,1344.977,1581.993,1044.181,1110.954,1289.256,1069.263,1377.928,1719.370,1347.567,1193.750,1344.880,1975.937,1604.472,1803.006,1427.372
5624,572.836,1652.231,1952.784,1422.045,1569.575,1775.752,1830.293,1354.600,2151.591,1515.995,1037.385,1669.992,1819.400,1137.857,1346.286,1674.535,1377.410,1780.824,1536.074,1451.806,1603.151,1057.016,2192.525,2136.926,2133.177,1824.322,2696.731,1525.896,1156.160,1318.536,1351.778,1590.472,1043.881,1117.658,1294.598,1080.491,1387.462,1730.036,1355.932,1192.624,1357.342,1985.516,1622.375,1811.979,1433.463
5625,570.387,1643.219,1940.535,1404.726,1563.333,1767.727,1832.062,1353.791,2136.972,1502.729,1035.107,1659.870,1804.947,1134.808,1352.066,1662.178,1376.095,1781.637,1530.135,1445.991,1584.206,1057.595,2187.470,2148.138,2129.879,1820.958,2703.179,1518.352,1147.693,1317.575,1338.238,1585.732,1046.474,1105.772,1290.008,1073.155,1386.572,1722.966,1355.017,1192.775,1339.401,1985.000,1602.861,1800.405,1429.705
5626,565.331,1644.688,1956.264,1412.712,1561.772,1779.313,1834.818,1350.706,2136.146,1511.624,1033.436,1659.774,1806.068,1132.018,1350.100,1659.780,1374.135,1788.571,1523.284,1446.441,1588.503,1054.015,2181.390,2138.011,2132.545,1813.873,2708.792,1518.149,1153.813,1315.228,1348.867,1583.774,1044.326,1111.435,1290.507,1075.320,1385.947,1722.697,1354.083,1193.571,1356.108,1986.960,1611.121,1793.437,1432.397
5627,566.879,1636.210,1952.137,1402.688,1561.310,1770.542,1841.675,1358.448,2135.310,1511.418,1033.198,1661.752,1799.737,1133.319,1347.870,1658.064,1371.476,1776.734,1523.727,1444.379,1573.227,1050.600,2187.427,2134.437,2129.019,1812.881,2705.202,1517.570,1150.899,1307.807,1341.937,1581.209,1041.395,1110.699,1290.459,1072.253,1383.088,1726.896,1352.251,1188.107,1347.897,1980.000,1621.705,1780.122,1436.511
5628,570.617,1638.994,1951.047,1400.944,1561.783,1770.783,1844.646,1344.821,2138.145,1505.137,1033.539,1659.404,1806.996,1133.866,1349.628,1655.741,1370.104,1779.000,1522.644,1444.698,1577.936,1055.528,2176.100,2135.207,2127.311,1811.706,2707.755,1524.696,1147.406,1314.909,1346.245,1582.913,1043.406,1107.574,1294.340,1074.766,1387.610,1728.935,1354.057,1190.313,1348.568,1974.149,1614.027,1781.589,1431.057
5629,568.135,1635.048,1942.724,1405.599,1567.447,1773.333,1858.681,1352.282,2133.056,1512.739,1038.138,1657.971,1807.010,1131.703,1343.080,1670.992,1375.533,1786.387,1520.067,1446.592,1573.651,1054.007,2190.264,2144.364,2128.399,1823.314,2724.919,1527.935,1152.503,1321.643,1344.042,1585.571,1046.838,1108.698,1296.558,1074.647,1390.031,1734.441,1357.215,1198.850,1345.345,1989.440,1630.349,1756.048,1438.308
5630,569.913,1639.840,1970.963,1404.105,1555.511,1771.365,1865.032,1353.177,2130.876,1511.755,1031.774,1656.238,1810.844,1129.833,1349.677,1663.818,1367.231,1781.754,1503.961,1444.126,1577.111,1054.568,2188.774,2138.642,2113.128,1804.665,2706.881,1523.052,1151.813,1323.567,1336.105,1581.090,1043.352,1111.126,1292.562,1090.993,1391.338,1721.467,1352.323,1195.109,1349.907,1988.498,1607.814,1769.664,1426.258
5631,567.853,1644.019,1963.234,1401.663,1561.224,1769.971,1856.159,1350.527,2133.409,1510.953,1033.876,1654.589,1811.667,1129.618,1348.065,1664.269,1369.582,1773.222,1513.078,1450.933,1560.933,1055.626,2180.329,2132.860,2112.576,1808.901,2705.142,1509.285,1150.881,1311.421,1340.484,1581.611,1041.697,1107.636,1295.547,1078.099,1386.516,1711.066,1350.264,1198.321,1352.331,1980.141,1612.582,1748.415,1430.760
5632,567.839,1634.838,1973.229,1406.901,1558.886,1766.002,1871.085,1345.980,2138.020,1513.094,1039.421,1660.675,1804.266,1132.560,1356.656,1662.252,1382.379,1781.144,1508.476,1451.092,1568.352,1061.597,2189.916,2135.794,2127.448,1826.527,2714.713,1530.990,1156.405,1305.277,1347.293,1587.670,1044.209,1110.928,1294.572,1076.172,1394.421,1728.645,1357.428,1189.686,1344.406,1987.387,1610.792,1749.635,1437.381
5633,565.019,1637.085,1966.529,1399.973,1560.506,1764.323,1870.435,1351.263,2129.526,1512.074,1034.587,1670.444,1802.497,1129.237,1356.147,1668.234,1377.499,1771.900,1501.071,1446.641,1562.047,1060.129,2180.615,2128.291,2125.764,1799.086,2698.859,1527.062,1149.050,1305.553,1335.253,1581.280,1045.097,1108.384,1291.991,1076.674,1391.822,1721.878,1347.475,1197.629,1355.338,1983.916,1616.460,1757.138,1435.384
5634,567.624,1640.504,1974.742,1399.921,1549.721,1757.953,1869.428,1349.422,2136.094,1514.326,1032.766,1659.734,1798.720,1130.235,1356.170,1659.948,1371.875,1774.886,1508.260,1446.198,1559.414,1065.920,2186.235,2139.102,2112.996,1793.145,2706.710,1524.982,1151.453,1310.267,1336.305,1579.793,1044.587,1107.585,1295.033,1071.474,1392.179,1725.095,1349.744,1190.171,1355.165,1989.844,1603.950,1731.008,1432.149
5635,571.467,1655.286,1981.992,1407.660,1557.703,1773.729,1878.428,1353.484,2152.268,1501.347,1035.154,1660.679,1807.129,1132.831,1357.555,1671.997,1384.724,1780.055,1508.997,1453.439,1560.427,1061.822,2184.181,2143.516,2126.108,1811.028,2702.871,1529.839,1162.447,1308.874,1339.156,1587.400,1044.946,1106.635,1292.485,1082.590,1394.238,1725.738,1344.079,1196.562,1352.756,1978.309,1614.770,1740.549,1446.725
5636,566.025,1647.044,1978.074,1402.029,1559.988,1760.617,1872.629,1352.998,2136.783,1510.977,1035.293,1660.606,1805.023,1128.926,1357.808,1667.819,1378.195,1766.867,1507.213,1448.090,1553.312,1059.526,2184.935,2135.191,2126.653,1800.393,2679.218,1528.178,1150.474,1311.527,1339.975,1571.643,1051.234,1108.222,1296.055,1077.770,1396.230,1726.483,1350.562,1195.535,1354.445,1965.933,1613.574,1722.782,1438.351
5637,564.871,1647.660,1989.233,1400.119,1566.257,1771.188,1879.360,1345.736,2138.536,1511.275,1037.532,1662.102,1806.682,1131.109,1355.325,1661.807,1375.996,1784.436,1507.179,1447.276,1549.291,1055.775,2183.174,2136.364,2124.294,1807.838,2730.176,1528.683,1156.391,1311.148,1338.918,1587.654,1050.362,1103.976,1289.075,1083.571,1392.032,1733.445,1344.597,1197.137,1354.705,1988.486,1622.521,1732.542,1433.697
5638,568.148,1646.706,1996.740,1401.542,1566.299,1762.209,1888.938,1355.724,2133.304,1520.385,1039.745,1658.696,1816.256,1130.612,1363.402,1662.926,1384.261,1776.512,1509.716,1449.811,1558.304,1061.558,2190.509,2137.209,2123.631,1808.733,2705.842,1537.706,1161.212,1306.890,1348.813,1596.490,1051.302,1109.393,1290.701,1091.402,1404.162,1726.193,1343.767,1200.238,1360.459,1979.168,1627.324,1735.349,1428.686
5639,572.629,1649.556,1997.406,1402.038,1558.893,1766.111,1880.311,1355.857,2135.493,1517.308,1043.645,1671.046,1810.973,1133.308,1363.793,1663.800,1380.456,1778.369,1505.131,1455.538,1549.949,1062.810,2197.523,2145.580,2129.443,1815.678,2690.164,1543.459,1159.001,1312.128,1347.006,1594.230,1052.627,1102.748,1298.145,1088.209,1400.717,1728.087,1351.692,1193.936,1361.095,1978.490,1612.470,1720.221,1439.297
5640,567.190,1647.192,2001.201,1401.651,1560.646,1762.345,1884.814,1351.619,2134.671,1514.796,1035.893,1673.989,1806.647,1130.461,1358.652,1666.485,1381.619,1763.520,1495.380,1455.011,1553.571,1059.472,2191.683,2139.571,2118.372,1816.749,2688.774,1537.756,1153.675,1306.006,1341.891,1597.526,1047.307,1107.044,1290.369,1072.699,1401.075,1729.800,1353.876,1186.606,1356.571,1983.481,1614.014,1719.075,1448.985
5641,566.748,1654.072,1991.621,1401.808,1557.743,1771.292,1899.612,1354.615,2131.163,1519.249,1034.954,1679.195,1795.296,1127.490,1358.274,1658.377,1379.857,1781.780,1493.371,1457.336,1546.478,1062.721,2192.203,2145.012,2122.423,1801.033,2680.100,1540.811,1150.847,1308.295,1349.676,1589.260,1040.842,1098.031,1298.394,1073.336,1399.491,1723.413,1346.176,1185.202,1357.768,1986.672,1615.986,1718.292,1452.217
5642,568.275,1646.585,1991.303,1402.713,1559.714,1771.179,1901.978,1353.270,2122.386,1517.928,1039.189,1680.678,1798.494,1126.789,1358.539,1661.678,1383.927,1776.729,1494.178,1450.797,1539.156,1058.316,2185.454,2130.877,2111.445,1807.518,2686.547,1531.781,1147.475,1304.718,1347.465,1595.077,1045.518,1096.826,1292.122,1087.550,1395.544,1729.890,1349.433,1198.189,1369.471,1985.380,1620.424,1722.087,1432.129
5643,567.290,1652.197,2005.738,1406.011,1559.408,1751.479,1899.851,1353.510,2115.081,1521.862,1040.548,1684.988,1800.223,1129.860,1365.061,1661.002,1379.352,1770.113,1490.579,1456.690,1540.488,1057.999,2185.048,2130.558,2119.674,1814.460,2691.688,1544.711,1151.503,1313.896,1346.583,1594.565,1042.317,1095.724,1297.259,1080.472,1398.635,1731.910,1350.631,1185.606,1355.741,1993.505,1616.208,1712.838,1437.361
5644,569.554,1643.239,2005.156,1404.688,1559.460,1771.870,1886.186,1355.996,2124.339,1510.325,1036.000,1680.365,1798.533,1127.889,1363.330,1655.923,1382.017,1768.137,1486.837,1453.357,1539.010,1058.753,2187.003,2135.393,2117.657,1806.530,2707.275,1530.733,1150.334,1309.052,1341.525,1591.130,1047.879,1100.628,1289.889,1072.795,1394.656,1716.598,1346.357,1183.070,1363.685,1987.935,1614.312,1688.030,1440.149
5645,563.345,1643.273,2013.184,1398.842,1558.532,1753.080,1901.323,1349.529,2118.178,1518.894,1032.017,1679.611,1805.959,1124.456,1356.260,1650.537,1387.695,1768.692,1493.103,1452.808,1530.547,1056.435,2182.989,2131.653,2117.116,1802.866,2684.682,1526.443,1140.200,1302.714,1348.632,1587.399,1048.729,1095.769,1292.287,1069.341,1393.934,1718.547,1340.161,1183.003,1363.723,1978.714,1617.224,1699.104,1435.597
5646,567.121,1638.713,2003.428,1397.909,1549.902,1760.523,1906.145,1342.644,2117.701,1520.120,1033.216,1688.866,1799.104,1124.505,1356.272,1662.196,1389.632,1770.130,1487.261,1460.754,1529.412,1057.726,2171.581,2122.658,2112.034,1803.605,2665.830,1534.425,1141.931,1294.819,1352.526,1599.788,1043.998,1095.786,1291.850,1071.013,1391.095,1720.611,1348.216,1190.377,1353.457,1993.317,1599.851,1711.302,1437.057
5647,566.276,1643.477,2022.107,1400.978,1553.129,1761.349,1927.135,1354.894,2122.991,1523.956,1037.164,1696.482,1803.279,1126.760,1359.376,1662.406,1394.384,1770.152,1487.846,1459.852,1521.419,1057.611,2200.177,2140.340,2109.566,1803.109,2683.747,1536.388,1149.107,1310.633,1357.336,1591.710,1041.907,1103.962,1292.933,1074.862,1395.051,1726.381,1347.831,1193.493,1358.097,1996.236,1609.888,1693.533,1429.405
5648,564.759,1639.473,2031.930,1402.623,1547.438,1760.982,1927.162,1343.468,2129.163,1515.931,1031.067,1690.443,1806.956,1124.122,1357.742,1658.774,1393.853,1768.585,1490.369,1455.575,1518.836,1057.852,2186.830,2137.323,2107.076,1799.977,2668.490,1529.791,1153.573,1307.434,1347.565,1596.512,1047.365,1088.620,1293.010,1081.051,1391.584,1726.294,1341.808,1185.358,1357.374,1987.953,1610.586,1673.933,1440.269
5649,572.037,1651.650,2039.383,1406.642,1550.305,1758.662,1929.967,1356.903,2133.564,1526.629,1039.775,1704.135,1811.446,1132.426,1360.134,1676.202,1400.739,1773.107,1496.921,1466.400,1515.414,1061.893,2187.957,2136.191,2114.866,1815.517,2702.931,1534.708,1155.801,1313.726,1361.675,1600.605,1048.696,1106.740,1298.869,1081.507,1401.727,1733.892,1353.024,1191.719,1368.825,1992.473,1622.434,1695.879,1442.363
5650,565.667,1646.086,2024.327,1399.232,1553.044,1749.850,1933.737,1356.596,2118.413,1523.933,1039.931,1696.280,1800.194,1127.922,1356.488,1662.202,1397.774,1776.396,1489.542,1458.344,1520.515,1062.947,2183.157,2139.739,2105.789,1819.607,2674.865,1522.825,1150.494,1313.668,1358.290,1593.085,1048.023,1099.488,1296.584,1081.065,1395.188,1724.102,1342.996,1188.567,1368.390,1984.595,1623.569,1681.128,1434.796
5651,570.823,1651.510,2032.846,1399.444,1552.070,1767.904,1937.970,1353.424,2113.415,1528.550,1039.886,1702.586,1808.879,1129.655,1356.143,1678.192,1401.799,1778.586,1491.016,1465.298,1518.341,1057.391,2185.045,2145.496,2125.247,1820.566,2698.028,1529.178,1158.250,1313.423,1352.240,1603.082,1050.309,1099.444,1298.494,1076.989,1401.931,1735.634,1351.311,1191.859,1368.146,1995.968,1627.420,1680.342,1445.968
5652,567.128,1654.260,2044.507,1406.038,1548.378,1761.785,1957.628,1356.640,2119.561,1519.162,1037.777,1699.628,1805.081,1126.725,1360.116,1675.257,1401.577,1777.515,1490.915,1459.633,1511.592,1057.772,2190.923,2137.942,2119.169,1822.330,2688.579,1534.251,1155.631,1315.373,1351.530,1604.944,1044.604,1096.789,1292.328,1075.855,1392.508,1719.128,1338.314,1196.337,1362.285,1978.142,1618.096,1670.662,1438.577
5653,568.648,1649.231,2058.076,1405.330,1555.922,1773.482,1952.167,1351.649,2123.141,1530.191,1038.663,1694.757,1804.832,1132.439,1349.998,1662.206,1399.423,1780.669,1487.807,1455.109,1508.457,1054.951,2183.890,2146.261,2119.236,1808.315,2679.417,1536.947,1154.165,1305.826,1349.334,1607.477,1043.712,1107.489,1295.082,1075.005,1389.531,1716.660,1338.833,1197.151,1367.941,1999.046,1615.143,1666.083,1442.509
5654,568.045,1645.454,2061.877,1397.489,1549.461,1760.888,1944.947,1353.869,2116.888,1521.989,1041.822,1695.293,1796.348,1129.140,1354.144,1666.482,1401.751,1771.825,1488.604,1455.647,1501.314,1049.329,2190.035,2126.737,2121.966,1820.585,2666.055,1527.479,1153.319,1312.911,1347.975,1601.823,1038.915,1098.979,1294.856,1071.688,1393.542,1739.807,1329.047,1194.547,1357.604,1974.746,1609.223,1673.220,1430.888
5655,566.829,1648.856,2062.035,1404.188,1551.612,1770.789,1955.786,1353.948,2115.852,1524.262,1040.671,1703.939,1803.030,1130.857,1357.298,1665.738,1406.776,1765.037,1501.303,1456.937,1503.132,1052.377,2184.126,2148.553,2120.198,1819.189,2689.972,1537.316,1157.601,1322.457,1358.165,1604.222,1046.552,1108.853,1288.748,1063.872,1393.619,1732.843,1335.515,1193.439,1349.339,1980.413,1623.531,1681.532,1435.842
