 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39,Mean40,Mean41,Mean42,Mean43,Mean44,Mean45,Mean46,Mean47,Mean48,Mean49,Mean50,Mean51,Mean52,Mean53,Mean54,Mean55,Mean56,Mean57,Mean58,Mean59,Mean60,Mean61,Mean62,Mean63,Mean64,Mean65,Mean66,Mean67
6203,787.944,3292.989,2148.285,2907.523,2776.630,3291.791,2980.680,2654.604,2990.881,2560.571,2720.088,2762.888,2189.085,2375.527,2950.395,3298.398,2814.489,2947.862,2265.873,2085.628,2315.797,1985.335,1945.968,2288.037,2634.890,1505.820,1690.800,2102.193,2390.525,2007.229,2565.432,2295.780,2552.792,2254.717,2852.171,2189.624,2364.382,1944.003,2212.913,2566.573,2004.258,2572.165,2255.824,2175.259,2891.723,2896.855,2368.688,2564.559,2119.153,1478.190,1984.266,1911.808,4755.673,1716.127,1919.260,1755.786,2313.374,2968.007,2920.684,2381.331,2670.539,3269.837,2904.134,2555.229,2752.547,2575.826,1691.937
6204,781.384,3279.991,2145.268,2912.177,2778.956,3283.076,2987.157,2643.286,2998.059,2554.918,2702.584,2757.098,2180.567,2365.411,2947.920,3285.235,2813.402,2934.782,2262.972,2082.361,2319.176,1977.422,1958.365,2283.365,2629.999,1511.748,1677.304,2085.474,2401.938,1998.431,2560.783,2287.788,2540.513,2231.836,2842.932,2194.782,2348.820,1949.958,2213.418,2541.013,1995.272,2575.537,2247.902,2168.938,2882.233,2892.852,2351.519,2574.236,2100.027,1464.811,1990.864,1926.955,4717.368,1714.058,1915.642,1751.024,2312.225,2962.648,2910.070,2381.094,2673.724,3275.878,2922.253,2540.160,2744.085,2558.649,1688.984
6205,768.539,3261.979,2128.342,2886.396,2757.361,3282.537,2974.165,2636.974,2993.169,2551.468,2681.838,2754.511,2181.498,2373.680,2955.616,3290.229,2826.597,2924.858,2257.811,2066.983,2313.672,1981.320,1947.382,2283.409,2633.921,1502.535,1678.342,2093.818,2397.462,2000.282,2590.204,2299.941,2553.270,2252.608,2845.077,2183.824,2353.356,1949.060,2218.199,2538.704,1987.907,2573.688,2247.619,2179.077,2873.434,2901.512,2369.537,2554.357,2101.162,1463.556,1998.030,1907.806,4725.656,1691.184,1918.221,1750.226,2320.094,2969.513,2909.343,2376.553,2666.948,3272.876,2911.634,2555.911,2751.922,2559.672,1691.463
6206,782.762,3278.168,2142.277,2907.805,2767.179,3277.803,2979.324,2647.650,2996.625,2540.460,2703.694,2750.171,2179.219,2364.792,2946.211,3282.517,2815.790,2940.152,2267.929,2073.130,2332.811,1989.677,1950.619,2272.930,2633.575,1500.463,1684.885,2083.909,2410.193,2006.687,2566.887,2296.136,2564.335,2242.340,2852.515,2185.372,2349.812,1949.945,2208.043,2544.079,1977.235,2584.033,2228.443,2167.631,2879.776,2893.044,2353.021,2552.001,2119.357,1469.500,1991.669,1913.622,4742.581,1713.969,1918.530,1746.546,2318.288,2967.296,2919.316,2388.948,2655.682,3266.678,2934.066,2560.574,2735.226,2550.447,1694.714
6207,788.783,3279.330,2145.212,2899.425,2782.541,3274.044,2980.112,2659.953,3002.213,2572.859,2712.160,2769.858,2179.262,2393.475,2954.870,3296.238,2832.605,2945.065,2260.673,2065.448,2323.807,1985.942,1957.372,2275.754,2637.832,1517.444,1683.022,2083.524,2401.626,2021.667,2567.312,2284.729,2561.301,2242.643,2862.625,2197.993,2355.839,1942.405,2221.740,2540.376,1991.260,2582.295,2242.893,2158.808,2911.671,2891.029,2355.618,2587.071,2140.957,1467.536,2004.938,1926.470,4755.253,1714.075,1928.839,1750.401,2312.607,2955.979,2915.631,2393.113,2670.926,3276.823,2922.003,2569.015,2754.600,2572.719,1702.766
6208,788.709,3274.147,2139.632,2893.189,2801.411,3296.891,2981.195,2664.337,2995.568,2575.726,2716.293,2777.255,2190.708,2376.220,2952.085,3307.006,2832.676,2924.446,2269.564,2073.330,2328.207,1987.251,1957.198,2292.500,2653.735,1511.147,1690.191,2097.237,2401.852,2008.130,2574.464,2285.111,2581.081,2262.585,2848.610,2203.308,2354.102,1946.893,2219.070,2555.742,2004.435,2578.059,2242.462,2169.130,2884.243,2899.221,2363.864,2562.475,2147.949,1473.599,2005.070,1922.884,4719.767,1702.725,1922.758,1759.815,2321.097,2973.044,2922.727,2391.672,2656.840,3290.248,2929.735,2572.708,2743.586,2581.279,1699.565
6209,779.814,3272.552,2149.719,2901.897,2781.667,3286.389,2969.057,2654.187,2994.010,2560.637,2704.417,2765.530,2188.545,2384.958,2954.233,3294.780,2817.966,2945.271,2268.888,2071.195,2329.200,1981.495,1942.874,2283.738,2641.931,1510.136,1681.171,2084.916,2402.903,2004.484,2571.993,2299.001,2563.671,2253.180,2858.338,2196.256,2361.431,1959.405,2224.538,2540.603,1983.450,2565.083,2249.287,2175.075,2897.157,2899.929,2367.909,2572.297,2129.341,1478.499,1994.593,1923.353,4720.998,1708.785,1925.391,1761.810,2304.421,2988.622,2926.596,2380.733,2677.107,3247.355,2940.953,2558.162,2734.067,2566.629,1703.267
6210,779.409,3268.490,2138.133,2890.435,2780.804,3281.749,2969.774,2644.526,2990.810,2579.929,2706.006,2766.822,2167.672,2379.574,2943.019,3280.273,2824.070,2948.609,2258.848,2063.861,2329.107,1983.575,1955.629,2274.233,2617.674,1509.284,1697.103,2082.622,2399.121,2013.371,2593.667,2291.855,2566.526,2265.077,2865.666,2196.893,2348.900,1954.539,2221.979,2535.207,1985.197,2573.692,2243.665,2161.741,2877.433,2898.355,2364.707,2558.375,2141.347,1465.961,2012.620,1919.207,4742.888,1706.898,1925.682,1755.631,2301.183,2951.184,2898.365,2388.274,2683.175,3271.129,2936.485,2565.039,2751.666,2565.017,1704.363
6211,776.176,3258.539,2142.957,2872.053,2774.461,3286.933,2990.006,2644.022,2998.820,2577.579,2718.761,2773.430,2181.007,2389.067,2947.336,3299.674,2824.567,2936.671,2249.696,2069.645,2323.469,1976.302,1952.972,2291.434,2640.931,1506.283,1684.552,2081.262,2389.734,2001.885,2579.902,2282.877,2564.168,2245.448,2872.349,2201.585,2356.752,1943.467,2227.275,2526.019,1984.689,2571.422,2254.431,2165.813,2885.019,2911.286,2365.188,2572.032,2118.578,1479.870,2001.246,1927.172,4758.167,1701.024,1929.010,1754.262,2322.090,2947.655,2919.143,2403.643,2677.637,3257.915,2937.033,2564.205,2755.489,2564.940,1702.818
6212,782.065,3246.170,2135.918,2876.204,2783.548,3275.605,2964.394,2660.964,2990.372,2571.939,2725.721,2775.276,2179.453,2380.480,2944.792,3278.938,2813.424,2921.625,2245.631,2060.577,2320.870,1982.961,1958.350,2274.725,2642.485,1506.621,1688.534,2075.159,2387.860,2004.489,2579.357,2288.128,2548.594,2249.168,2842.581,2188.497,2345.290,1963.052,2231.619,2537.647,1989.682,2585.633,2235.789,2161.661,2864.135,2906.726,2360.751,2568.509,2118.141,1464.478,2002.640,1927.101,4719.036,1700.279,1925.624,1751.437,2317.754,2957.143,2897.942,2376.769,2667.928,3252.020,2928.300,2576.712,2727.206,2557.303,1698.358
6213,777.913,3260.777,2125.813,2882.499,2764.989,3281.917,2976.981,2652.028,2980.930,2573.832,2719.380,2768.553,2170.704,2391.573,2935.144,3295.681,2816.937,2923.344,2249.737,2055.071,2321.344,1986.650,1958.488,2280.475,2638.463,1503.168,1681.248,2083.188,2408.234,2010.419,2591.235,2285.631,2541.160,2252.708,2849.423,2190.863,2342.254,1953.880,2219.059,2539.881,1986.354,2556.808,2243.749,2172.330,2882.191,2903.760,2363.582,2554.262,2116.458,1469.185,2014.125,1921.749,4734.789,1707.701,1925.992,1741.366,2310.148,2979.979,2908.885,2376.246,2700.015,3257.564,2951.151,2545.928,2734.491,2554.362,1701.506
6214,778.303,3255.763,2132.393,2876.567,2773.028,3267.623,2974.287,2668.144,2965.899,2572.007,2715.106,2775.174,2177.059,2388.279,2940.616,3292.286,2812.204,2940.415,2257.647,2063.939,2336.159,1979.995,1951.723,2277.004,2635.877,1499.511,1686.603,2095.641,2392.886,2006.999,2583.460,2293.053,2572.519,2257.995,2844.566,2193.047,2360.778,1938.710,2235.876,2529.631,2000.023,2579.563,2243.385,2169.663,2906.316,2904.631,2362.571,2581.804,2112.228,1476.008,2007.538,1924.932,4733.958,1693.873,1928.282,1753.730,2303.608,2972.526,2922.345,2374.724,2666.092,3249.963,2958.418,2563.634,2742.043,2556.352,1691.710
6215,783.480,3264.144,2133.542,2881.106,2788.563,3297.488,2975.732,2644.352,2997.385,2577.670,2735.603,2777.038,2175.574,2398.249,2944.720,3316.283,2836.671,2944.420,2273.210,2079.058,2336.930,1985.661,1952.511,2279.402,2652.277,1512.645,1688.157,2098.051,2406.584,2008.924,2585.334,2299.625,2562.696,2264.518,2843.789,2202.623,2357.818,1963.863,2234.462,2541.951,2011.463,2579.928,2253.560,2169.877,2894.739,2907.898,2364.748,2558.747,2147.986,1471.041,2011.052,1922.387,4738.046,1711.603,1918.501,1747.308,2315.367,2960.220,2923.740,2392.852,2672.338,3247.495,2948.885,2587.781,2749.228,2568.507,1700.843
6216,777.542,3254.880,2137.979,2898.292,2761.669,3283.631,2984.333,2663.985,2989.157,2583.990,2717.874,2773.878,2168.951,2394.121,2942.719,3307.540,2814.635,2929.521,2256.192,2062.964,2335.474,1988.651,1957.836,2282.383,2622.960,1507.938,1692.435,2087.510,2398.793,2013.044,2596.975,2296.095,2566.411,2260.324,2849.330,2200.522,2365.757,1959.171,2234.035,2520.248,2000.754,2598.356,2253.035,2168.963,2897.981,2922.132,2365.133,2579.556,2116.507,1470.322,2016.717,1922.984,4711.389,1700.395,1935.342,1752.819,2307.531,2996.074,2907.603,2392.780,2682.025,3246.471,2958.381,2575.875,2749.611,2564.322,1699.189
6217,780.006,3250.994,2147.493,2901.325,2781.320,3279.970,2983.424,2661.064,2992.136,2576.694,2720.327,2779.534,2173.383,2398.884,2939.894,3304.415,2816.661,2938.614,2248.132,2064.438,2336.523,1994.718,1952.192,2272.234,2640.432,1498.726,1688.302,2081.006,2394.161,2009.218,2614.385,2286.397,2550.748,2248.130,2857.441,2195.250,2354.952,1953.845,2233.431,2519.405,1987.128,2582.136,2253.322,2174.436,2901.760,2923.862,2378.970,2573.689,2120.356,1483.622,2016.740,1922.721,4749.601,1722.593,1932.451,1769.462,2313.029,2968.883,2920.990,2406.500,2689.667,3272.667,2981.809,2567.024,2724.888,2569.830,1712.678
6218,776.003,3258.638,2134.676,2896.899,2788.029,3298.357,2987.973,2667.097,2993.604,2576.839,2713.438,2785.490,2198.848,2417.338,2953.145,3326.746,2822.652,2927.243,2249.970,2070.065,2342.952,1990.188,1943.427,2282.798,2631.629,1508.212,1692.203,2093.955,2404.808,2012.639,2602.941,2299.348,2517.467,2257.172,2859.204,2199.441,2361.589,1965.409,2236.850,2544.806,2004.591,2586.794,2252.303,2162.419,2906.127,2923.219,2362.538,2583.786,2097.737,1492.758,2024.646,1931.294,4750.105,1707.678,1919.577,1754.942,2315.413,2963.493,2918.015,2382.710,2667.580,3255.457,2956.939,2563.186,2767.064,2574.552,1700.832
6219,777.898,3251.608,2134.219,2888.230,2789.577,3277.519,2990.090,2668.975,2985.326,2578.041,2722.765,2793.230,2176.812,2396.367,2946.550,3320.516,2815.116,2936.067,2242.435,2067.537,2336.843,1979.791,1953.785,2277.272,2654.944,1500.578,1694.239,2087.976,2409.728,2005.692,2609.208,2301.112,2531.771,2281.185,2859.188,2201.557,2372.832,1960.221,2222.064,2534.623,1991.475,2593.903,2260.447,2174.644,2920.523,2914.325,2366.837,2567.864,2119.060,1516.356,2017.621,1921.071,4745.403,1691.694,1927.552,1752.015,2316.543,2962.053,2926.570,2389.562,2683.252,3258.847,2953.853,2582.219,2731.731,2566.884,1698.848
6220,785.839,3248.735,2126.030,2907.711,2797.203,3304.255,2984.809,2677.198,2990.615,2593.137,2721.844,2803.225,2183.911,2410.414,2942.913,3310.840,2808.713,2935.072,2254.340,2066.260,2342.081,1989.531,1955.195,2280.674,2635.711,1510.042,1697.131,2106.411,2402.835,2006.112,2612.240,2303.335,2550.917,2274.732,2838.824,2201.374,2362.094,1962.186,2219.035,2543.812,1990.415,2579.156,2248.968,2168.963,2915.299,2935.388,2381.648,2575.992,2114.728,1511.901,2014.002,1935.030,4758.944,1693.719,1928.150,1761.070,2300.561,2970.570,2921.039,2400.451,2674.768,3249.421,2959.887,2569.217,2739.732,2560.658,1701.497
6221,776.882,3253.771,2136.690,2920.125,2792.369,3312.307,2991.162,2672.607,2997.713,2575.693,2729.112,2787.428,2163.491,2401.456,2939.434,3320.425,2811.645,2926.577,2262.169,2067.376,2339.455,1991.429,1950.046,2288.740,2642.971,1508.685,1691.727,2099.074,2407.736,2012.880,2601.444,2293.206,2553.657,2259.151,2880.782,2200.047,2358.529,1978.857,2212.174,2513.956,2007.011,2586.471,2260.480,2163.484,2901.774,2951.844,2385.503,2580.971,2083.078,1549.598,2023.761,1926.398,4721.005,1708.997,1927.930,1754.061,2318.352,2963.388,2912.371,2392.648,2687.634,3237.451,2950.905,2560.455,2726.637,2566.103,1703.176
6222,782.486,3253.310,2128.494,2915.271,2799.480,3297.180,3001.749,2660.902,2985.693,2582.665,2737.880,2791.326,2183.810,2400.681,2943.118,3305.851,2813.026,2936.694,2247.128,2074.723,2348.911,1987.309,1958.269,2277.071,2639.922,1500.285,1693.976,2104.364,2415.144,2004.554,2608.540,2295.697,2543.990,2268.129,2865.105,2198.530,2377.552,1965.697,2240.986,2529.407,2005.596,2576.562,2252.261,2161.648,2911.220,2896.307,2376.304,2583.520,2119.829,1536.676,2023.193,1929.303,4733.825,1703.790,1913.560,1760.748,2303.290,2948.982,2912.549,2391.939,2641.845,3258.080,2957.012,2566.418,2762.040,2571.702,1698.474
6223,778.836,3243.365,2130.770,2908.945,2805.291,3289.085,3007.625,2664.779,2983.077,2601.715,2726.337,2767.556,2181.595,2400.877,2934.722,3317.355,2813.205,2929.035,2250.045,2073.168,2344.444,1995.389,1944.922,2279.972,2631.882,1494.580,1690.964,2086.120,2398.089,2004.927,2622.040,2291.864,2548.714,2256.978,2883.917,2201.884,2364.156,1959.054,2234.767,2529.380,2012.007,2578.471,2234.132,2160.223,2903.756,2904.174,2388.688,2580.877,2106.468,1576.984,2017.424,1933.410,4740.622,1712.346,1926.108,1753.568,2304.580,2960.198,2902.667,2398.755,2665.826,3243.080,2986.520,2569.366,2734.534,2569.769,1698.551
6224,788.523,3233.731,2126.963,2915.280,2796.129,3299.663,3007.282,2651.360,2978.484,2586.750,2728.626,2783.462,2178.947,2392.815,2939.912,3314.505,2803.527,2913.700,2243.195,2072.416,2335.476,1983.734,1942.950,2274.780,2633.958,1504.441,1687.542,2096.137,2396.687,2003.823,2616.447,2306.562,2534.130,2258.722,2850.015,2201.762,2361.407,1959.708,2235.069,2527.560,2008.795,2569.782,2247.101,2160.970,2912.194,2907.200,2374.947,2574.754,2087.307,1605.433,2028.188,1933.289,4729.989,1686.190,1924.633,1754.522,2303.665,2952.650,2896.540,2383.073,2665.561,3256.532,2952.295,2571.515,2737.703,2559.859,1707.328
6225,777.879,3241.991,2125.295,2932.657,2802.896,3292.378,3011.672,2668.821,2990.447,2593.464,2726.939,2769.607,2163.784,2401.673,2935.737,3320.377,2811.309,2930.581,2265.959,2076.570,2355.296,1993.528,1951.748,2280.622,2649.432,1501.290,1690.980,2094.381,2405.750,2016.341,2618.828,2303.997,2532.526,2259.052,2879.285,2203.974,2362.570,1970.652,2227.861,2531.650,2001.268,2580.860,2248.937,2154.445,2902.824,2925.407,2395.458,2594.406,2102.204,1636.981,2028.834,1935.800,4751.036,1688.590,1931.212,1760.631,2317.998,2976.105,2923.491,2397.584,2677.216,3258.750,2949.958,2575.913,2739.913,2571.190,1698.894
6226,784.892,3243.658,2137.506,2924.787,2791.301,3303.143,3024.234,2678.822,2986.801,2595.322,2735.519,2788.165,2170.436,2395.275,2947.171,3319.155,2806.490,2913.924,2255.493,2064.728,2328.371,1999.419,1945.194,2281.000,2641.451,1504.535,1698.829,2100.963,2403.697,2013.232,2621.046,2296.536,2537.131,2273.758,2856.388,2208.395,2370.498,1963.155,2229.429,2536.895,2010.305,2581.304,2237.878,2154.438,2911.081,2917.799,2374.807,2580.834,2115.823,1684.135,2024.583,1946.228,4741.275,1708.512,1932.461,1765.956,2314.719,2943.104,2924.504,2394.433,2669.131,3234.433,2971.288,2575.045,2738.328,2557.313,1711.929
6227,771.455,3247.565,2133.081,2935.076,2799.896,3279.370,3028.412,2659.427,2975.570,2611.259,2726.811,2782.362,2170.021,2404.014,2948.087,3312.876,2811.701,2917.883,2254.921,2068.777,2331.844,1989.353,1937.432,2278.966,2636.329,1499.081,1688.466,2091.087,2402.740,2008.409,2612.084,2299.985,2544.963,2263.695,2865.939,2196.957,2358.072,1970.456,2241.680,2516.483,2001.706,2583.542,2253.815,2162.904,2933.583,2915.748,2386.151,2569.601,2104.765,1709.330,2034.058,1934.357,4735.846,1699.024,1926.334,1754.690,2313.881,2945.372,2899.267,2405.169,2669.371,3297.116,2921.842,2564.070,2735.089,2567.765,1707.573
6228,778.889,3237.972,2124.385,2930.025,2799.997,3267.536,3019.518,2655.729,2998.343,2588.255,2732.217,2768.163,2172.048,2404.305,2950.961,3316.762,2801.338,2915.579,2233.727,2064.557,2324.545,1982.458,1937.908,2275.372,2635.252,1497.014,1690.523,2079.022,2401.391,2002.915,2608.544,2293.752,2532.228,2268.735,2855.461,2192.057,2369.816,1936.710,2231.800,2518.443,2015.062,2574.487,2234.277,2156.339,2905.613,2899.610,2393.219,2556.038,2089.302,1718.481,2026.417,1935.103,4756.626,1696.005,1923.988,1761.757,2312.942,2932.987,2902.544,2385.497,2664.442,3276.612,2924.248,2559.394,2744.327,2568.839,1704.658
6229,783.455,3247.038,2123.813,2916.640,2811.188,3279.470,3027.677,2652.646,2987.147,2612.210,2727.131,2781.539,2173.577,2398.313,2947.767,3329.181,2792.708,2922.895,2241.754,2075.369,2318.023,1986.924,1938.828,2273.810,2634.149,1491.525,1693.258,2088.062,2403.749,2013.765,2618.026,2299.097,2529.217,2266.392,2864.812,2197.049,2363.582,1962.649,2234.089,2519.386,2008.456,2577.921,2244.638,2157.150,2897.028,2897.585,2404.216,2565.298,2086.231,1748.354,2016.603,1931.829,4742.625,1698.820,1932.429,1758.826,2316.526,2953.114,2926.697,2390.726,2662.536,3259.342,2952.334,2558.807,2737.359,2557.218,1699.067
6230,785.152,3237.305,2132.742,2925.588,2808.742,3291.009,3039.648,2665.376,2991.299,2611.062,2728.360,2783.461,2179.438,2387.940,2959.399,3319.537,2803.121,2931.130,2250.587,2070.475,2325.559,1990.549,1932.871,2275.131,2637.258,1494.541,1695.920,2086.858,2404.502,2010.923,2621.792,2305.782,2540.887,2260.333,2869.695,2196.292,2375.887,1959.816,2226.660,2529.225,2040.600,2585.504,2246.171,2146.520,2907.226,2904.201,2391.430,2558.256,2096.092,1764.449,2022.505,1935.564,4735.760,1699.061,1919.559,1765.811,2316.175,2977.304,2909.856,2381.612,2669.743,3275.969,2936.017,2572.786,2732.512,2572.052,1707.921
6231,784.929,3229.363,2132.663,2923.857,2789.133,3298.408,3031.245,2676.550,2997.649,2613.342,2728.569,2787.063,2173.368,2401.996,2952.381,3325.107,2785.424,2937.405,2236.751,2061.652,2326.357,1992.427,1932.389,2274.559,2638.909,1497.167,1689.148,2087.823,2401.830,2008.555,2615.553,2301.771,2537.609,2267.089,2852.535,2199.501,2364.263,1971.711,2227.666,2535.891,2017.886,2580.546,2229.444,2154.438,2900.211,2901.324,2400.871,2562.272,2063.527,1789.220,2024.935,1930.778,4713.146,1690.608,1915.178,1760.132,2315.303,2968.902,2921.146,2398.445,2693.344,3284.333,2966.336,2574.708,2739.195,2553.692,1703.947
6232,780.056,3239.178,2124.859,2916.548,2805.274,3294.624,3035.925,2656.061,2989.726,2621.151,2739.411,2796.461,2179.688,2395.887,2951.072,3305.461,2797.550,2930.806,2252.199,2073.794,2344.743,1996.808,1937.854,2271.318,2633.530,1494.007,1697.275,2086.509,2412.304,2011.194,2609.233,2305.954,2538.120,2255.546,2863.122,2204.217,2362.351,1962.891,2236.341,2524.252,2014.909,2576.737,2240.289,2164.314,2900.732,2917.067,2404.768,2569.101,2069.754,1797.782,2040.058,1929.049,4721.734,1702.848,1931.623,1758.527,2335.406,2971.129,2907.614,2384.870,2672.001,3265.627,2934.683,2578.444,2751.322,2565.457,1706.250
6233,781.300,3231.930,2125.534,2926.912,2793.383,3289.238,3036.488,2669.236,2996.929,2617.284,2727.070,2799.559,2170.089,2404.981,2969.592,3296.998,2788.929,2916.910,2228.748,2073.017,2326.445,1994.349,1927.604,2272.240,2619.572,1485.814,1693.923,2081.979,2401.891,2006.337,2607.526,2301.459,2521.919,2264.324,2873.766,2201.088,2357.804,1982.602,2224.911,2512.086,2012.771,2564.563,2234.231,2153.714,2902.928,2894.106,2401.792,2568.781,2077.574,1827.932,2026.090,1936.426,4724.801,1691.668,1933.875,1771.369,2314.405,2971.202,2929.595,2381.145,2686.755,3294.248,2944.393,2590.343,2743.899,2571.214,1709.496
6234,783.845,3220.671,2130.294,2927.158,2780.006,3281.748,3020.153,2667.064,2991.736,2609.459,2733.343,2772.829,2172.367,2402.887,2955.583,3336.015,2805.795,2925.862,2226.660,2059.155,2336.013,1991.266,1941.273,2266.059,2625.756,1493.613,1687.916,2080.084,2404.639,2001.365,2614.758,2298.128,2520.637,2259.780,2875.538,2199.809,2356.955,1957.379,2219.055,2519.844,2023.238,2592.065,2240.455,2152.587,2905.936,2897.717,2389.251,2587.386,2087.881,1817.349,2027.106,1933.427,4712.358,1691.676,1926.296,1768.163,2317.059,2975.730,2924.655,2384.754,2669.081,3265.007,2936.787,2582.982,2746.418,2566.077,1707.165
6235,781.161,3216.922,2135.680,2931.200,2767.636,3284.647,3013.795,2671.073,2951.126,2606.622,2728.492,2782.183,2170.115,2389.747,2937.707,3291.229,2777.137,2915.004,2225.234,2059.132,2333.389,1988.764,1931.662,2270.006,2614.291,1487.282,1691.818,2071.128,2406.853,2008.421,2600.860,2301.323,2500.243,2256.898,2847.415,2195.158,2361.305,1958.683,2235.686,2527.177,2015.118,2570.770,2236.829,2154.135,2908.003,2902.669,2397.615,2569.329,2076.231,1839.526,2030.767,1921.839,4727.549,1691.957,1917.609,1753.902,2313.567,2959.094,2909.846,2378.441,2670.586,3276.207,2917.858,2576.112,2737.853,2570.627,1698.962
6236,771.715,3237.601,2133.174,2916.909,2791.433,3299.951,3017.198,2659.278,2987.366,2600.125,2722.513,2781.331,2182.551,2396.103,2952.608,3292.256,2814.628,2915.318,2240.255,2068.446,2343.433,1990.929,1942.433,2278.778,2632.960,1492.745,1695.885,2082.517,2396.817,2006.177,2614.543,2311.787,2518.929,2270.483,2848.334,2198.491,2368.225,1952.581,2220.820,2515.090,2038.999,2586.031,2249.600,2156.092,2902.631,2911.104,2393.375,2553.390,2070.738,1835.713,2028.855,1934.240,4733.792,1710.264,1923.338,1761.567,2310.829,2980.714,2917.345,2394.580,2672.329,3255.396,2937.716,2577.137,2750.611,2567.710,1702.081
6237,779.142,3222.692,2135.381,2934.639,2773.734,3281.552,3025.633,2650.319,2978.250,2589.519,2740.179,2792.915,2174.896,2384.724,2968.059,3298.269,2810.046,2922.635,2232.996,2054.384,2329.700,1988.475,1930.609,2272.591,2623.080,1486.957,1703.624,2073.295,2396.697,2005.650,2621.639,2302.728,2509.423,2254.732,2863.423,2199.437,2363.429,1968.372,2226.887,2532.232,2014.992,2580.285,2245.598,2164.702,2880.980,2915.503,2393.042,2560.013,2057.542,1831.077,2028.188,1925.897,4683.966,1702.372,1910.237,1768.434,2333.621,2972.008,2924.003,2380.866,2676.562,3255.920,2938.206,2566.319,2727.941,2558.450,1704.425
6238,787.226,3229.109,2140.555,2921.676,2782.099,3290.482,3022.057,2669.820,2986.417,2584.596,2730.410,2791.282,2157.348,2394.226,2950.470,3307.401,2802.991,2923.321,2249.055,2070.340,2340.382,1987.061,1931.328,2276.124,2627.306,1483.026,1693.491,2084.318,2399.932,2016.481,2614.281,2315.777,2499.588,2257.176,2873.168,2205.604,2361.464,1966.037,2217.875,2539.590,2014.960,2581.983,2237.353,2157.058,2902.667,2900.919,2390.048,2563.370,2054.894,1854.281,2030.137,1933.504,4725.447,1689.080,1934.946,1765.584,2332.279,2967.570,2933.122,2389.951,2700.531,3262.042,2917.943,2585.873,2746.000,2569.272,1696.316
6239,790.923,3232.419,2144.391,2960.662,2783.228,3305.771,3034.258,2691.052,2996.090,2603.134,2729.864,2795.687,2188.615,2382.660,2957.597,3330.612,2810.633,2920.141,2251.395,2075.474,2339.725,1982.877,1938.215,2273.791,2633.831,1488.767,1698.890,2082.792,2405.689,2024.655,2627.694,2316.501,2523.024,2254.787,2853.919,2203.972,2368.503,1972.487,2226.925,2504.686,2028.906,2594.025,2261.050,2160.968,2903.819,2889.226,2401.910,2582.750,2069.713,1840.055,2031.593,1933.049,4718.342,1692.761,1932.177,1770.938,2324.473,2972.978,2937.368,2384.091,2710.593,3258.104,2926.244,2567.234,2725.901,2569.461,1709.353
6240,790.108,3234.405,2141.220,2940.507,2793.211,3305.770,3025.463,2668.424,2984.656,2600.500,2719.512,2791.437,2168.504,2392.986,2958.307,3332.219,2818.767,2918.214,2230.663,2069.082,2318.440,1984.792,1925.621,2274.330,2610.512,1485.885,1699.117,2085.017,2391.367,2017.050,2621.344,2329.591,2508.901,2256.996,2864.695,2209.564,2370.706,1973.636,2208.135,2505.683,2032.302,2576.467,2268.045,2157.496,2905.994,2912.719,2409.558,2567.689,2057.439,1854.372,2029.512,1932.783,4714.756,1699.273,1918.280,1769.462,2336.880,2952.124,2941.988,2369.228,2665.607,3258.839,2909.464,2589.279,2726.695,2559.294,1702.931
6241,781.282,3220.593,2127.968,2922.861,2785.252,3301.737,3013.530,2670.892,2985.630,2595.915,2720.547,2797.079,2166.184,2394.702,2960.914,3310.765,2805.773,2911.286,2235.894,2064.228,2325.667,1984.624,1937.720,2263.544,2618.645,1485.880,1693.514,2089.053,2400.915,2017.173,2616.885,2320.148,2519.670,2264.796,2872.151,2203.026,2375.746,1971.320,2233.091,2494.056,2028.962,2586.603,2248.858,2144.603,2896.149,2913.440,2400.830,2556.874,2078.661,1849.259,2044.385,1923.620,4708.771,1692.867,1922.931,1774.715,2318.932,2958.345,2922.337,2396.997,2691.098,3267.658,2901.324,2589.729,2736.622,2565.527,1707.092
6242,776.517,3222.925,2139.260,2936.708,2787.172,3274.369,3018.998,2670.754,2988.218,2584.602,2721.935,2778.793,2163.873,2387.969,2951.736,3312.196,2802.260,2912.987,2244.411,2063.389,2324.439,1988.829,1930.947,2257.604,2602.766,1483.679,1694.762,2085.227,2396.311,2006.613,2625.552,2313.020,2508.201,2258.834,2856.737,2206.707,2363.756,1980.222,2241.314,2515.174,2026.715,2585.393,2253.418,2157.892,2892.705,2914.137,2396.440,2564.763,2072.792,1859.713,2033.821,1932.710,4722.603,1703.387,1913.240,1771.978,2331.336,2954.425,2928.110,2377.306,2682.706,3229.922,2924.217,2591.910,2721.936,2572.140,1708.887
