 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23
4640,734.718,2037.716,1611.082,1686.554,1668.025,2185.097,2263.038,2261.801,2035.149,1750.716,1204.510,1720.188,1390.445,2136.639,3196.152,1721.096,1578.622,1970.077,1902.380,1788.178,1345.773,2766.541,1387.584
4641,731.545,2031.787,1601.264,1677.149,1663.791,2180.669,2264.922,2265.232,2023.857,1746.958,1199.784,1720.785,1389.267,2140.904,3189.864,1716.165,1571.909,1962.074,1886.659,1784.069,1340.306,2774.182,1381.119
4642,737.626,2021.689,1607.542,1682.561,1668.136,2182.123,2260.886,2258.651,2030.369,1749.979,1202.620,1719.002,1389.787,2141.112,3194.484,1719.250,1577.735,1965.657,1898.201,1786.569,1344.666,2757.736,1385.521
4643,735.699,2029.436,1611.623,1683.289,1673.880,2189.448,2275.059,2268.741,2037.287,1755.677,1209.278,1725.122,1396.515,2148.562,3206.599,1726.433,1578.428,1973.497,1899.211,1791.383,1348.136,2778.214,1392.441
4644,733.099,2026.183,1606.444,1680.395,1669.596,2182.004,2264.895,2259.158,2031.741,1749.417,1200.557,1718.763,1391.487,2137.311,3194.926,1722.013,1578.609,1963.742,1897.655,1786.821,1344.248,2762.901,1385.480
4645,738.716,2029.847,1606.962,1679.502,1674.033,2191.640,2276.873,2255.357,2034.107,1749.584,1205.772,1720.224,1392.417,2147.340,3204.927,1726.137,1577.823,1972.486,1902.604,1787.122,1350.237,2764.344,1393.019
4646,737.759,2029.174,1607.398,1681.529,1669.697,2185.205,2263.513,2255.284,2034.774,1752.293,1204.980,1721.285,1387.546,2143.907,3205.171,1720.097,1579.852,1965.400,1902.924,1784.461,1345.801,2763.289,1395.082
4647,733.903,2024.016,1604.574,1681.675,1668.372,2186.403,2268.073,2261.993,2034.300,1749.427,1202.469,1720.903,1389.520,2134.785,3203.217,1723.613,1578.374,1964.587,1906.844,1789.232,1346.301,2780.264,1394.013
4648,734.678,2029.953,1610.909,1681.066,1675.811,2185.580,2271.778,2263.616,2026.931,1750.049,1203.463,1717.640,1385.547,2142.344,3205.727,1720.836,1580.198,1977.814,1909.033,1786.872,1351.707,2774.177,1391.685
4649,734.283,2026.692,1604.340,1682.539,1671.870,2179.981,2265.794,2268.202,2024.943,1745.554,1200.943,1718.919,1393.530,2138.088,3193.299,1721.348,1581.126,1970.585,1898.411,1780.203,1346.656,2769.131,1390.325
4650,735.500,2031.720,1611.379,1679.357,1679.942,2192.591,2269.747,2267.927,2027.259,1751.141,1200.986,1719.257,1389.829,2134.162,3211.023,1722.001,1580.741,1980.216,1904.605,1787.796,1346.519,2771.196,1396.908
4651,738.039,2024.272,1607.627,1680.287,1673.194,2186.564,2270.046,2267.153,2032.777,1751.249,1202.047,1719.846,1393.027,2132.331,3193.834,1720.688,1582.331,1977.659,1902.088,1789.911,1344.986,2770.948,1393.604
4652,735.878,2035.051,1605.233,1685.474,1680.502,2182.512,2268.268,2272.623,2031.443,1754.136,1201.068,1720.094,1391.485,2139.890,3199.483,1720.077,1583.251,1973.194,1905.989,1785.936,1355.354,2777.012,1395.049
4653,734.984,2027.223,1612.602,1683.839,1675.133,2182.425,2277.154,2273.749,2032.039,1754.295,1206.083,1724.514,1396.269,2148.404,3217.273,1724.100,1577.544,1973.497,1900.338,1791.574,1352.248,2769.322,1400.383
4654,739.095,2024.639,1609.294,1684.957,1680.904,2188.520,2263.365,2276.869,2029.853,1753.247,1208.066,1719.879,1397.647,2134.635,3196.402,1720.628,1580.458,1984.295,1898.437,1791.312,1356.362,2782.519,1403.411
4655,735.103,2025.325,1607.619,1679.773,1672.295,2181.043,2265.510,2258.999,2030.096,1745.851,1202.793,1720.201,1394.587,2137.836,3212.148,1715.424,1576.178,1974.375,1904.311,1790.302,1359.708,2770.513,1400.001
4656,742.237,2034.040,1610.495,1681.063,1680.436,2198.238,2271.009,2272.941,2039.514,1755.160,1211.271,1722.896,1394.812,2135.237,3203.126,1724.818,1584.857,1990.992,1901.672,1791.916,1362.355,2782.261,1398.708
4657,739.946,2028.484,1610.127,1681.944,1685.415,2192.312,2275.363,2274.918,2035.579,1761.469,1210.050,1725.835,1399.948,2145.089,3202.188,1725.845,1584.930,1988.930,1912.536,1796.500,1361.024,2777.323,1408.427
4658,740.399,2026.165,1609.512,1681.346,1683.606,2183.724,2264.090,2268.984,2038.231,1746.491,1207.507,1721.944,1399.565,2142.667,3218.468,1724.428,1580.971,1987.085,1897.626,1793.389,1362.349,2777.947,1403.345
4659,733.110,2022.285,1611.470,1681.130,1686.058,2195.471,2272.249,2271.397,2034.153,1751.466,1205.750,1728.494,1394.741,2147.679,3204.252,1723.583,1576.435,1987.907,1908.611,1790.115,1363.402,2785.968,1401.057
4660,738.464,2017.823,1609.248,1682.613,1679.634,2189.190,2269.510,2267.978,2026.702,1750.190,1202.361,1723.049,1397.893,2140.390,3204.799,1722.198,1572.222,1987.674,1899.185,1791.288,1360.333,2781.596,1398.400
4661,732.669,2025.399,1612.098,1681.336,1688.240,2200.798,2272.454,2273.166,2037.229,1752.248,1206.123,1728.159,1400.346,2137.662,3214.624,1723.153,1579.768,1991.819,1897.268,1792.948,1367.657,2782.967,1405.484
4662,736.858,2024.586,1614.476,1682.942,1687.793,2195.808,2273.370,2274.723,2035.203,1762.811,1205.909,1727.703,1400.938,2151.115,3220.151,1728.065,1582.246,1993.346,1899.260,1791.745,1370.194,2784.363,1406.490
4663,738.541,2027.569,1611.367,1687.146,1692.902,2200.774,2271.851,2280.295,2038.510,1760.544,1209.656,1726.424,1401.400,2153.046,3215.039,1731.503,1579.589,1998.112,1902.540,1800.769,1367.689,2785.241,1409.260
4664,740.423,2022.161,1608.948,1687.146,1689.843,2194.180,2269.033,2277.499,2042.757,1758.261,1205.251,1726.175,1403.005,2141.882,3221.262,1731.570,1578.059,2005.901,1900.967,1797.749,1370.901,2781.446,1409.071
4665,735.854,2015.824,1607.510,1681.310,1684.430,2190.714,2274.106,2265.544,2034.437,1749.792,1204.170,1717.338,1394.872,2146.863,3221.249,1718.815,1574.033,1996.795,1888.952,1792.292,1369.310,2783.638,1401.401
4666,737.898,2018.950,1609.498,1682.688,1686.384,2194.442,2259.225,2273.668,2032.777,1758.286,1209.889,1726.877,1396.043,2149.094,3216.987,1729.752,1579.417,2000.736,1911.626,1800.469,1368.558,2795.715,1403.522
4667,735.169,2019.331,1606.865,1683.157,1688.269,2189.796,2263.422,2270.086,2032.773,1749.919,1207.174,1721.140,1396.690,2140.152,3213.478,1723.475,1582.557,1998.879,1894.471,1796.994,1365.604,2775.820,1401.026
4668,742.627,2018.150,1609.692,1678.673,1681.935,2196.054,2273.006,2261.946,2038.954,1755.186,1206.470,1725.521,1399.028,2143.505,3216.000,1728.295,1578.077,1993.941,1914.291,1803.278,1369.715,2789.697,1406.507
4669,736.219,2018.719,1606.939,1684.102,1689.563,2199.676,2270.764,2270.974,2034.589,1755.277,1209.092,1723.900,1400.599,2144.195,3219.283,1723.932,1578.039,1998.448,1899.664,1798.583,1370.243,2783.064,1409.181
4670,740.962,2020.587,1610.821,1686.641,1684.216,2196.384,2275.153,2265.301,2036.132,1753.944,1207.171,1724.996,1398.826,2158.088,3208.540,1726.702,1579.583,2000.593,1905.251,1803.894,1374.569,2794.113,1411.003
4671,732.442,2015.956,1604.803,1682.385,1684.018,2193.781,2259.019,2269.475,2038.144,1749.559,1204.850,1720.754,1394.601,2143.454,3204.455,1725.523,1578.045,1997.502,1899.981,1797.762,1369.004,2785.479,1407.182
4672,737.528,2014.722,1608.116,1681.063,1687.033,2199.487,2275.241,2272.186,2034.265,1755.434,1207.707,1724.581,1396.020,2141.554,3217.922,1729.892,1579.724,1997.776,1899.740,1801.380,1373.980,2783.180,1406.051
4673,738.089,2019.735,1605.902,1680.017,1685.256,2204.078,2274.174,2275.865,2034.760,1752.468,1208.095,1721.928,1398.401,2144.323,3221.651,1725.980,1575.780,2000.474,1903.346,1804.583,1374.628,2782.685,1407.390
4674,736.730,2017.733,1604.598,1680.385,1683.700,2194.003,2265.895,2266.271,2029.290,1752.865,1207.189,1721.418,1394.252,2143.404,3209.424,1725.294,1578.870,1992.996,1902.395,1810.272,1371.598,2777.190,1406.071
4675,735.273,2007.291,1603.866,1678.542,1682.571,2193.649,2268.336,2273.041,2031.620,1753.958,1210.368,1718.000,1393.220,2143.735,3209.458,1723.741,1570.121,2001.217,1893.148,1799.041,1372.321,2779.209,1402.210
4676,736.427,2011.510,1610.293,1683.341,1684.297,2188.595,2273.277,2269.009,2032.585,1750.735,1208.814,1722.903,1399.991,2136.819,3217.224,1730.592,1576.667,2002.537,1897.694,1804.976,1377.698,2785.712,1403.593
4677,733.408,2015.189,1612.451,1684.573,1686.650,2196.704,2273.942,2270.550,2041.816,1756.941,1210.854,1727.739,1396.105,2147.923,3222.055,1727.753,1576.304,2001.480,1899.237,1807.601,1368.237,2783.028,1408.825
4678,740.340,2012.017,1606.627,1684.082,1679.318,2196.764,2274.686,2268.762,2035.852,1754.328,1211.769,1727.726,1397.975,2146.821,3211.674,1727.907,1573.068,2006.768,1900.819,1801.599,1372.748,2779.363,1411.677
4679,735.771,2020.556,1607.673,1685.207,1691.765,2196.124,2281.336,2271.719,2025.681,1753.683,1211.293,1728.585,1398.508,2140.979,3221.927,1728.589,1576.522,2010.916,1894.492,1806.321,1375.514,2794.516,1412.892
4680,733.981,2011.131,1599.263,1682.481,1685.183,2196.565,2265.353,2267.490,2030.779,1751.047,1209.726,1722.273,1392.011,2148.797,3213.624,1727.174,1571.231,2003.225,1896.829,1807.368,1370.773,2782.735,1405.778
4681,737.077,2010.899,1601.133,1683.160,1685.077,2193.178,2274.069,2267.617,2025.882,1757.260,1212.738,1724.700,1394.111,2144.665,3220.305,1726.054,1575.360,2007.003,1888.658,1813.557,1369.729,2780.990,1399.828
4682,739.941,2014.115,1606.652,1686.119,1693.220,2198.414,2275.082,2271.762,2038.484,1753.051,1212.139,1731.068,1397.194,2142.276,3222.280,1738.740,1574.782,2013.791,1889.331,1810.720,1379.348,2787.587,1412.456
4683,738.112,2016.724,1605.388,1685.996,1685.711,2197.792,2270.134,2261.325,2033.977,1752.378,1208.323,1728.815,1392.206,2131.071,3218.885,1727.716,1574.587,2005.839,1895.558,1808.706,1376.459,2784.496,1404.329
4684,734.502,2014.932,1607.564,1684.237,1689.215,2191.881,2277.030,2270.667,2033.949,1753.876,1210.135,1729.123,1394.295,2136.552,3219.055,1728.288,1569.965,2013.035,1894.137,1808.536,1379.455,2786.677,1408.896
4685,736.104,2000.678,1601.366,1684.259,1686.338,2186.679,2264.489,2265.672,2031.291,1751.589,1206.195,1723.877,1391.478,2141.342,3209.874,1726.660,1570.526,2007.468,1888.286,1808.826,1382.233,2773.780,1404.145
4686,735.144,2013.770,1605.523,1687.152,1682.707,2185.543,2275.252,2262.672,2025.364,1755.803,1214.099,1726.083,1390.781,2145.298,3213.988,1725.318,1568.290,2012.055,1891.211,1811.111,1382.232,2776.899,1411.141
4687,732.987,2005.971,1598.461,1680.082,1686.943,2189.138,2268.318,2260.676,2025.903,1748.831,1205.200,1724.120,1386.298,2129.792,3206.460,1724.118,1564.289,2008.556,1885.068,1801.982,1371.204,2776.992,1396.478
4688,737.199,2011.105,1605.186,1685.465,1692.289,2184.745,2268.769,2259.009,2029.051,1752.012,1212.492,1726.008,1396.605,2142.117,3217.276,1730.735,1577.861,2013.953,1894.431,1808.737,1386.816,2773.845,1410.861
4689,737.285,2007.061,1604.716,1680.345,1688.395,2184.165,2269.866,2262.011,2025.283,1748.924,1210.460,1725.557,1392.690,2131.724,3205.922,1723.928,1568.125,2013.007,1882.903,1803.814,1384.588,2784.816,1405.359
4690,733.330,2010.444,1607.982,1681.307,1690.087,2181.560,2269.798,2264.845,2028.578,1754.074,1210.937,1732.165,1394.074,2135.508,3214.813,1729.221,1576.030,2018.054,1893.741,1808.465,1385.109,2776.091,1409.976
4691,741.590,2023.066,1607.624,1680.214,1694.062,2192.746,2270.800,2272.103,2033.345,1753.456,1206.148,1730.544,1393.215,2142.198,3217.453,1728.544,1570.790,2022.693,1887.138,1812.149,1384.341,2783.472,1407.603
4692,729.032,2008.454,1603.039,1681.135,1685.090,2188.791,2276.182,2270.558,2026.428,1746.578,1205.402,1729.532,1391.524,2128.904,3209.858,1726.170,1563.123,2021.875,1891.193,1812.260,1378.694,2786.649,1404.906
4693,736.311,2018.788,1610.371,1676.394,1693.020,2179.392,2276.737,2274.587,2027.907,1748.628,1211.126,1728.254,1392.167,2133.322,3221.641,1732.379,1570.080,2022.799,1893.330,1808.693,1390.277,2776.843,1412.640
4694,738.032,2025.260,1617.802,1690.260,1697.069,2206.539,2292.622,2278.413,2040.039,1760.599,1214.027,1735.872,1401.362,2148.823,3232.372,1741.381,1575.899,2032.851,1904.326,1816.101,1398.667,2794.334,1415.338
4695,743.475,2009.856,1605.495,1678.879,1692.518,2193.517,2285.704,2268.394,2036.082,1750.423,1209.293,1726.581,1395.859,2146.057,3214.737,1724.950,1570.512,2037.463,1893.609,1814.077,1387.605,2783.935,1408.347
4696,734.688,2010.708,1602.316,1677.361,1687.553,2190.460,2284.472,2265.576,2022.903,1752.655,1210.933,1727.606,1394.914,2137.015,3209.870,1721.699,1570.886,2027.806,1898.217,1807.093,1389.139,2777.617,1403.559
4697,743.826,2007.798,1606.552,1684.393,1688.672,2183.006,2285.468,2271.275,2030.654,1757.162,1214.517,1733.982,1393.172,2142.668,3216.272,1732.878,1569.169,2028.737,1896.532,1810.689,1388.832,2770.235,1411.858
4698,732.291,2009.997,1604.691,1683.344,1691.450,2181.454,2287.179,2274.633,2031.911,1750.972,1209.043,1730.918,1396.388,2141.055,3221.613,1728.521,1573.698,2033.100,1899.553,1809.815,1389.298,2780.065,1412.166
4699,734.182,2006.422,1607.206,1674.924,1680.129,2179.622,2280.983,2273.777,2031.783,1755.169,1213.045,1733.307,1390.867,2121.780,3207.818,1728.824,1565.263,2035.613,1905.133,1815.948,1383.141,2775.140,1405.336
4700,736.562,2012.225,1607.039,1681.092,1690.808,2189.731,2287.410,2269.279,2030.686,1751.927,1212.021,1731.905,1396.684,2127.754,3223.970,1731.245,1567.423,2041.823,1906.679,1809.908,1381.884,2786.605,1407.738
4701,741.764,2019.737,1611.858,1685.400,1692.933,2191.042,2292.593,2282.551,2034.087,1757.642,1217.029,1741.455,1399.513,2143.187,3233.244,1734.721,1573.468,2044.126,1907.610,1812.809,1392.526,2787.824,1409.090
4702,740.638,2009.268,1607.242,1681.524,1688.280,2191.857,2290.884,2278.030,2030.961,1750.415,1214.994,1736.187,1396.402,2133.414,3217.409,1733.359,1568.504,2045.775,1900.091,1813.111,1387.457,2785.185,1407.089
4703,736.265,2012.666,1607.400,1683.087,1688.170,2183.349,2293.583,2267.427,2033.762,1750.795,1210.698,1730.900,1397.282,2130.224,3216.654,1729.933,1562.633,2047.274,1908.422,1815.327,1386.551,2784.256,1405.992
4704,739.976,2021.160,1604.721,1682.338,1688.807,2184.078,2297.400,2272.178,2037.643,1751.527,1213.960,1733.278,1399.931,2136.365,3222.779,1731.808,1573.402,2052.118,1900.221,1814.497,1396.946,2792.866,1404.685
4705,734.834,2012.752,1604.907,1677.752,1688.774,2185.306,2279.076,2264.634,2028.975,1744.240,1207.380,1728.177,1394.025,2127.165,3213.271,1725.055,1564.487,2046.495,1904.764,1815.059,1383.030,2787.485,1404.963
4706,739.374,2014.518,1603.699,1685.216,1686.662,2183.281,2291.526,2273.403,2030.630,1753.047,1211.435,1733.980,1403.021,2134.249,3214.628,1735.042,1568.252,2057.947,1910.001,1821.548,1388.818,2793.295,1405.300
4707,738.086,2012.796,1607.214,1682.269,1691.034,2178.935,2295.652,2269.447,2029.364,1753.347,1216.162,1730.112,1397.071,2131.355,3211.815,1732.838,1567.688,2047.631,1899.877,1819.578,1392.098,2785.349,1408.877
4708,741.491,2012.862,1607.408,1682.656,1697.630,2184.900,2297.244,2271.973,2028.437,1756.585,1211.647,1733.347,1401.063,2143.262,3220.026,1732.931,1570.668,2059.879,1912.636,1815.682,1389.967,2789.247,1405.151
4709,738.056,2008.801,1605.633,1673.744,1695.637,2177.219,2281.125,2270.483,2032.990,1740.414,1209.836,1726.549,1395.873,2131.125,3205.961,1728.837,1570.709,2052.805,1915.297,1814.754,1393.644,2783.195,1406.577
4710,734.084,2006.304,1606.688,1679.113,1685.474,2174.616,2284.065,2263.162,2024.192,1751.473,1215.411,1731.813,1400.236,2125.981,3207.562,1732.087,1570.759,2062.229,1914.758,1812.762,1397.261,2783.261,1405.365
4711,733.975,2015.460,1608.516,1682.485,1692.160,2177.146,2293.311,2274.211,2026.486,1750.981,1212.175,1732.046,1397.785,2136.539,3220.388,1728.563,1575.427,2064.292,1909.552,1819.683,1397.570,2777.453,1407.528
4712,738.648,2014.327,1610.192,1681.464,1693.109,2186.850,2296.147,2273.399,2029.714,1751.623,1219.246,1732.526,1399.588,2124.188,3216.723,1733.535,1576.041,2063.509,1919.911,1816.213,1396.829,2796.650,1408.177
4713,739.635,2014.500,1608.606,1679.911,1696.260,2171.252,2291.792,2279.385,2025.057,1754.699,1216.815,1736.797,1403.671,2130.420,3218.549,1733.005,1575.184,2070.832,1924.568,1820.921,1397.928,2790.484,1408.771
4714,740.542,2015.128,1613.662,1686.082,1695.224,2174.121,2298.062,2274.540,2024.367,1754.671,1218.257,1730.204,1404.385,2118.145,3218.998,1735.753,1576.353,2084.072,1920.797,1822.712,1404.166,2794.504,1408.928
4715,739.123,2018.608,1610.759,1682.008,1696.376,2175.764,2293.179,2269.965,2038.071,1754.069,1217.144,1734.548,1402.613,2120.988,3233.035,1736.030,1576.201,2080.054,1926.426,1822.094,1399.841,2789.241,1407.348
4716,737.403,2015.150,1605.125,1680.072,1693.033,2180.531,2307.850,2268.153,2026.783,1750.846,1216.825,1733.786,1401.243,2127.382,3220.448,1735.631,1570.165,2081.159,1917.634,1825.076,1400.044,2787.309,1407.066
4717,739.574,2015.319,1606.739,1677.010,1695.900,2175.154,2302.356,2269.491,2025.198,1750.924,1216.299,1727.270,1402.871,2128.865,3214.634,1735.197,1573.498,2078.478,1923.908,1824.841,1398.459,2792.107,1404.227
4718,739.430,2017.678,1613.294,1680.915,1699.641,2174.205,2298.497,2273.158,2027.882,1755.155,1217.593,1732.243,1406.285,2126.216,3213.114,1739.116,1571.168,2088.025,1926.544,1816.448,1407.354,2798.052,1411.101
4719,738.095,2016.032,1605.635,1684.646,1691.888,2182.630,2299.021,2277.714,2028.821,1746.968,1213.692,1731.030,1406.002,2132.516,3225.779,1742.244,1574.291,2088.997,1913.261,1826.930,1406.227,2798.775,1413.520
4720,736.401,2013.855,1609.723,1676.747,1695.611,2169.555,2301.179,2275.870,2030.907,1749.204,1214.658,1732.737,1398.416,2125.213,3220.478,1732.572,1568.992,2095.753,1918.448,1824.213,1409.273,2787.142,1411.881
4721,737.928,2015.006,1606.269,1677.172,1688.985,2173.653,2292.012,2267.237,2023.623,1747.820,1212.487,1726.098,1403.277,2130.482,3219.148,1736.789,1566.912,2093.417,1925.244,1823.441,1410.607,2788.559,1414.496
4722,736.753,2010.264,1610.511,1674.275,1694.108,2179.821,2294.410,2269.516,2023.579,1753.201,1214.255,1731.365,1402.352,2129.919,3216.840,1733.518,1573.810,2096.072,1915.701,1823.138,1407.168,2788.673,1411.670
4723,738.466,2023.687,1613.239,1683.417,1692.740,2181.339,2297.415,2275.646,2025.496,1751.398,1216.039,1735.105,1403.286,2128.181,3215.441,1737.404,1570.162,2097.071,1922.180,1822.695,1405.018,2781.750,1413.855
4724,733.217,2010.188,1607.005,1673.308,1692.861,2168.588,2290.524,2269.321,2025.890,1743.170,1213.109,1723.785,1402.986,2118.080,3209.797,1734.026,1569.675,2098.005,1907.540,1823.397,1406.652,2784.989,1414.840
4725,737.180,2010.487,1605.828,1672.921,1686.367,2154.767,2284.450,2265.052,2015.778,1740.749,1207.803,1727.558,1398.833,2120.795,3205.836,1735.128,1570.180,2105.586,1911.540,1823.210,1402.846,2785.418,1413.443
4726,731.980,2013.688,1604.136,1672.015,1692.231,2176.965,2293.367,2268.122,2023.771,1744.701,1211.722,1729.490,1398.987,2117.172,3201.376,1733.374,1567.553,2102.193,1911.174,1821.493,1402.984,2788.505,1413.050
4727,737.952,2012.140,1603.012,1675.410,1694.392,2169.067,2291.946,2266.669,2019.993,1749.645,1215.283,1719.627,1405.151,2121.277,3211.331,1737.874,1567.793,2097.116,1913.348,1822.477,1411.246,2786.524,1412.364
4728,736.227,2017.863,1608.519,1675.221,1695.388,2178.827,2294.529,2267.663,2025.774,1752.695,1216.597,1728.583,1402.692,2125.953,3211.794,1739.754,1573.333,2106.721,1913.169,1823.739,1407.428,2793.508,1410.312
4729,734.006,2016.675,1609.644,1679.382,1693.119,2169.719,2297.834,2273.854,2013.888,1750.227,1214.242,1731.216,1398.894,2124.227,3226.347,1738.402,1573.776,2110.650,1925.629,1829.120,1409.614,2791.341,1412.333
4730,734.605,2027.114,1614.753,1680.248,1692.046,2175.060,2291.789,2278.413,2020.255,1755.426,1220.018,1735.476,1405.233,2123.723,3208.979,1741.830,1573.974,2119.518,1925.300,1823.514,1414.353,2797.597,1414.061
4731,738.115,2016.737,1605.583,1675.830,1693.875,2174.616,2287.173,2270.102,2025.789,1750.184,1218.380,1727.928,1401.319,2120.809,3199.779,1735.023,1571.619,2115.135,1914.336,1819.853,1410.853,2789.613,1406.597
4732,740.230,2024.305,1612.649,1676.782,1695.216,2181.293,2297.612,2268.453,2021.821,1762.127,1220.823,1732.622,1402.380,2133.103,3218.306,1742.251,1576.742,2122.942,1924.556,1827.350,1411.011,2793.730,1412.336
4733,737.970,2025.264,1606.908,1677.412,1692.655,2171.221,2289.744,2263.643,2017.298,1754.941,1215.564,1725.147,1400.749,2111.635,3204.941,1741.120,1572.402,2105.954,1919.736,1820.377,1409.929,2787.873,1407.335
4734,730.259,2020.486,1605.314,1673.913,1690.193,2171.601,2292.256,2266.561,2013.739,1756.210,1216.141,1727.312,1402.367,2118.173,3211.882,1738.093,1570.833,2115.458,1918.224,1822.326,1415.939,2798.021,1404.962
4735,736.093,2016.026,1610.393,1672.401,1695.785,2171.097,2293.716,2271.555,2013.297,1754.921,1218.587,1728.141,1400.753,2124.104,3222.145,1734.483,1574.662,2122.323,1922.926,1823.687,1409.504,2786.682,1411.016
4736,740.040,2024.436,1607.926,1677.125,1692.218,2174.974,2301.455,2275.035,2025.643,1759.889,1220.258,1730.620,1404.103,2135.579,3213.653,1741.812,1576.060,2114.226,1930.709,1818.471,1411.329,2791.754,1410.447
4737,733.167,2025.955,1612.200,1672.653,1692.613,2171.468,2295.020,2265.018,2020.468,1758.397,1220.394,1730.350,1403.108,2126.004,3217.245,1743.173,1570.959,2119.059,1923.386,1820.297,1408.546,2789.969,1404.172
4738,731.356,2018.759,1610.597,1673.802,1692.083,2170.897,2293.533,2269.364,2021.633,1760.502,1219.195,1725.813,1400.124,2114.784,3225.663,1736.690,1574.564,2121.786,1933.751,1821.681,1411.991,2791.887,1410.300
4739,736.420,2019.984,1607.689,1674.739,1691.918,2167.681,2292.331,2275.549,2012.135,1757.658,1218.605,1729.718,1397.862,2115.397,3222.906,1740.394,1572.384,2122.989,1920.514,1815.744,1410.586,2792.895,1404.487
4740,732.720,2024.853,1608.683,1674.741,1691.966,2176.542,2298.343,2271.315,2012.454,1756.464,1220.146,1724.232,1399.784,2117.758,3217.810,1739.415,1574.906,2125.434,1911.697,1815.581,1405.482,2795.238,1409.286
4741,737.766,2021.574,1612.815,1673.673,1689.437,2168.952,2290.683,2260.418,2012.147,1756.197,1216.113,1726.402,1400.568,2117.180,3210.820,1743.098,1573.142,2118.628,1926.065,1821.688,1408.526,2792.799,1404.993
4742,735.319,2028.531,1608.512,1670.986,1691.453,2169.526,2294.353,2262.393,2013.069,1755.953,1220.470,1729.585,1400.913,2118.560,3214.962,1742.074,1574.824,2121.859,1928.504,1814.924,1413.892,2797.249,1406.174
4743,742.128,2028.121,1610.498,1673.326,1687.928,2175.941,2294.055,2268.110,2014.813,1760.622,1220.774,1729.370,1400.541,2122.998,3227.667,1747.983,1576.180,2124.325,1926.501,1825.193,1417.508,2801.658,1409.871
4744,736.283,2017.893,1606.151,1666.654,1686.794,2175.605,2285.461,2256.492,2004.165,1760.865,1217.883,1728.178,1395.699,2105.202,3229.150,1743.280,1572.428,2120.309,1917.964,1816.655,1408.939,2792.285,1404.656
4745,736.916,2022.355,1603.036,1667.491,1692.171,2171.116,2285.478,2264.135,2008.907,1752.018,1215.252,1728.431,1390.341,2120.042,3226.268,1741.048,1571.376,2121.226,1929.438,1817.071,1408.648,2794.346,1410.246
4746,737.984,2026.416,1611.727,1667.723,1693.173,2175.218,2288.584,2269.361,2001.880,1759.142,1219.526,1729.693,1395.126,2117.445,3231.051,1741.785,1573.639,2117.470,1931.317,1819.246,1407.315,2794.977,1410.204
4747,730.538,2007.077,1604.789,1662.743,1685.552,2166.751,2273.881,2260.764,2007.655,1753.779,1214.090,1720.756,1393.191,2112.837,3211.780,1744.522,1572.292,2119.204,1926.728,1813.701,1405.801,2787.509,1404.853
4748,741.035,2028.598,1611.717,1668.716,1693.349,2173.803,2298.592,2270.046,2015.429,1765.153,1225.294,1735.060,1403.594,2120.713,3219.001,1746.127,1579.958,2132.967,1933.872,1824.779,1416.699,2799.237,1408.201
4749,736.566,2021.473,1609.235,1668.426,1695.730,2174.702,2290.907,2275.095,2015.261,1763.132,1223.163,1731.332,1399.309,2122.897,3232.501,1741.995,1580.527,2127.884,1933.448,1820.125,1413.530,2801.780,1405.312
4750,735.524,2019.270,1605.563,1669.918,1686.795,2169.292,2294.339,2272.441,2016.731,1764.385,1218.655,1729.368,1396.580,2113.600,3228.411,1741.255,1579.333,2132.489,1930.827,1822.483,1411.806,2807.334,1409.713
4751,736.811,2023.356,1612.277,1665.894,1689.058,2173.070,2285.396,2269.063,2016.658,1765.674,1223.810,1728.936,1397.546,2118.943,3223.517,1742.588,1578.727,2131.066,1934.436,1823.447,1417.416,2800.571,1407.906
4752,734.411,2022.025,1611.814,1662.096,1691.704,2179.982,2291.190,2271.257,2012.303,1763.153,1222.665,1731.164,1397.911,2116.689,3223.011,1744.591,1581.354,2127.716,1936.929,1820.769,1410.033,2804.767,1409.697
4753,736.622,2022.124,1610.188,1667.680,1687.616,2178.473,2284.955,2267.181,2009.755,1757.696,1224.015,1731.539,1397.516,2128.939,3215.904,1744.083,1579.807,2130.747,1937.381,1816.354,1409.364,2790.426,1405.582
4754,737.636,2020.807,1612.417,1669.111,1691.461,2170.782,2289.890,2274.415,2010.272,1764.215,1226.181,1731.202,1400.070,2117.907,3225.482,1747.973,1577.683,2131.132,1934.186,1821.766,1415.458,2797.251,1407.932
4755,737.301,2016.714,1608.288,1660.731,1689.400,2179.398,2282.238,2265.890,2008.644,1758.868,1222.441,1726.919,1396.831,2120.864,3219.556,1738.876,1574.040,2121.003,1934.720,1827.368,1410.727,2791.054,1397.650
4756,745.122,2017.476,1606.332,1667.741,1690.198,2184.738,2287.079,2264.394,2010.874,1765.723,1223.328,1739.098,1399.467,2115.269,3225.110,1745.106,1588.395,2132.703,1945.187,1828.507,1410.839,2800.467,1409.026
4757,738.408,2025.226,1614.284,1662.425,1696.516,2176.220,2284.623,2266.512,2013.635,1765.963,1223.669,1732.121,1394.399,2113.208,3236.062,1748.191,1583.039,2135.492,1929.124,1823.559,1416.808,2794.294,1405.005
