Cell 3,Cell 37,Cell 41
25.436386,38.82941,42.94565
25.436386,38.82941,41.365772
25.436386,38.82941,100.04739
25.436384,38.82941,95.46675
25.436384,38.82941,91.12684
25.436384,38.82941,87.01499
25.436384,38.82941,83.119225
25.436382,38.82941,79.428185
25.436382,38.82941,75.931114
25.436382,38.82941,72.61782
25.436382,38.82941,69.47864
25.436382,38.82941,66.504425
25.43638,38.82941,69.65527
25.43638,38.82941,66.67178
25.43638,38.82941,63.84507
25.43638,38.82941,61.16691
25.43638,38.82941,58.629486
25.43638,38.82941,56.22541
25.43638,38.82941,53.94767
25.43638,38.82941,51.789627
25.43638,38.82941,49.74499
25.43638,38.82941,47.8078
25.43638,38.82941,45.972416
25.43638,38.82941,44.233482
25.436378,38.82941,42.585934
25.436378,38.82941,41.024963
25.436378,38.82941,39.54602
25.436378,38.82941,38.144802
25.436378,38.82941,36.817215
25.436378,38.82941,35.5594
25.436378,38.82941,34.36768
25.436378,38.82941,33.238586
25.436378,38.82941,32.168827
25.436378,38.82941,31.155289
25.436378,38.82941,30.195011
25.436378,38.82941,29.285194
25.436378,38.82941,28.423193
25.436378,38.82941,27.60649
25.436378,38.82941,26.832705
25.436378,38.82941,47.92032
25.436378,38.82941,46.07902
25.436378,38.82941,44.334484
25.436378,38.82941,42.681625
25.436378,38.82941,41.115627
25.436378,38.82941,39.63192
25.436378,38.82941,38.226185
25.436378,38.82941,36.894325
25.436378,38.82941,35.632454
25.436378,38.82941,34.436893
25.436378,38.82941,33.304165
25.436378,38.82941,34.735783
25.436378,38.82941,33.587345
25.436378,38.82941,32.49926
25.436378,38.82941,31.468353
25.436378,38.82941,30.491623
25.436378,38.82941,29.566223
25.436378,38.82941,28.689451
25.436378,38.82941,27.858757
25.436378,38.82941,27.071714
25.436378,38.82941,26.326033
25.436378,38.82941,25.619537
25.436378,38.82941,24.950169
25.436378,38.82941,24.315977
25.436378,38.82941,23.71511
25.436378,38.82941,23.145823
25.436378,38.82941,22.606451
25.436378,38.82941,22.095423
25.436378,38.82941,21.611252
25.436378,38.82941,21.152523
25.436378,38.82941,20.717901
25.436378,38.82941,20.30612
25.436378,38.82941,19.915977
25.436378,38.82941,19.546337
25.436378,38.82941,19.196123
25.436378,38.82941,18.864311
25.436378,38.82941,18.549936
25.436378,38.82941,18.252085
25.436378,38.82941,17.969883
25.436378,38.82941,17.702513
25.436378,38.82941,17.449192
